resource,key,service,id_field,name_field,id_prefix,arn_field,arn_type,arn_separator,global_resource,has_arn,strategy,arn_quality,asset_class,parent_params
devicefarm.suite,devicefarm.suite,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.test,devicefarm.test,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devicefarm.test_grid_project,devicefarm.test_grid_project,devicefarm,arn,,,arn,,/,false,true,field,real,child,projectArn
devicefarm.test_grid_session,devicefarm.test_grid_session,devicefarm,arn,,,arn,,/,false,true,field,real,singleton,
devicefarm.upload,devicefarm.upload,devicefarm,arn,,,arn,,/,false,true,field,real,child,arn
devops-guru.monitored_resource,devops-guru.monitored_resource,devops-guru,MonitoredResourceName,,,,monitored-resource,/,false,true,construct,real,asset,
directconnect.connection,directconnect.connection,directconnect,ConnectionArn,,,ConnectionArn,,/,false,true,field,real,asset,
directconnect.direct_connect_gateway,directconnect.direct_connect_gateway,directconnect,directConnectGatewayId,,,,dx-gateway,/,false,true,construct,real,asset,
directconnect.direct_connect_gateway_association,directconnect.direct_connect_gateway_association,directconnect,AssociationId,,,,direct-connect-gateway-association,/,false,true,construct,real,asset,
directconnect.lag,directconnect.lag,directconnect,LagArn,,,LagArn,,/,false,true,field,real,asset,
directconnect.virtual_interface,directconnect.virtual_interface,directconnect,virtualInterfaceId,,,,virtual-interface,/,false,true,construct,real,asset,
directoryservice.directory,directoryservice.directory,directoryservice,DirectoryId,,,,directory,/,false,true,construct,real,asset,
appdiscovery-agent,discovery.appdiscovery_agent,discovery,agentId,hostName,,,appdiscovery-agent,/,false,true,construct,real,asset,
discovery.import_task,discovery.import_task,discovery,importTaskId,,,,import-task,/,false,true,construct,real,asset,
dlm-policy,dlm.lifecycle_policy,dlm,PolicyId,PolicyId,,PolicyArn,policy,/,false,true,field,real,asset,
dms.certificate,dms.certificate,dms,CertificateArn,,,CertificateArn,,/,false,true,field,real,asset,
dms.data_migration,dms.data_migration,dms,DataMigrationArn,,,DataMigrationArn,,/,false,true,field,real,asset,
dms.data_provider,dms.data_provider,dms,DataProviderArn,,,DataProviderArn,,/,false,true,field,real,asset,
dms-endpoint,dms.endpoint,dms,EndpointArn,EndpointIdentifier,,EndpointArn,endpoint,/,false,true,field,real,asset,
dms.event_subscription,dms.event_subscription,dms,Id,,,,event-subscription,/,false,true,construct,real,asset,
dms.instance_profile,dms.instance_profile,dms,InstanceProfileArn,,,InstanceProfileArn,,/,false,true,field,real,asset,
dms.migration_project,dms.migration_project,dms,MigrationProjectArn,,,MigrationProjectArn,,/,false,true,field,real,asset,
dms.replication_config,dms.replication_config,dms,ReplicationConfigArn,,,ReplicationConfigArn,,/,false,true,field,real,asset,
dms-instance,dms.replication_instance,dms,ReplicationInstanceIdentifier,ReplicationInstanceIdentifier,,ReplicationInstanceArn,rep,/,false,true,field,real,asset,
dms.replication_subnet_group,dms.replication_subnet_group,dms,Id,,,,replication-subnet-group,/,false,true,construct,real,asset,
dms-replication-task,dms.replication_task,dms,ReplicationTaskArn,ReplicationTaskIdentifier,,ReplicationTaskArn,task,/,false,true,field,real,asset,
dms.replication_task_assessment_run,dms.replication_task_assessment_run,dms,ReplicationTaskAssessmentRunArn,,,ReplicationTaskAssessmentRunArn,,/,false,true,field,real,asset,
dms.replication_task_individual_assessment,dms.replication_task_individual_assessment,dms,ReplicationTaskIndividualAssessmentArn,,,ReplicationTaskIndividualAssessmentArn,,/,false,true,field,real,asset,
docdb.certificate,docdb.certificate,docdb,CertificateArn,,,CertificateArn,,/,false,true,field,real,asset,
docdb.db_cluster,docdb.db_cluster,docdb,Id,,,DBClusterArn,,/,false,true,field,real,asset,
docdb.db_cluster_parameter_group,docdb.db_cluster_parameter_group,docdb,Id,,,DBClusterParameterGroupArn,,/,false,true,field,real,asset,
docdb.db_cluster_snapshot,docdb.db_cluster_snapshot,docdb,DBClusterSnapshotArn,,,DBClusterSnapshotArn,,/,false,true,field,real,asset,
docdb.db_instance,docdb.db_instance,docdb,Id,,,DBInstanceArn,,/,false,true,field,real,asset,
docdb.db_subnet_group,docdb.db_subnet_group,docdb,Id,,,DBSubnetGroupArn,,/,false,true,field,real,asset,
docdb.event_subscription,docdb.event_subscription,docdb,SubscriptionName,,,EventSubscriptionArn,,/,false,true,field,real,asset,
docdb.global_cluster,docdb.global_cluster,docdb,GlobalClusterIdentifier,,,GlobalClusterArn,,/,false,true,field,real,asset,
drs.launch_configuration_template,drs.launch_configuration_template,drs,launchConfigurationTemplateID,,,arn,,/,false,true,field,real,asset,
drs.recovery_instance,drs.recovery_instance,drs,recoveryInstanceID,,,arn,,/,false,true,field,real,asset,
drs.replication_configuration_template,drs.replication_configuration_template,drs,replicationConfigurationTemplateID,,,arn,,/,false,true,field,real,asset,
drs.source_server,drs.source_server,drs,sourceServerID,,,arn,,/,false,true,field,real,asset,
directory,ds.directory,ds,DirectoryId,Name,,,directory,/,false,true,construct,real,asset,
ds.snapshot,ds.snapshot,ds,SnapshotId,,,,snapshot,/,false,true,construct,real,asset,
ds.trust,ds.trust,ds,TrustId,,,,trust,/,false,true,construct,real,asset,
dsql.cluster,dsql.cluster,dsql,Identifier,,,ResourceArn,,/,false,true,field,real,asset,
dynamodb-backup,dynamodb.dynamodb_backup,dynamodb,BackupArn,BackupName,,BackupArn,,/,false,true,field,real,asset,
dynamodb.export,dynamodb.export,dynamodb,ExportArn,,,ExportArn,,/,false,true,field,real,asset,
dynamodb.global_table,dynamodb.global_table,dynamodb,TableName,,,Arn,,/,false,true,field,real,asset,
dynamodb.import,dynamodb.import,dynamodb,ImportArn,,,ImportArn,,/,false,true,field,real,asset,
dynamodb-table,dynamodb.table,dynamodb,TableName,TableName,,TableArn,table,/,false,true,field,real,asset,
dynamodb-stream,dynamodbstreams.dynamodb_stream,dynamodbstreams,StreamArn,TableName,,StreamArn,stream,/,false,true,field,real,asset,
dynamodbstreams.stream,dynamodbstreams.stream,dynamodbstreams,StreamArn,,,StreamArn,,/,false,true,field,real,child,StreamArn
ami,ec2.ami,ec2,ImageId,Name,ami-,,image,/,false,true,construct,real,asset,
ec2-capacity-reservation,ec2.capacity_reservation,ec2,CapacityReservationId,CapacityReservationId,cr-,CapacityReservationArn,,/,false,true,field,real,asset,
ec2.capacity_reservation_fleet,ec2.capacity_reservation_fleet,ec2,CapacityReservationFleetId,,,CapacityReservationFleetArn,,/,false,true,field,real,asset,
ec2.carrier_gateway,ec2.carrier_gateway,ec2,CarrierGatewayId,,,,carrier-gateway,/,false,true,construct,real,asset,
ec2.client_vpn_endpoint,ec2.client_vpn_endpoint,ec2,Id,,,,client-vpn-endpoint,/,false,true,construct,real,asset,
customer-gateway,ec2.customer_gateway,ec2,CustomerGatewayId,CustomerGatewayId,cgw-,,customer-gateway,/,false,true,construct,real,asset,
ec2.dhcp_options,ec2.dhcp_options,ec2,DhcpOptionsId,,,,dhcp-options,/,false,true,construct,real,asset,
ebs-snapshot,ec2.ebs_snapshot,ec2,SnapshotId,SnapshotId,snap-,,snapshot,/,false,true,construct,real,asset,
ec2-reserved,ec2.ec2_reserved,ec2,ReservedInstancesId,ReservedInstancesId,,,reserved-instances,/,false,true,construct,real,asset,
ec2.egress_only_internet_gateway,ec2.egress_only_internet_gateway,ec2,Id,,,,egress-only-internet-gateway,/,false,true,construct,real,asset,
elastic-ip,ec2.eip,ec2,AllocationId,PublicIp,eipalloc-,,elastic-ip,/,false,true,construct,real,asset,
flow-log,ec2.flow_log,ec2,FlowLogId,FlowLogId,fl-,,vpc-flow-log,/,false,true,construct,real,asset,
ec2-host,ec2.host,ec2,HostId,HostId,h-,,dedicated-host,/,false,true,construct,real,asset,
ec2.images_in_recycle_bin,ec2.images_in_recycle_bin,ec2,Name,,,,images-in-recycle-bin,/,false,true,construct,real,asset,
ec2,ec2.instance,ec2,InstanceId,PublicDnsName,i-,,instance,/,false,true,construct,real,asset,
ec2.instance_connect_endpoint,ec2.instance_connect_endpoint,ec2,Id,,,InstanceConnectEndpointArn,,/,false,true,field,real,asset,
internet-gateway,ec2.internet_gateway,ec2,InternetGatewayId,InternetGatewayId,igw-,,internet-gateway,/,false,true,construct,real,asset,
ec2.ipam,ec2.ipam,ec2,IpamId,,,Arn,,/,false,true,field,real,asset,
ec2.ipam_external_resource_verification_token,ec2.ipam_external_resource_verification_token,ec2,IpamExternalResourceVerificationTokenArn,,,IpamExternalResourceVerificationTokenArn,,/,false,true,field,real,asset,
ec2.ipam_policy,ec2.ipam_policy,ec2,IpamPolicyArn,,,IpamPolicyArn,,/,false,true,field,real,asset,
ec2.ipam_pool,ec2.ipam_pool,ec2,IpamPoolId,,,Arn,,/,false,true,field,real,asset,
ec2.ipam_prefix_list_resolver,ec2.ipam_prefix_list_resolver,ec2,IpamPrefixListResolverId,,,IpamArn,,/,false,true,field,real,asset,
ec2.ipam_prefix_list_resolver_target,ec2.ipam_prefix_list_resolver_target,ec2,IpamPrefixListResolverTargetId,,,IpamPrefixListResolverTargetArn,,/,false,true,field,real,asset,
ec2.ipam_resource_discovery,ec2.ipam_resource_discovery,ec2,IpamResourceDiscoveryId,,,IpamResourceDiscoveryArn,,/,false,true,field,real,asset,
ec2.ipam_resource_discovery_association,ec2.ipam_resource_discovery_association,ec2,IpamResourceDiscoveryAssociationId,,,IpamArn,,/,false,true,field,real,asset,
ec2.ipam_scope,ec2.ipam_scope,ec2,IpamScopeId,,,Arn,,/,false,true,field,real,asset,
ec2.key_pair,ec2.key_pair,ec2,KeyName,,,,key-pair,/,false,true,construct,real,asset,
launch-template-version,ec2.launch_template,ec2,LaunchTemplateId,LaunchTemplateName,lt-,,launch-template,/,false,true,construct,real,asset,
ec2.local_gateway,ec2.local_gateway,ec2,LocalGatewayId,,,,local-gateway,/,false,true,construct,real,asset,
ec2.local_gateway_route_table,ec2.local_gateway_route_table,ec2,LocalGatewayRouteTableId,,,LocalGatewayRouteTableArn,,/,false,true,field,real,asset,
ec2.local_gateway_route_table_virtual_interface_group_association,ec2.local_gateway_route_table_virtual_interface_group_association,ec2,LocalGatewayRouteTableVirtualInterfaceGroupAssociationId,,,LocalGatewayRouteTableArn,,/,false,true,field,real,asset,
ec2.local_gateway_route_table_vpc_association,ec2.local_gateway_route_table_vpc_association,ec2,LocalGatewayRouteTableVpcAssociationId,,,,local-gateway-route-table-vpc-association,/,false,true,construct,real,asset,
ec2.local_gateway_virtual_interface,ec2.local_gateway_virtual_interface,ec2,LocalGatewayVirtualInterfaceId,,,,local-gateway-virtual-interface,/,false,true,construct,real,asset,
ec2.local_gateway_virtual_interface_group,ec2.local_gateway_virtual_interface_group,ec2,LocalGatewayVirtualInterfaceGroupId,,,LocalGatewayVirtualInterfaceGroupArn,,/,false,true,field,real,asset,
nat-gateway,ec2.nat_gateway,ec2,NatGatewayId,NatGatewayId,nat-,,natgateway,/,false,true,construct,real,asset,
network-acl,ec2.network_acl,ec2,NetworkAclId,NetworkAclId,acl-,,network-acl,/,false,true,construct,real,asset,
ec2.network_insights_access_scope,ec2.network_insights_access_scope,ec2,NetworkInsightsAccessScopeId,,,NetworkInsightsAccessScopeArn,,/,false,true,field,real,asset,
ec2.network_insights_path,ec2.network_insights_path,ec2,NetworkInsightsPathId,,,NetworkInsightsPathArn,,/,false,true,field,real,asset,
eni,ec2.network_interface,ec2,NetworkInterfaceId,NetworkInterfaceId,eni-,,network-interface,/,false,true,construct,real,asset,
ec2.outpost_lag,ec2.outpost_lag,ec2,OutpostLagId,,,,outpost-lag,/,false,true,construct,real,asset,
ec2.placement_group,ec2.placement_group,ec2,GroupName,,,GroupArn,,/,false,true,field,real,asset,
prefix-list,ec2.prefix_list,ec2,PrefixListId,PrefixListName,pl-,Arn,prefix-list,/,false,true,field,real,asset,
ec2.principal_id_format,ec2.principal_id_format,ec2,Arn,,,Arn,,/,false,true,field,real,asset,
route-table,ec2.route_table,ec2,RouteTableId,RouteTableId,rtb-,,route-table,/,false,true,construct,real,asset,
security-group,ec2.security_group,ec2,GroupId,GroupName,sg-,,security-group,/,false,true,construct,real,asset,
ec2.security_group_rule,ec2.security_group_rule,ec2,SecurityGroupRuleId,,,,security-group-rule,/,false,true,construct,real,asset,
ec2.security_group_vpc_association,ec2.security_group_vpc_association,ec2,GroupId,,,,security-group-vpc-association,/,false,true,construct,real,asset,
ec2.service_link_virtual_interface,ec2.service_link_virtual_interface,ec2,ServiceLinkVirtualInterfaceArn,,,ServiceLinkVirtualInterfaceArn,,/,false,true,field,real,asset,
ec2.spot_instance_request,ec2.spot_instance_request,ec2,SpotInstanceRequestId,,,,spot-instance-request,/,false,true,construct,real,asset,
subnet,ec2.subnet,ec2,SubnetId,SubnetId,subnet-,SubnetArn,subnet,/,false,true,field,real,asset,
ec2.traffic_mirror_filter,ec2.traffic_mirror_filter,ec2,TrafficMirrorFilterId,,,,traffic-mirror-filter,/,false,true,construct,real,asset,
mirror-session,ec2.traffic_mirror_session,ec2,TrafficMirrorSessionId,TrafficMirrorSessionId,tms-,,traffic-mirror-session,/,false,true,construct,real,asset,
mirror-target,ec2.traffic_mirror_target,ec2,TrafficMirrorTargetId,TrafficMirrorTargetId,tmt-,,traffic-mirror-target,/,false,true,construct,real,asset,
transit-gateway,ec2.transit_gateway,ec2,TransitGatewayId,TransitGatewayId,tgw-,TransitGatewayArn,,/,false,true,field,real,asset,
transit-attachment,ec2.transit_gateway_attachment,ec2,TransitGatewayAttachmentId,TransitGatewayAttachmentId,tgw-attach-,,transit-gateway-attachment,/,false,true,construct,real,asset,
ec2.transit_gateway_connect,ec2.transit_gateway_connect,ec2,TransitGatewayAttachmentId,,,,transit-gateway-connect,/,false,true,construct,real,asset,
ec2.transit_gateway_connect_peer,ec2.transit_gateway_connect_peer,ec2,TransitGatewayConnectPeerId,,,,transit-gateway-connect-peer,/,false,true,construct,real,asset,
ec2.transit_gateway_multicast_domain,ec2.transit_gateway_multicast_domain,ec2,TransitGatewayMulticastDomainId,,,TransitGatewayMulticastDomainArn,,/,false,true,field,real,asset,
ec2.transit_gateway_peering_attachment,ec2.transit_gateway_peering_attachment,ec2,TransitGatewayAttachmentId,,,,transit-gateway-peering-attachment,/,false,true,construct,real,asset,
ec2.transit_gateway_policy_table,ec2.transit_gateway_policy_table,ec2,TransitGatewayPolicyTableId,,,,transit-gateway-policy-table,/,false,true,construct,real,asset,
ec2.transit_gateway_route_table,ec2.transit_gateway_route_table,ec2,TransitGatewayRouteTableId,,,,transit-gateway-route-table,/,false,true,construct,real,asset,
ec2.transit_gateway_vpc_attachment,ec2.transit_gateway_vpc_attachment,ec2,Id,,,,transit-gateway-vpc-attachment,/,false,true,construct,real,asset,
ec2.verified_access_endpoint,ec2.verified_access_endpoint,ec2,VerifiedAccessEndpointId,,,,verified-access-endpoint,/,false,true,construct,real,asset,
ec2.verified_access_group,ec2.verified_access_group,ec2,VerifiedAccessGroupId,,,VerifiedAccessGroupArn,,/,false,true,field,real,asset,
ec2.verified_access_instance,ec2.verified_access_instance,ec2,VerifiedAccessInstanceId,,,,verified-access-instance,/,false,true,construct,real,asset,
