resource,key,service,id_field,name_field,id_prefix,arn_field,arn_type,arn_separator,global_resource,has_arn,strategy,arn_quality,asset_class,parent_params
marketplace-agreement.search_agreement,marketplace-agreement.search_agreement,marketplace-agreement,,,,,,/,false,false,none,none,artifact,
marketplace-catalog.tags_for_resource,marketplace-catalog.tags_for_resource,marketplace-catalog,,,,,,/,false,false,none,none,artifact,
marketplace-deployment.tags_for_resource,marketplace-deployment.tags_for_resource,marketplace-deployment,,,,,,/,false,false,none,none,artifact,
marketplace-reporting.buyer_dashboard,marketplace-reporting.buyer_dashboard,marketplace-reporting,,,,,,/,false,false,none,none,artifact,
mediaconnect.bridge_output,mediaconnect.bridge_output,mediaconnect,BridgeArn,,,,,/,false,false,none,none,artifact,
mediaconnect.bridge_source,mediaconnect.bridge_source,mediaconnect,BridgeArn,,,,,/,false,false,none,none,artifact,
mediaconnect.flow_entitlement,mediaconnect.flow_entitlement,mediaconnect,EntitlementArn,,,EntitlementArn,,/,false,false,none,none,artifact,
mediaconnect.flow_output,mediaconnect.flow_output,mediaconnect,OutputArn,,,OutputArn,,/,false,false,none,none,artifact,
mediaconnect.flow_source,mediaconnect.flow_source,mediaconnect,SourceArn,,,SourceArn,,/,false,false,none,none,artifact,
mediaconnect.flow_source_metadata,mediaconnect.flow_source_metadata,mediaconnect,,,,,,/,false,false,none,none,artifact,
mediaconnect.flow_source_thumbnail,mediaconnect.flow_source_thumbnail,mediaconnect,,,,,,/,false,false,none,none,artifact,
mediaconnect.flow_vpc_interface,mediaconnect.flow_vpc_interface,mediaconnect,FlowArn,,,,,/,false,false,none,none,artifact,
mediaconnect.offering,mediaconnect.offering,mediaconnect,OfferingArn,,,OfferingArn,,/,false,false,none,none,artifact,
mediaconnect.router_input_source_metadata,mediaconnect.router_input_source_metadata,mediaconnect,,,,,,/,false,false,none,none,artifact,
mediaconnect.router_input_thumbnail,mediaconnect.router_input_thumbnail,mediaconnect,,,,,,/,false,false,none,none,artifact,
mediaconnect.tags_for_global_resource,mediaconnect.tags_for_global_resource,mediaconnect,,,,,,/,false,false,none,none,artifact,
mediaconnect.tags_for_resource,mediaconnect.tags_for_resource,mediaconnect,,,,,,/,false,false,none,none,artifact,
mediaconvert.endpoint,mediaconvert.endpoint,mediaconvert,,,,,,/,false,false,none,none,artifact,
mediaconvert.jobs_query_result,mediaconvert.jobs_query_result,mediaconvert,,,,,,/,false,false,none,none,artifact,
mediaconvert.tags_for_resource,mediaconvert.tags_for_resource,mediaconvert,Arn,,,,,/,false,false,none,none,artifact,
mediaconvert.version,mediaconvert.version,mediaconvert,,,,,,/,false,false,none,none,artifact,
medialive.account_configuration,medialive.account_configuration,medialive,,,,,,/,false,false,none,none,artifact,
medialive.offering,medialive.offering,medialive,OfferingId,,,Arn,,/,false,false,none,none,artifact,
medialive.tags_for_resource,medialive.tags_for_resource,medialive,,,,,,/,false,false,none,none,artifact,
medialive.version,medialive.version,medialive,,,,,,/,false,false,none,none,artifact,
mediapackage.asset,mediapackage.asset,mediapackage,Id,,,Arn,,/,false,false,none,none,artifact,
mediapackage.packaging_configuration,mediapackage.packaging_configuration,mediapackage,Id,,,Arn,,/,false,false,none,none,artifact,
mediapackage.packaging_group,mediapackage.packaging_group,mediapackage,Id,,,Arn,,/,false,false,none,none,artifact,
mediapackage.tags_for_resource,mediapackage.tags_for_resource,mediapackage,,,,,,/,false,false,none,none,artifact,
mediapackage-vod.tags_for_resource,mediapackage-vod.tags_for_resource,mediapackage-vod,,,,,,/,false,false,none,none,artifact,
mediapackagev2.tags_for_resource,mediapackagev2.tags_for_resource,mediapackagev2,,,,,,/,false,false,none,none,artifact,
mediastore.tags_for_resource,mediastore.tags_for_resource,mediastore,,,,,,/,false,false,none,none,artifact,
mediatailor.tags_for_resource,mediatailor.tags_for_resource,mediatailor,,,,,,/,false,false,none,none,artifact,
medical-imaging.image_set_metadata,medical-imaging.image_set_metadata,medical-imaging,,,,,,/,false,false,none,none,artifact,
medical-imaging.tags_for_resource,medical-imaging.tags_for_resource,medical-imaging,,,,,,/,false,false,none,none,artifact,
memorydb.engine_version,memorydb.engine_version,memorydb,,,,,,/,false,false,none,none,artifact,
memorydb.event,memorydb.event,memorydb,,,,,,/,false,false,none,none,artifact,
memorydb.reserved_nodes_offering,memorydb.reserved_nodes_offering,memorydb,ReservedNodesOfferingId,,,,reserved-nodes-offering,/,false,false,none,none,artifact,
memorydb.tag,memorydb.tag,memorydb,,,,,,/,false,false,none,none,artifact,
mgh.migration_task_update,mgh.migration_task_update,mgh,,,,,,/,false,false,none,none,artifact,
mgn.managed_account,mgn.managed_account,mgn,,,,,,/,false,false,none,none,artifact,
mgn.tags_for_resource,mgn.tags_for_resource,mgn,,,,,,/,false,false,none,none,artifact,
migration-hub-refactor-spaces.tags_for_resource,migration-hub-refactor-spaces.tags_for_resource,migration-hub-refactor-spaces,,,,,,/,false,false,none,none,artifact,
migrationhub-config.home_region_control,migrationhub-config.home_region_control,migrationhub-config,,,,,,/,false,false,none,none,artifact,
migrationhuborchestrator.tags_for_resource,migrationhuborchestrator.tags_for_resource,migrationhuborchestrator,,,,,,/,false,false,none,none,artifact,
migrationhubstrategy.analyzable_server,migrationhubstrategy.analyzable_server,migrationhubstrategy,,,,,,/,false,false,none,none,artifact,
migrationhubstrategy.portfolio_summary,migrationhubstrategy.portfolio_summary,migrationhubstrategy,,,,,,/,false,false,none,none,artifact,
mpa.resource_policy,mpa.resource_policy,mpa,,,,,,/,false,false,none,none,artifact,
mpa.session,mpa.session,mpa,,,,,,/,false,false,none,none,artifact,
mpa.tags_for_resource,mpa.tags_for_resource,mpa,,,,,,/,false,false,none,none,artifact,
mq.configuration_association,mq.configuration_association,mq,Id,,,,,/,false,false,none,none,artifact,
msk.cluster_v2,msk.cluster_v2,msk,,,,,,/,false,false,none,none,artifact,
msk.clusters_v2,msk.clusters_v2,msk,,,,,,/,false,false,none,none,artifact,
mturk.bonus_payment,mturk.bonus_payment,mturk,,,,,,/,false,false,none,none,artifact,
mturk.reviewable_hi_t,mturk.reviewable_hi_t,mturk,,,,,,/,false,false,none,none,artifact,
mturk.worker_block,mturk.worker_block,mturk,,,,,,/,false,false,none,none,artifact,
mwaa.tags_for_resource,mwaa.tags_for_resource,mwaa,,,,,,/,false,false,none,none,artifact,
mwaa-serverless.tags_for_resource,mwaa-serverless.tags_for_resource,mwaa-serverless,,,,,,/,false,false,none,none,artifact,
mwaa-serverless.task_instance,mwaa-serverless.task_instance,mwaa-serverless,,,,,,/,false,false,none,none,artifact,
mwaa-serverless.workflow,mwaa-serverless.workflow,mwaa-serverless,,,,,,/,false,false,none,none,artifact,
mwaa-serverless.workflow_run,mwaa-serverless.workflow_run,mwaa-serverless,,,,,,/,false,false,none,none,artifact,
mwaa-serverless.workflow_version,mwaa-serverless.workflow_version,mwaa-serverless,,,,,,/,false,false,none,none,artifact,
neptune.event,neptune.event,neptune,,,,,,/,false,false,none,none,artifact,
neptune-graph.export_task,neptune-graph.export_task,neptune-graph,,,,,,/,false,false,none,none,artifact,
neptune-graph.graph_summary,neptune-graph.graph_summary,neptune-graph,,,,,,/,false,false,none,none,artifact,
neptune-graph.tags_for_resource,neptune-graph.tags_for_resource,neptune-graph,,,,,,/,false,false,none,none,artifact,
neptunedata.gremlin_query,neptunedata.gremlin_query,neptunedata,,,,,,/,false,false,none,none,artifact,
neptunedata.open_cypher_query,neptunedata.open_cypher_query,neptunedata,,,,,,/,false,false,none,none,artifact,
neptunedata.propertygraph_statistic,neptunedata.propertygraph_statistic,neptunedata,,,,,,/,false,false,none,none,artifact,
neptunedata.propertygraph_stream,neptunedata.propertygraph_stream,neptunedata,,,,,,/,false,false,none,none,artifact,
neptunedata.propertygraph_summary,neptunedata.propertygraph_summary,neptunedata,,,,,,/,false,false,none,none,artifact,
neptunedata.rdf_graph_summary,neptunedata.rdf_graph_summary,neptunedata,,,,,,/,false,false,none,none,artifact,
neptunedata.sparql_statistic,neptunedata.sparql_statistic,neptunedata,,,,,,/,false,false,none,none,artifact,
neptunedata.sparql_stream,neptunedata.sparql_stream,neptunedata,,,,,,/,false,false,none,none,artifact,
neptune-graph.graph,neptune-graph.graph,neptunegraph,GraphId,,,GraphArn,,/,false,false,none,none,artifact,
neptune-graph.graph_snapshot,neptune-graph.graph_snapshot,neptunegraph,Arn,,,Arn,,/,false,false,none,none,artifact,
neptune-graph.private_graph_endpoint,neptune-graph.private_graph_endpoint,neptunegraph,PrivateGraphEndpointIdentifier,,,,,/,false,false,none,none,artifact,
network-firewall.analysis_report,network-firewall.analysis_report,network-firewall,AnalysisReportId,,,,,/,false,false,none,none,artifact,
network-firewall.analysis_report_result,network-firewall.analysis_report_result,network-firewall,,,,,,/,false,false,none,none,artifact,
network-firewall.firewall_metadata,network-firewall.firewall_metadata,network-firewall,,,,,,/,false,false,none,none,artifact,
network-firewall.flow_operation_result,network-firewall.flow_operation_result,network-firewall,,,,,,/,false,false,none,none,artifact,
network-firewall.rule_group_metadata,network-firewall.rule_group_metadata,network-firewall,,,,,,/,false,false,none,none,artifact,
network-firewall.rule_group_summary,network-firewall.rule_group_summary,network-firewall,,,,,,/,false,false,none,none,artifact,
network-firewall.tags_for_resource,network-firewall.tags_for_resource,network-firewall,,,,,,/,false,false,none,none,artifact,
network-firewall.logging_configuration,network-firewall.logging_configuration,networkfirewall,,,,,,/,false,false,none,none,artifact,
network-firewall.rule_group,network-firewall.rule_group,networkfirewall,,,,,,/,false,false,none,none,artifact,
networkflowmonitor.query_results_monitor_top_contributor,networkflowmonitor.query_results_monitor_top_contributor,networkflowmonitor,,,,,,/,false,false,none,none,artifact,
networkflowmonitor.query_results_workload_insights_top_contributor,networkflowmonitor.query_results_workload_insights_top_contributor,networkflowmonitor,,,,,,/,false,false,none,none,artifact,
networkflowmonitor.query_results_workload_insights_top_contributors_data,networkflowmonitor.query_results_workload_insights_top_contributors_data,networkflowmonitor,,,,,,/,false,false,none,none,artifact,
networkflowmonitor.query_status_monitor_top_contributor,networkflowmonitor.query_status_monitor_top_contributor,networkflowmonitor,,,,,,/,false,false,none,none,artifact,
networkflowmonitor.query_status_workload_insights_top_contributor,networkflowmonitor.query_status_workload_insights_top_contributor,networkflowmonitor,,,,,,/,false,false,none,none,artifact,
networkflowmonitor.query_status_workload_insights_top_contributors_data,networkflowmonitor.query_status_workload_insights_top_contributors_data,networkflowmonitor,,,,,,/,false,false,none,none,artifact,
networkflowmonitor.tags_for_resource,networkflowmonitor.tags_for_resource,networkflowmonitor,,,,,,/,false,false,none,none,artifact,
networkmanager.core_network_routing_information,networkmanager.core_network_routing_information,networkmanager,,,,,,/,false,false,none,none,artifact,
networkmanager.tags_for_resource,networkmanager.tags_for_resource,networkmanager,,,,,,/,false,false,none,none,artifact,
networkmonitor.tags_for_resource,networkmonitor.tags_for_resource,networkmonitor,,,,,,/,false,false,none,none,artifact,
notifications.managed_notification_account_contact_association,notifications.managed_notification_account_contact_association,notifications,ManagedNotificationConfigurationArn,,,,,/,false,false,none,none,artifact,
notifications.managed_notification_additional_channel_association,notifications.managed_notification_additional_channel_association,notifications,ChannelArn,,,,,/,false,false,none,none,artifact,
notifications.member_account,notifications.member_account,notifications,,,,,,/,false,false,none,none,artifact,
notifications.notifications_access_for_organization,notifications.notifications_access_for_organization,notifications,,,,,,/,false,false,none,none,artifact,
notifications.organizational_unit_association,notifications.organizational_unit_association,notifications,NotificationConfigurationArn,,,,,/,false,false,none,none,artifact,
notifications.tags_for_resource,notifications.tags_for_resource,notifications,,,,,,/,false,false,none,none,artifact,
notificationscontacts.tags_for_resource,notificationscontacts.tags_for_resource,notificationscontacts,,,,,,/,false,false,none,none,artifact,
novaact.workflow_definition,novaact.workflow_definition,novaact,Arn,,,Arn,,/,false,false,none,none,artifact,
oam.tags_for_resource,oam.tags_for_resource,oam,,,,,,/,false,false,none,none,artifact,
observabilityadmin.centralization_rule_for_organization,observabilityadmin.centralization_rule_for_organization,observabilityadmin,,,,,,/,false,false,none,none,artifact,
observabilityadmin.centralization_rules_for_organization,observabilityadmin.centralization_rules_for_organization,observabilityadmin,,,,,,/,false,false,none,none,artifact,
observabilityadmin.organization_centralization_rule,observabilityadmin.organization_centralization_rule,observabilityadmin,RuleArn,,,RuleArn,,/,false,false,none,none,artifact,
observabilityadmin.organization_telemetry_rule,observabilityadmin.organization_telemetry_rule,observabilityadmin,RuleArn,,,RuleArn,,/,false,false,none,none,artifact,
observabilityadmin.resource_telemetry,observabilityadmin.resource_telemetry,observabilityadmin,,,,,,/,false,false,none,none,artifact,
observabilityadmin.resource_telemetry_for_organization,observabilityadmin.resource_telemetry_for_organization,observabilityadmin,,,,,,/,false,false,none,none,artifact,
observabilityadmin.s3_table_integration,observabilityadmin.s3_table_integration,observabilityadmin,Arn,,,Arn,,/,false,false,none,none,artifact,
observabilityadmin.tags_for_resource,observabilityadmin.tags_for_resource,observabilityadmin,,,,,,/,false,false,none,none,artifact,
observabilityadmin.telemetry_enrichment,observabilityadmin.telemetry_enrichment,observabilityadmin,Scope,,,,,/,false,false,none,none,artifact,
observabilityadmin.telemetry_enrichment_status,observabilityadmin.telemetry_enrichment_status,observabilityadmin,,,,,,/,false,false,none,none,artifact,
observabilityadmin.telemetry_evaluation_status,observabilityadmin.telemetry_evaluation_status,observabilityadmin,,,,,,/,false,false,none,none,artifact,
observabilityadmin.telemetry_evaluation_status_for_organization,observabilityadmin.telemetry_evaluation_status_for_organization,observabilityadmin,,,,,,/,false,false,none,none,artifact,
observabilityadmin.telemetry_pipelines,observabilityadmin.telemetry_pipelines,observabilityadmin,PipelineIdentifier,,,Arn,,/,false,false,none,none,artifact,
observabilityadmin.telemetry_rule_for_organization,observabilityadmin.telemetry_rule_for_organization,observabilityadmin,,,,,,/,false,false,none,none,artifact,
observabilityadmin.telemetry_rules_for_organization,observabilityadmin.telemetry_rules_for_organization,observabilityadmin,,,,,,/,false,false,none,none,artifact,
odb.cloud_exadata_infrastructure_unallocated_resource,odb.cloud_exadata_infrastructure_unallocated_resource,odb,,,,,,/,false,false,none,none,artifact,
odb.gi_version,odb.gi_version,odb,,,,,,/,false,false,none,none,artifact,
odb.oci_onboarding_status,odb.oci_onboarding_status,odb,,,,,,/,false,false,none,none,artifact,
odb.system_version,odb.system_version,odb,,,,,,/,false,false,none,none,artifact,
odb.tags_for_resource,odb.tags_for_resource,odb,,,,,,/,false,false,none,none,artifact,
omics.configuration,omics.configuration,omics,Name,,,Arn,,/,false,false,none,none,artifact,
omics.read_set_metadata,omics.read_set_metadata,omics,arn,,,,,/,false,false,none,none,artifact,
omics.reference_metadata,omics.reference_metadata,omics,arn,,,,,/,false,false,none,none,artifact,
omics.s3_access_policy,omics.s3_access_policy,omics,,,,,,/,false,false,none,none,artifact,
omics.tags_for_resource,omics.tags_for_resource,omics,,,,,,/,false,false,none,none,artifact,
opensearch.default_application_setting,opensearch.default_application_setting,opensearch,,,,,,/,false,false,none,none,artifact,
opensearch.direct_query_data_source,opensearch.direct_query_data_source,opensearch,,,,,,/,false,false,none,none,artifact,
opensearch.domain_name,opensearch.domain_name,opensearch,,,,,,/,false,false,none,none,artifact,
opensearchserverless.account_setting,opensearchserverless.account_setting,opensearchserverless,,,,,,/,false,false,none,none,artifact,
opensearchserverless.collection_group,opensearchserverless.collection_group,opensearchserverless,Id,,,Arn,,/,false,false,none,none,artifact,
opensearchserverless.collection_index,opensearchserverless.collection_index,opensearchserverless,Id,,,,,/,false,false,none,none,artifact,
opensearchserverless.tags_for_resource,opensearchserverless.tags_for_resource,opensearchserverless,,,,,,/,false,false,none,none,artifact,
opensearchservice.application,opensearchservice.application,opensearchservice,Name,,,Arn,,/,false,false,none,none,artifact,
opensearchservice.domain,opensearchservice.domain,opensearchservice,DomainName,,,Arn,,/,false,false,none,none,artifact,
opswork-stack,opsworks.opswork_stack,opsworks,StackId,Name,,Arn,,/,false,false,none,none,artifact,
opswork-cm,opsworkscm.opswork_cm,opsworkscm,ServerName,ServerName,,ServerArn,,/,false,false,none,none,artifact,
org-unit,organizations.org_unit,organizations,Id,Name,,Arn,ou,/,true,false,none,none,artifact,
organizations.organizational_unit,organizations.organizational_unit,organizations,Id,,,Arn,,/,false,false,none,none,artifact,
osis.pipeline_endpoint,osis.pipeline_endpoint,osis,,,,,,/,false,false,none,none,artifact,
osis.pipeline_endpoint_connection,osis.pipeline_endpoint_connection,osis,,,,,,/,false,false,none,none,artifact,
osis.resource_policy,osis.resource_policy,osis,,,,,,/,false,false,none,none,artifact,
osis.tags_for_resource,osis.tags_for_resource,osis,,,,,,/,false,false,none,none,artifact,
outposts.asset_instance,outposts.asset_instance,outposts,,,,,,/,false,false,none,none,artifact,
outposts.blocking_instances_for_capacity_task,outposts.blocking_instances_for_capacity_task,outposts,,,,,,/,false,false,none,none,artifact,
outposts.outpost_billing_information,outposts.outpost_billing_information,outposts,,,,,,/,false,false,none,none,artifact,
outposts.outpost_instance_type,outposts.outpost_instance_type,outposts,,,,,,/,false,false,none,none,artifact,
outposts.outpost_supported_instance_type,outposts.outpost_supported_instance_type,outposts,,,,,,/,false,false,none,none,artifact,
outposts.tags_for_resource,outposts.tags_for_resource,outposts,,,,,,/,false,false,none,none,artifact,
panorama.devices_job,panorama.devices_job,panorama,,,,,,/,false,false,none,none,artifact,
panorama.tags_for_resource,panorama.tags_for_resource,panorama,,,,,,/,false,false,none,none,artifact,
parameterstore.ops_metadata,parameterstore.ops_metadata,parameterstore,OpsMetadataArn,,,,,/,false,false,none,none,artifact,
partnercentral-channel.tags_for_resource,partnercentral-channel.tags_for_resource,partnercentral-channel,,,,,,/,false,false,none,none,artifact,
partnercentral-selling.aws_opportunity_summary,partnercentral-selling.aws_opportunity_summary,partnercentral-selling,,,,,,/,false,false,none,none,artifact,
partnercentral-selling.engagement_by_accepting_invitation_task,partnercentral-selling.engagement_by_accepting_invitation_task,partnercentral-selling,,,,,,/,false,false,none,none,artifact,
partnercentral-selling.engagement_from_opportunity_task,partnercentral-selling.engagement_from_opportunity_task,partnercentral-selling,,,,,,/,false,false,none,none,artifact,
partnercentral-selling.engagement_member,partnercentral-selling.engagement_member,partnercentral-selling,,,,,,/,false,false,none,none,artifact,
partnercentral-selling.selling_system_setting,partnercentral-selling.selling_system_setting,partnercentral-selling,,,,,,/,false,false,none,none,artifact,
partnercentral-selling.tags_for_resource,partnercentral-selling.tags_for_resource,partnercentral-selling,,,,,,/,false,false,none,none,artifact,
payment-cryptography.certificate_signing_request,payment-cryptography.certificate_signing_request,payment-cryptography,,,,,,/,false,false,none,none,artifact,
payment-cryptography.default_key_replication_region,payment-cryptography.default_key_replication_region,payment-cryptography,,,,,,/,false,false,none,none,artifact,
payment-cryptography.tags_for_resource,payment-cryptography.tags_for_resource,payment-cryptography,,,,,,/,false,false,none,none,artifact,
payment-cryptography.alias,payment-cryptography.alias,paymentcryptography,AliasName,,,,,/,false,false,none,none,artifact,
payment-cryptography.key,payment-cryptography.key,paymentcryptography,KeyIdentifier,,,,,/,false,false,none,none,artifact,
pca-connector-ad.tags_for_resource,pca-connector-ad.tags_for_resource,pca-connector-ad,,,,,,/,false,false,none,none,artifact,
pca-connector-scep.challenge_metadata,pca-connector-scep.challenge_metadata,pca-connector-scep,Arn,,,,,/,false,false,none,none,artifact,
pca-connector-scep.challenge_password,pca-connector-scep.challenge_password,pca-connector-scep,,,,,,/,false,false,none,none,artifact,
pca-connector-scep.tags_for_resource,pca-connector-scep.tags_for_resource,pca-connector-scep,,,,,,/,false,false,none,none,artifact,
pca-connector-ad.connector,pca-connector-ad.connector,pcaconnectorad,ConnectorArn,,,ConnectorArn,,/,false,false,none,none,artifact,
pca-connector-ad.directory_registration,pca-connector-ad.directory_registration,pcaconnectorad,DirectoryRegistrationArn,,,DirectoryRegistrationArn,,/,false,false,none,none,artifact,
pca-connector-ad.service_principal_name,pca-connector-ad.service_principal_name,pcaconnectorad,ConnectorArn,,,,,/,false,false,none,none,artifact,
pca-connector-ad.template,pca-connector-ad.template,pcaconnectorad,TemplateArn,,,TemplateArn,,/,false,false,none,none,artifact,
pca-connector-ad.template_group_access_control_entry,pca-connector-ad.template_group_access_control_entry,pcaconnectorad,GroupSecurityIdentifier,,,,,/,false,false,none,none,artifact,
pca-connector-scep.challenge,pca-connector-scep.challenge,pcaconnectorscep,ChallengeArn,,,ChallengeArn,,/,false,false,none,none,artifact,
pca-connector-scep.connector,pca-connector-scep.connector,pcaconnectorscep,ConnectorArn,,,ConnectorArn,,/,false,false,none,none,artifact,
pcs.tags_for_resource,pcs.tags_for_resource,pcs,,,,,,/,false,false,none,none,artifact,
personalize.metric_attribution_metric,personalize.metric_attribution_metric,personalize,,,,,,/,false,false,none,none,artifact,
personalize.recipe,personalize.recipe,personalize,recipeArn,,,recipeArn,,/,false,false,none,none,artifact,
personalize.tags_for_resource,personalize.tags_for_resource,personalize,,,,,,/,false,false,none,none,artifact,
personalize-runtime.action_recommendation,personalize-runtime.action_recommendation,personalize-runtime,,,,,,/,false,false,none,none,artifact,
personalize-runtime.recommendation,personalize-runtime.recommendation,personalize-runtime,recommendationId,,,,,/,false,false,none,none,artifact,
pi.available_resource_dimension,pi.available_resource_dimension,pi,,,,,,/,false,false,none,none,artifact,
pi.available_resource_metric,pi.available_resource_metric,pi,,,,,,/,false,false,none,none,artifact,
pi.performance_analysis_report,pi.performance_analysis_report,pi,Identifier,,,,,/,false,false,none,none,artifact,
pi.resource_metadata,pi.resource_metadata,pi,Identifier,,,,,/,false,false,none,none,artifact,
pi.tags_for_resource,pi.tags_for_resource,pi,,,,,,/,false,false,none,none,artifact,
pinpoint.tags_for_resource,pinpoint.tags_for_resource,pinpoint,,,,,,/,false,false,none,none,artifact,
pinpoint-email.blacklist_report,pinpoint-email.blacklist_report,pinpoint-email,,,,,,/,false,false,none,none,artifact,
pinpoint-email.deliverability_dashboard_option,pinpoint-email.deliverability_dashboard_option,pinpoint-email,,,,,,/,false,false,none,none,artifact,
pinpoint-email.deliverability_test_report,pinpoint-email.deliverability_test_report,pinpoint-email,,,,,,/,false,false,none,none,artifact,
pinpoint-email.domain_statistics_report,pinpoint-email.domain_statistics_report,pinpoint-email,,,,,,/,false,false,none,none,artifact,
pinpoint-email.tags_for_resource,pinpoint-email.tags_for_resource,pinpoint-email,,,,,,/,false,false,none,none,artifact,
pinpoint-sms-voice.configuration_set,pinpoint-sms-voice.configuration_set,pinpoint-sms-voice,,,,,,/,false,false,none,none,artifact,
pinpoint-sms-voice-v2.account_attribute,pinpoint-sms-voice-v2.account_attribute,pinpoint-sms-voice-v2,Name,,,,,/,false,false,none,none,artifact,
pinpoint-sms-voice-v2.account_limit,pinpoint-sms-voice-v2.account_limit,pinpoint-sms-voice-v2,Name,,,,,/,false,false,none,none,artifact,
pinpoint-sms-voice-v2.protect_configuration_country_rule_set,pinpoint-sms-voice-v2.protect_configuration_country_rule_set,pinpoint-sms-voice-v2,,,,,,/,false,false,none,none,artifact,
pinpoint-sms-voice-v2.protect_configuration_rule_set_number_override,pinpoint-sms-voice-v2.protect_configuration_rule_set_number_override,pinpoint-sms-voice-v2,,,,,,/,false,false,none,none,artifact,
pinpoint-sms-voice-v2.registration_type_definition,pinpoint-sms-voice-v2.registration_type_definition,pinpoint-sms-voice-v2,,,,,,/,false,false,none,none,artifact,
pinpoint-sms-voice-v2.resource_policy,pinpoint-sms-voice-v2.resource_policy,pinpoint-sms-voice-v2,,,,,,/,false,false,none,none,artifact,
pinpoint-sms-voice-v2.spend_limit,pinpoint-sms-voice-v2.spend_limit,pinpoint-sms-voice-v2,Name,,,,,/,false,false,none,none,artifact,
pinpoint-sms-voice-v2.tags_for_resource,pinpoint-sms-voice-v2.tags_for_resource,pinpoint-sms-voice-v2,,,,,,/,false,false,none,none,artifact,
pinpoint-email.dedicated_ip_pool,pinpoint-email.dedicated_ip_pool,pinpointemail,Id,,,,,/,false,false,none,none,artifact,
pinpoint-email.identity,pinpoint-email.identity,pinpointemail,Id,,,,,/,false,false,none,none,artifact,
pipes.tags_for_resource,pipes.tags_for_resource,pipes,,,,,,/,false,false,none,none,artifact,
polly.speech_synthesis_task,polly.speech_synthesis_task,polly,,,,,,/,false,false,none,none,artifact,
polly.voice,polly.voice,polly,Id,,,,voice,/,false,false,none,none,artifact,
pricing.service,pricing.service,pricing,,,,,,/,false,false,none,none,artifact,
proton.account_setting,proton.account_setting,proton,arn,,,,,/,false,false,none,none,artifact,
proton.resources_summary,proton.resources_summary,proton,,,,,,/,false,false,none,none,artifact,
proton.service_sync_blocker_summary,proton.service_sync_blocker_summary,proton,,,,,,/,false,false,none,none,artifact,
proton.tags_for_resource,proton.tags_for_resource,proton,,,,,,/,false,false,none,none,artifact,
qapps.q_app,qapps.q_app,qapps,,,,,,/,false,false,none,none,artifact,
qapps.q_app_permission,qapps.q_app_permission,qapps,,,,,,/,false,false,none,none,artifact,
qapps.q_app_session,qapps.q_app_session,qapps,,,,,,/,false,false,none,none,artifact,
qapps.q_app_session_data,qapps.q_app_session_data,qapps,,,,,,/,false,false,none,none,artifact,
qapps.q_app_session_metadata,qapps.q_app_session_metadata,qapps,,,,,,/,false,false,none,none,artifact,
qapps.tags_for_resource,qapps.tags_for_resource,qapps,,,,,,/,false,false,none,none,artifact,
qbusiness.chat_response_configuration,qbusiness.chat_response_configuration,qbusiness,,,,,,/,false,false,none,none,artifact,
qbusiness.document_content,qbusiness.document_content,qbusiness,,,,,,/,false,false,none,none,artifact,
qbusiness.media,qbusiness.media,qbusiness,,,,,,/,false,false,none,none,artifact,
qbusiness.permission,qbusiness.permission,qbusiness,ApplicationId,,,,,/,false,false,none,none,artifact,
qbusiness.plugin_action,qbusiness.plugin_action,qbusiness,,,,,,/,false,false,none,none,artifact,
qbusiness.plugin_type_action,qbusiness.plugin_type_action,qbusiness,,,,,,/,false,false,none,none,artifact,
qbusiness.plugin_type_metadata,qbusiness.plugin_type_metadata,qbusiness,,,,,,/,false,false,none,none,artifact,
qbusiness.policy,qbusiness.policy,qbusiness,,,,,,/,false,false,none,none,artifact,
qbusiness.search_relevant_content,qbusiness.search_relevant_content,qbusiness,,,,,,/,false,false,none,none,artifact,
qbusiness.tags_for_resource,qbusiness.tags_for_resource,qbusiness,,,,,,/,false,false,none,none,artifact,
qconnect.ai_agent_version,qconnect.ai_agent_version,qconnect,,,,,,/,false,false,none,none,artifact,
qconnect.ai_guardrail_version,qconnect.ai_guardrail_version,qconnect,,,,,,/,false,false,none,none,artifact,
qconnect.ai_prompt_version,qconnect.ai_prompt_version,qconnect,,,,,,/,false,false,none,none,artifact,
qconnect.content_summary,qconnect.content_summary,qconnect,name,,,,,/,false,false,none,none,artifact,
qconnect.knowledge_bas,qconnect.knowledge_bas,qconnect,,,,,,/,false,false,none,none,artifact,
qconnect.message_template_version,qconnect.message_template_version,qconnect,,,,,,/,false,false,none,none,artifact,
qconnect.next_message,qconnect.next_message,qconnect,,,,,,/,false,false,none,none,artifact,
qconnect.recommendation,qconnect.recommendation,qconnect,recommendationId,,,,,/,false,false,none,none,artifact,
qconnect.search_message_template,qconnect.search_message_template,qconnect,,,,,,/,false,false,none,none,artifact,
qconnect.tags_for_resource,qconnect.tags_for_resource,qconnect,,,,,,/,false,false,none,none,artifact,
qldb.stream,qldb.stream,qldb,LedgerName,,,Arn,,/,false,false,none,none,artifact,
quicksight.account_setting,quicksight.account_setting,quicksight,,,,,,/,false,false,none,none,artifact,
quicksight.action_connector,quicksight.action_connector,quicksight,ActionConnectorId,,,Arn,,/,false,false,none,none,artifact,
quicksight.action_connector_permission,quicksight.action_connector_permission,quicksight,,,,,,/,false,false,none,none,artifact,
