key,service,resource_name,cfn_type,c7n_name,spec_resource_type,discovery_id,operation,items_for,hops,collectable,id_field,id_field_source,cfn_primary_id,arn_field,arn_type,arn_separator,id_prefix,global_resource,taggable,inspectable,sources,asset_class,identity_rule,parent_params,arn_strategy,arn_quality,tier,name_field
datazone.search_group_profile,datazone,search_group_profile,,,,aws.datazone.search_group_profiles,search_group_profiles,{{ response.items }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,groupType",synthetic,synthetic,secondary,
datazone.search_listing,datazone,search_listing,,,,aws.datazone.search_listings,search_listings,{{ response.aggregates }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,domainIdentifier,synthetic,synthetic,secondary,
datazone.search_type,datazone,search_type,,,,aws.datazone.search_types,search_types,{{ response.items }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,managed,searchScope",synthetic,synthetic,secondary,
datazone.search_user_profile,datazone,search_user_profile,,,,aws.datazone.search_user_profiles,search_user_profiles,{{ response.items }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,userType",synthetic,synthetic,secondary,
datazone.subscription,datazone,subscription,,,,aws.datazone.get_subscription,get_subscription,,0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.subscription_grant,datazone,subscription_grant,,,,aws.datazone.get_subscription_grant,get_subscription_grant,{{ response.assets }},0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.subscription_request,datazone,subscription_request,,,,aws.datazone.list_subscription_requests,list_subscription_requests,{{ response.items }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,domainIdentifier,synthetic,synthetic,secondary,
datazone.subscription_request_detail,datazone,subscription_request_detail,,,,aws.datazone.get_subscription_request_details,get_subscription_request_details,{{ response.metadataForms }},0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.subscription_target,datazone,SubscriptionTarget,AWS::DataZone::SubscriptionTarget,,,aws.datazone.list_subscription_targets,list_subscription_targets,{{ response.items }},0,yes,DomainId,cfn,"DomainId,EnvironmentId,Id",,,,,,no,yes,cfn+spec,child,parent_chain,"domainIdentifier,environmentIdentifier",parent,derived,secondary,
datazone.user_profile,datazone,UserProfile,AWS::DataZone::UserProfile,,,aws.datazone.get_user_profile,get_user_profile,,0,yes,DomainId,cfn,"DomainId,Id",,,,,,no,yes,cfn+spec,child,parent_chain,"domainIdentifier,userIdentifier",parent,derived,secondary,
dax.parameter,dax,parameter,,,,aws.dax.describe_parameters,describe_parameters,{{ response.Parameters }},1,yes,ParameterName,spec-qualified,,,,,,,,yes,spec,child,parent_chain,ParameterGroupName,parent,derived,secondary,
detective.member,detective,member,,,,aws.detective.list_members,list_members,{{ response.MemberDetails }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,GraphArn,synthetic,synthetic,secondary,
devicefarm.offering_status,devicefarm,offering_statu,,,,aws.devicefarm.get_offering_status,get_offering_status,,0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
devicefarm.test_grid_session_action,devicefarm,test_grid_session_action,,,,aws.devicefarm.list_test_grid_session_actions,list_test_grid_session_actions,{{ response.actions }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,sessionArn,synthetic,synthetic,secondary,
devicefarm.test_grid_session_artifact,devicefarm,test_grid_session_artifact,,,,aws.devicefarm.list_test_grid_session_artifacts,list_test_grid_session_artifacts,{{ response.artifacts }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,sessionArn,synthetic,synthetic,secondary,
devicefarm.unique_problem,devicefarm,unique_problem,,,,aws.devicefarm.list_unique_problems,list_unique_problems,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,arn,synthetic,synthetic,secondary,
devicefarm.vpce_configuration,devicefarm,vpce_configuration,,,,aws.devicefarm.get_vpce_configuration,get_vpce_configuration,,1,yes,vpceConfigurationName,spec-qualified,,,,,,,,yes,spec,child,parent_chain,arn,parent,derived,secondary,
devops-guru.account_health,devops-guru,account_health,,,,aws.devops-guru.describe_account_health,describe_account_health,,0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
devops-guru.account_overview,devops-guru,account_overview,,,,aws.devops-guru.describe_account_overview,describe_account_overview,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,FromTime,synthetic,synthetic,secondary,
devops-guru.anomalous_log_group,devops-guru,anomalous_log_group,,,,aws.devops-guru.list_anomalous_log_groups,list_anomalous_log_groups,{{ response.AnomalousLogGroups }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,InsightId,synthetic,synthetic,secondary,
devops-guru.event,devops-guru,event,,,,aws.devops-guru.list_events,list_events,{{ response.Events }},0,yes,,,,,,,,,,yes,spec,asset,own_id,,synthetic,synthetic,secondary,
devops-guru.event_sources_config,devops-guru,event_sources_config,,,,aws.devops-guru.describe_event_sources_config,describe_event_sources_config,{{ response.EventSources }},0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
devops-guru.feedback,devops-guru,feedback,,,,aws.devops-guru.describe_feedback,describe_feedback,,0,yes,Id,spec-bare,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
devops-guru.organization_health,devops-guru,organization_health,,,,aws.devops-guru.describe_organization_health,describe_organization_health,,0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
devops-guru.organization_overview,devops-guru,organization_overview,,,,aws.devops-guru.describe_organization_overview,describe_organization_overview,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,FromTime,synthetic,synthetic,secondary,
devops-guru.organization_resource_collection_health,devops-guru,organization_resource_collection_health,,,,aws.devops-guru.describe_organization_resource_collection_health,describe_organization_resource_collection_health,{{ response.CloudFormation }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,OrganizationResourceCollectionType,synthetic,synthetic,secondary,
devops-guru.resource_collection_health,devops-guru,resource_collection_health,,,,aws.devops-guru.describe_resource_collection_health,describe_resource_collection_health,{{ response.CloudFormation }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,ResourceCollectionType,synthetic,synthetic,secondary,
devops-guru.service_integration,devops-guru,service_integration,,,,aws.devops-guru.describe_service_integration,describe_service_integration,{{ response.ServiceIntegration }},0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
discovery.batch_delete_configuration_task,discovery,batch_delete_configuration_task,,,,aws.discovery.describe_batch_delete_configuration_task,describe_batch_delete_configuration_task,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,taskId,synthetic,synthetic,secondary,
discovery.configuration,discovery,configuration,,,,aws.discovery.describe_configurations,describe_configurations,{{ response.configurations }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,configurationIds,synthetic,synthetic,secondary,
discovery.server_neighbor,discovery,server_neighbor,,,,aws.discovery.list_server_neighbors,list_server_neighbors,{{ response.neighbors }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,configurationId,synthetic,synthetic,secondary,
docdb-elastic.cluster_snapshot,docdb-elastic,cluster_snapshot,,,,aws.docdb-elastic.get_cluster_snapshot,get_cluster_snapshot,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,snapshotArn,synthetic,synthetic,secondary,
ds.certificate,ds,certificate,,,,aws.ds.describe_certificate,describe_certificate,,1,yes,CertificateId,spec-qualified,,,,,,,,yes,spec,child,parent_chain,"CertificateId,DirectoryId",parent,derived,secondary,
ds.client_authentication_setting,ds,client_authentication_setting,,,,aws.ds.describe_client_authentication_settings,describe_client_authentication_settings,{{ response.ClientAuthenticationSettingsInfo }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,DirectoryId,synthetic,synthetic,secondary,
ds.conditional_forwarder,ds,conditional_forwarder,,,,aws.ds.describe_conditional_forwarders,describe_conditional_forwarders,{{ response.ConditionalForwarders }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,DirectoryId,synthetic,synthetic,secondary,
ds.domain_controller,ds,domain_controller,,,,aws.ds.describe_domain_controllers,describe_domain_controllers,{{ response.DomainControllers }},1,yes,DomainControllerId,spec-qualified,,,,,,,,yes,spec,child,parent_chain,DirectoryId,parent,derived,secondary,
ds.ip_route,ds,ip_route,,,,aws.ds.list_ip_routes,list_ip_routes,{{ response.IpRoutesInfo }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,DirectoryId,synthetic,synthetic,secondary,
ds.ldaps_setting,ds,ldaps_setting,,,,aws.ds.describe_ldaps_settings,describe_ldaps_settings,{{ response.LDAPSSettingsInfo }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,DirectoryId,synthetic,synthetic,secondary,
ds.region,ds,region,,,,aws.ds.describe_regions,describe_regions,{{ response.RegionsDescription }},1,yes,RegionName,spec-qualified,,,,,,,,yes,spec,child,parent_chain,DirectoryId,parent,derived,secondary,
ds.schema_extension,ds,schema_extension,,,,aws.ds.list_schema_extensions,list_schema_extensions,{{ response.SchemaExtensionsInfo }},1,yes,SchemaExtensionId,spec-qualified,,,,,,,,yes,spec,child,parent_chain,DirectoryId,parent,derived,secondary,
ds.setting,ds,setting,,,,aws.ds.describe_settings,describe_settings,{{ response.SettingEntries }},1,yes,Name,spec-bare,,,,,,,,yes,spec,child,parent_chain,DirectoryId,parent,derived,secondary,
ds.shared_directory,ds,shared_directory,,,,aws.ds.describe_shared_directories,describe_shared_directories,{{ response.SharedDirectories }},0,yes,SharedDirectoryId,spec-qualified,,,,,,,,yes,spec,child,parent_chain,OwnerDirectoryId,parent,derived,secondary,
ds.update_directory,ds,update_directory,,,,aws.ds.describe_update_directory,describe_update_directory,{{ response.UpdateActivities }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"DirectoryId,UpdateType",synthetic,synthetic,secondary,
dynamodb.continuous_backup,dynamodb,continuous_backup,,,,aws.dynamodb.describe_continuous_backups,describe_continuous_backups,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,TableName,synthetic,synthetic,secondary,
dynamodb.table_replica_auto_scaling,dynamodb,table_replica_auto_scaling,,,,aws.dynamodb.describe_table_replica_auto_scaling,describe_table_replica_auto_scaling,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,TableName,synthetic,synthetic,secondary,
dynamodbstreams.record,dynamodbstreams,record,,,,aws.dynamodbstreams.get_records,get_records,{{ response.Records }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,ShardIterator,synthetic,synthetic,secondary,
dynamodbstreams.shard_iterator,dynamodbstreams,shard_iterator,,,,aws.dynamodbstreams.get_shard_iterator,get_shard_iterator,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,"ShardId,ShardIteratorType,StreamArn",synthetic,synthetic,secondary,
ec2.ebs_encryption_by_default,ec2,ebs_encryption_by_default,,,ec2_ebs_encryption_by_default,aws.ec2.get_ebs_encryption_by_default,get_ebs_encryption_by_default,{{ response.EbsEncryptionByDefault }},0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
ec2.iam_instance_profile_association,ec2,iam_instance_profile_association,,,ec2_iam_instance_profile_association,aws.ec2.describe_iam_instance_profile_associations,describe_iam_instance_profile_associations,{{ response.IamInstanceProfileAssociations }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,,synthetic,synthetic,secondary,
ec2.launch_template_data,ec2,launch_template_data,,,ec2_launch_template_data,aws.ec2.get_launch_template_data,get_launch_template_data,{{ response.Images }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,InstanceId,synthetic,synthetic,secondary,
ec2.serial_console_access_status,ec2,serial_console_access_statu,,,ec2_serial_console_access_status,aws.ec2.get_serial_console_access_status,get_serial_console_access_status,{{ response.SerialConsoleAccessEnabled }},0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
ecr.lifecycle_policy,ecr,lifecycle_policy,,,,aws.ecr.get_lifecycle_policy,get_lifecycle_policy,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,repositoryName,synthetic,synthetic,secondary,
ecr.registry,ecr,registry,,,,aws.ecr.describe_registry,describe_registry,,0,yes,registryId,spec-qualified,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
ecr.registry_policy,ecr,RegistryPolicy,AWS::ECR::RegistryPolicy,,,aws.ecr.get_registry_policy,get_registry_policy,,0,yes,RegistryId,cfn,RegistryId,,,,,,no,yes,cfn+botocore,singleton,account_region_type,,synthetic,synthetic,secondary,
ecr.registry_scanning_configuration,ecr,RegistryScanningConfiguration,AWS::ECR::RegistryScanningConfiguration,,,aws.ecr.get_registry_scanning_configuration,get_registry_scanning_configuration,,0,yes,RegistryId,cfn,RegistryId,,,,,,no,yes,cfn+spec,singleton,account_region_type,,synthetic,synthetic,secondary,
ecr.repository_policy,ecr,repository_policy,,,,aws.ecr.get_repository_policy,get_repository_policy,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,repositoryName,synthetic,synthetic,secondary,
ecr-public.authorization_token,ecr-public,authorization_token,,,,aws.ecr-public.get_authorization_token,get_authorization_token,,0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
ecr-public.image,ecr-public,image,,,,aws.ecr-public.describe_images,describe_images,{{ response.imageDetails }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,repositoryName,synthetic,synthetic,secondary,
ecr-public.registry_catalog_data,ecr-public,registry_catalog_data,,,,aws.ecr-public.get_registry_catalog_data,get_registry_catalog_data,,0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
ecr-public.repository_catalog_data,ecr-public,repository_catalog_data,,,,aws.ecr-public.get_repository_catalog_data,get_repository_catalog_data,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,repositoryName,synthetic,synthetic,secondary,
ecr-public.repository_policy,ecr-public,repository_policy,,,,aws.ecr-public.get_repository_policy,get_repository_policy,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,repositoryName,synthetic,synthetic,secondary,
efs.backup_policy,efs,backup_policy,,,,aws.efs.describe_backup_policy,describe_backup_policy,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,FileSystemId,synthetic,synthetic,secondary,
efs.file_system_policy,efs,file_system_policy,,,,aws.efs.describe_file_system_policy,describe_file_system_policy,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,FileSystemId,synthetic,synthetic,secondary,
efs.lifecycle_configuration,efs,lifecycle_configuration,,,,aws.efs.describe_lifecycle_configuration,describe_lifecycle_configuration,{{ response.LifecyclePolicies }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,FileSystemId,synthetic,synthetic,secondary,
elasticbeanstalk.configuration_setting,elasticbeanstalk,configuration_setting,,,,aws.elasticbeanstalk.describe_configuration_settings_for_environment,describe_configuration_settings,{{ response.ConfigurationSettings }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,ApplicationName,synthetic,synthetic,secondary,
elbv2.target_health,elbv2,target_health,,,,aws.elbv2.describe_target_health,describe_target_health,{{ response.TargetHealthDescriptions }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,TargetGroupArn,synthetic,synthetic,secondary,
emr.auto_termination_policy,emr,auto_termination_policy,,,,aws.emr.get_auto_termination_policy,get_auto_termination_policy,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,ClusterId,synthetic,synthetic,secondary,
emr.block_public_access_configuration,emr,block_public_access_configuration,,,,aws.emr.get_block_public_access_configuration,get_block_public_access_configuration,,0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
emr.cluster_session_credential,emr,cluster_session_credential,,,,aws.emr.get_cluster_session_credentials,get_cluster_session_credentials,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,ClusterId,synthetic,synthetic,secondary,
emr.managed_scaling_policy,emr,managed_scaling_policy,,,,aws.emr.get_managed_scaling_policy,get_managed_scaling_policy,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,ClusterId,synthetic,synthetic,secondary,
