provider,resource,service,id,name,date,arn,arn_type,arn_separator,config_type,cfn_type,enum_spec,detail_spec,parent_spec,id_prefix,dimension,global_resource,universal_taggable,default_report_fields,permissions_enum,permission_prefix,class_path
aws,event-rule-target,events,Id,Id,,False,event-rule-target,/,,,"[""list_targets_by_rule"",""Targets"",null]",,"[""event-rule"",""Rule"",true]",,,False,False,[],,,c7n.resources.cw.EventRuleTarget
aws,firehose,firehose,DeliveryStreamName,DeliveryStreamName,CreateTimestamp,,deliverystream,/,AWS::KinesisFirehose::DeliveryStream,AWS::KinesisFirehose::DeliveryStream,"[""list_delivery_streams"",""DeliveryStreamNames"",null]","[""describe_delivery_stream"",""DeliveryStreamName"",null,""DeliveryStreamDescription""]",,,DeliveryStreamName,False,<object object at 0x10c947d90>,[],,,c7n.resources.kinesis.DeliveryStream
aws,firewall,network-firewall,FirewallName,FirewallName,,FirewallArn,firewall,/,AWS::NetworkFirewall::Firewall,AWS::NetworkFirewall::Firewall,"[""list_firewalls"",""Firewalls"",null]","[""describe_firewall"",""FirewallArn"",""FirewallArn"",""""]",,,,False,<object object at 0x10c947ae0>,[],,,c7n.resources.firewall.NetworkFirewall
aws,fis-experiment,fis,id,id,creationTime,,experiment,/,,,"[""list_experiments"",""experiments"",null]","[""get_experiment"",""id"",""id"",""experiment""]",,,,False,False,[],,,c7n.resources.fis.Experiment
aws,fis-template,fis,id,id,creationTime,,experiment-template,/,AWS::FIS::ExperimentTemplate,AWS::FIS::ExperimentTemplate,"[""list_experiment_templates"",""experimentTemplates"",null]","[""get_experiment_template"",""id"",""id"",""experimentTemplate""]",,,,False,False,[],,,c7n.resources.fis.ExperimentTemplate
aws,flow-log,ec2,FlowLogId,FlowLogId,,,vpc-flow-log,/,AWS::EC2::FlowLog,AWS::EC2::FlowLog,"[""describe_flow_logs"",""FlowLogs"",null]",,,fl-,,False,False,[],,,c7n.resources.vpc.FlowLog
aws,fsx,fsx,FileSystemId,FileSystemId,CreationTime,ResourceARN,,/,,AWS::FSx::FileSystem,"[""describe_file_systems"",""FileSystems"",null]",,,,,False,False,[],,,c7n.resources.fsx.FSx
aws,fsx-backup,fsx,BackupId,BackupId,CreationTime,ResourceARN,,/,,,"[""describe_backups"",""Backups"",null]",,,,,False,False,[],,,c7n.resources.fsx.FSxBackup
aws,gamelift-build,gamelift,BuildId,Name,CreationTime,False,,/,,AWS::GameLift::Build,"[""list_builds"",""Builds"",null]",,,,,False,False,[],,,c7n.resources.gamelift.GameLiftBuild
aws,gamelift-fleet,gamelift,FleetId,Name,CreationTime,FleetArn,,/,,AWS::GameLift::Fleet,"[""list_fleets"",""FleetIds"",null]",,,,,False,False,[],,,c7n.resources.gamelift.GameLiftFleet
aws,glacier,glacier,VaultName,VaultName,,VaultARN,vaults,/,,,"[""list_vaults"",""VaultList"",null]",,,,,False,True,[],,,c7n.resources.glacier.Glacier
aws,glue-catalog,glue,CatalogId,CatalogId,,,catalog,/,,AWS::Glue::DataCatalogEncryptionSettings,,,,,,False,False,[],,,c7n.resources.glue.GlueDataCatalog
aws,glue-classifier,glue,Name,Name,CreationTime,,classifier,/,AWS::Glue::Classifier,AWS::Glue::Classifier,"[""get_classifiers"",""Classifiers"",null]",,,,,False,False,[],,,c7n.resources.glue.GlueClassifier
aws,glue-connection,glue,Name,Name,CreationTime,,connection,/,,AWS::Glue::Connection,"[""get_connections"",""ConnectionList"",{""HidePassword"":true}]",,,,,False,<object object at 0x10c947b80>,[],,,c7n.resources.glue.GlueConnection
aws,glue-crawler,glue,Name,Name,CreatedOn,,crawler,/,,AWS::Glue::Crawler,"[""get_crawlers"",""Crawlers"",null]",,,,,False,True,[],,,c7n.resources.glue.GlueCrawler
aws,glue-database,glue,Name,Name,CreatedOn,,database,/,,AWS::Glue::Database,"[""get_databases"",""DatabaseList"",null]",,,,,False,False,[],,,c7n.resources.glue.GlueDatabase
aws,glue-dev-endpoint,glue,EndpointName,EndpointName,CreatedTimestamp,,devEndpoint,/,,AWS::Glue::DevEndpoint,"[""get_dev_endpoints"",""DevEndpoints"",null]",,,,,False,True,[],,,c7n.resources.glue.GlueDevEndpoint
aws,glue-job,glue,Name,Name,CreatedOn,,job,/,,AWS::Glue::Job,"[""get_jobs"",""Jobs"",null]",,,,,False,True,[],,,c7n.resources.glue.GlueJob
aws,glue-ml-transform,glue,TransformId,Name,,,mlTransform,/,AWS::Glue::MLTransform,AWS::Glue::MLTransform,"[""get_ml_transforms"",""Transforms"",null]",,,,,False,<object object at 0x10c947c20>,[],,,c7n.resources.glue.GlueMLTransform
aws,glue-security-configuration,glue,Name,Name,CreatedTimeStamp,,securityConfiguration,/,,AWS::Glue::SecurityConfiguration,"[""get_security_configurations"",""SecurityConfigurations"",null]",,,,,False,False,[],,,c7n.resources.glue.GlueSecurityConfiguration
aws,glue-table,glue,Name,Name,CreatedOn,,table,/,,,"[""get_tables"",""TableList"",null]",,"[""glue-database"",""DatabaseName"",null]",,,False,False,[],,,c7n.resources.glue.GlueTable
aws,glue-trigger,glue,Name,Name,,,trigger,/,,AWS::Glue::Trigger,"[""get_triggers"",""Triggers"",null]",,,,,False,<object object at 0x10c947c70>,[],,,c7n.resources.glue.GlueTrigger
aws,glue-workflow,glue,Name,Name,,,workflow,/,,AWS::Glue::Workflow,"[""list_workflows"",""Workflows"",null]","[""get_workflow"",""Name"",null,""Workflow""]",,,,False,<object object at 0x10c947c90>,[],,,c7n.resources.glue.GlueWorkflow
aws,graphql-api,appsync,apiId,name,,arn,apis,/,,AWS::AppSync::GraphQLApi,"[""list_graphql_apis"",""graphqlApis"",{""maxResults"":25}]",,,,,False,True,[],,,c7n.resources.appsync.GraphQLApi
aws,guardduty-finding,guardduty,AccountId,Description,,Arn,finding,/,,,"[""list_findings"",""FindingIds"",null]",,,,,False,False,[],,,c7n.resources.guardduty.GuarddutyFinding
aws,health-event,health,arn,eventTypeCode,startTime,arn,event,/,,,"[""describe_events"",""events"",null]",,,,,True,False,[],,,c7n.resources.health.HealthEvents
aws,healthcheck,route53,Id,Id,,,healthcheck,/,,AWS::Route53::HealthCheck,"[""list_health_checks"",""HealthChecks"",null]",,,,,True,True,[],,,c7n.resources.route53.HealthCheck
aws,hostedzone,route53,Id,Name,,,hostedzone,/,,AWS::Route53::HostedZone,"[""list_hosted_zones"",""HostedZones"",null]",,,,,True,True,[],,,c7n.resources.route53.HostedZone
aws,hsm,cloudhsm,HsmArn,Name,,HsmArn,cluster,/,,,"[""list_hsms"",""HsmList"",null]","[""describe_hsm"",""HsmArn"",null,null]",,,,False,False,[],,,c7n.resources.hsm.CloudHSM
aws,hsm-client,cloudhsm,ClientArn,Label,,ClientArn,,/,,,"[""list_luna_clients"",""ClientList"",null]","[""describe_luna_client"",""ClientArn"",null,null]",,,,False,False,[],,,c7n.resources.hsm.HSMClient
aws,hsm-hapg,cloudhsm,HapgArn,HapgSerial,LastModifiedTimestamp,HapgArn,,/,,,"[""list_hapgs"",""HapgList"",null]","[""describe_hapg"",""HapgArn"",null,null]",,,,False,False,[],,,c7n.resources.hsm.PartitionGroup
aws,iam-certificate,iam,ServerCertificateName,ServerCertificateName,Expiration,,server-certificate,/,AWS::IAM::ServerCertificate,,"[""list_server_certificates"",""ServerCertificateMetadataList"",null]",,,,,True,False,[],,,c7n.resources.iam.ServerCertificate
aws,iam-group,iam,GroupName,GroupName,CreateDate,Arn,group,/,AWS::IAM::Group,AWS::IAM::Group,"[""list_groups"",""Groups"",null]",,,,,True,False,[],,,c7n.resources.iam.Group
aws,iam-oidc-provider,iam,Arn,Arn,,Arn,oidc-provider,/,,,"[""list_open_id_connect_providers"",""OpenIDConnectProviderList"",null]","[""get_open_id_connect_provider"",""OpenIDConnectProviderArn"",""Arn"",null]",,,,True,False,[],,,c7n.resources.iam.OpenIdProvider
aws,iam-policy,iam,PolicyId,PolicyName,CreateDate,Arn,policy,/,AWS::IAM::Policy,AWS::IAM::Policy,"[""list_policies"",""Policies"",{""Scope"":""Local""}]",,,,,True,<object object at 0x10c945b80>,[],,,c7n.resources.iam.Policy
aws,iam-profile,iam,InstanceProfileName,InstanceProfileName,CreateDate,Arn,instance-profile,/,,AWS::IAM::InstanceProfile,"[""list_instance_profiles"",""InstanceProfiles"",null]",,,,,True,False,[],,,c7n.resources.iam.InstanceProfile
aws,iam-role,iam,RoleName,RoleName,CreateDate,Arn,role,/,AWS::IAM::Role,AWS::IAM::Role,"[""list_roles"",""Roles"",null]","[""get_role"",""RoleName"",""RoleName"",""Role""]",,,,True,False,[],,,c7n.resources.iam.Role
aws,iam-saml-provider,iam,Arn,Arn,,Arn,saml-provider,/,AWS::IAM::SAMLProvider,,"[""list_saml_providers"",""SAMLProviderList"",null]","[""get_saml_provider"",""SAMLProviderArn"",""Arn"",null]",,,,True,False,[],,,c7n.resources.iam.SamlProvider
aws,iam-user,iam,UserName,UserName,CreateDate,Arn,user,/,AWS::IAM::User,AWS::IAM::User,"[""list_users"",""Users"",null]","[""get_user"",""UserName"",""UserName"",""User""]",,,,True,False,[],,,c7n.resources.iam.User
aws,identity-pool,cognito-identity,IdentityPoolId,IdentityPoolName,,,identitypool,/,,AWS::Cognito::IdentityPool,"[""list_identity_pools"",""IdentityPools"",{""MaxResults"":60}]","[""describe_identity_pool"",""IdentityPoolId"",""IdentityPoolId"",null]",,,,False,<object object at 0x10c946ee0>,[],,,c7n.resources.cognito.CognitoIdentityPool
aws,insight-rule,cloudwatch,Name,Name,,,insight-rule,/,,AWS::CloudWatch::InsightRule,"[""describe_insight_rules"",""InsightRules"",null]",,,,,False,<object object at 0x10c947080>,[],,,c7n.resources.cw.InsightRule
aws,inspector2-finding,inspector2,findingArn,title,,findingArn,finding,/,,,"[""list_findings"",""findings"",null]",,,,,False,False,[],,,c7n.resources.inspector2.Inspector2Finding
aws,internet-gateway,ec2,InternetGatewayId,InternetGatewayId,,,internet-gateway,/,AWS::EC2::InternetGateway,AWS::EC2::InternetGateway,"[""describe_internet_gateways"",""InternetGateways"",null]",,,igw-,,False,False,[],,,c7n.resources.vpc.InternetGateway
aws,iot,iot,thingName,thingName,,thingArn,,/,,AWS::IoT::Thing,"[""list_things"",""things"",null]",,,,,False,False,"[""thingName"",""thingTypeName""]",,,c7n.resources.iot.IoT
aws,kafka,kafka,ClusterArn,ClusterName,CreationTime,ClusterArn,,/,AWS::MSK::Cluster,AWS::MSK::Cluster,"[""list_clusters_v2"",""ClusterInfoList"",null]",,,,,False,<object object at 0x10c947d40>,[],,,c7n.resources.kafka.Kafka
aws,key-pair,ec2,KeyPairId,KeyName,,,key-pair,/,,,"[""describe_key_pairs"",""KeyPairs"",null]",,,key-,,False,False,[],,,c7n.resources.vpc.KeyPair
aws,kinesis,kinesis,StreamName,StreamName,,,stream,/,AWS::Kinesis::Stream,AWS::Kinesis::Stream,"[""list_streams"",""StreamNames"",null]","[""describe_stream"",""StreamName"",null,""StreamDescription""]",,,StreamName,False,True,[],,,c7n.resources.kinesis.KinesisStream
aws,kinesis-analytics,kinesisanalytics,ApplicationARN,ApplicationName,,ApplicationARN,application,/,,AWS::KinesisAnalytics::Application,"[""list_applications"",""ApplicationSummaries"",null]","[""describe_application"",""ApplicationName"",""ApplicationName"",""ApplicationDetail""]",,,,False,<object object at 0x10c947e20>,[],,,c7n.resources.kinesis.AnalyticsApp
aws,kinesis-analyticsv2,kinesisanalyticsv2,ApplicationARN,ApplicationName,,ApplicationARN,application,/,AWS::KinesisAnalyticsV2::Application,AWS::KinesisAnalyticsV2::Application,"[""list_applications"",""ApplicationSummaries"",null]","[""describe_application"",""ApplicationName"",""ApplicationName"",""ApplicationDetail""]",,,,False,<object object at 0x10c947e40>,[],,kinesisanalytics,c7n.resources.kinesis.KinesisAnalyticsAppV2
aws,kinesis-video,kinesisvideo,StreamName,StreamName,,StreamARN,stream,/,,,"[""list_streams"",""StreamInfoList"",null]",,,,StreamName,False,False,[],,,c7n.resources.kinesis.KinesisVideoStream
aws,kms,kms,AliasArn,AliasName,,,alias,/,AWS::KMS::Alias,AWS::KMS::Alias,"[""list_aliases"",""Aliases"",null]",,,,,False,False,[],,,c7n.resources.kms.KeyAlias
aws,kms-key,kms,KeyId,KeyId,,Arn,key,/,AWS::KMS::Key,AWS::KMS::Key,"[""list_keys"",""Keys"",null]","[""describe_key"",""KeyId"",""Arn"",""KeyMetadata""]",,,,False,True,[],,,c7n.resources.kms.Key
aws,lambda,lambda,FunctionName,FunctionName,LastModified,FunctionArn,function,:,AWS::Lambda::Function,AWS::Lambda::Function,"[""list_functions"",""Functions"",null]",,,,FunctionName,False,<object object at 0x10c946ae0>,[],,,c7n.resources.awslambda.AWSLambda
aws,lambda-layer,lambda,LayerName,LayerName,CreatedDate,LayerVersionArn,layer,/,,AWS::Lambda::LayerVersion,"[""list_layers"",""Layers"",null]",,,,,False,False,[],,,c7n.resources.awslambda.LambdaLayerVersion
aws,launch-config,autoscaling,LaunchConfigurationName,LaunchConfigurationName,CreatedTime,,launchConfiguration,/,AWS::AutoScaling::LaunchConfiguration,AWS::AutoScaling::LaunchConfiguration,"[""describe_launch_configurations"",""LaunchConfigurations"",null]",,,,,False,False,[],,,c7n.resources.asg.LaunchConfig
aws,launch-template-version,ec2,LaunchTemplateId,LaunchTemplateName,CreateTime,,launch-template,/,,AWS::EC2::LaunchTemplate,"[""describe_launch_templates"",""LaunchTemplates"",null]",,,lt-,,False,False,[],,,c7n.resources.ec2.LaunchTemplate
aws,lex-bot,lex-models,name,name,,,bot,/,AWS::Lex::Bot,AWS::Lex::Bot,"[""get_bots"",""bots"",null]",,,,,False,<object object at 0x10c947e90>,[],,lex,c7n.resources.lex.LexBot
aws,lightsail-db,lightsail,arn,name,createdAt,arn,,/,,,"[""get_relational_databases"",""relationalDatabases"",null]",,,,,False,False,[],,,c7n.resources.lightsail.Database
aws,lightsail-elb,lightsail,arn,name,createdAt,arn,,/,,,"[""get_load_balancers"",""loadBalancers"",null]",,,,,False,False,[],,,c7n.resources.lightsail.LoadBalancer
aws,lightsail-instance,lightsail,arn,name,createdAt,arn,,/,,,"[""get_instances"",""instances"",null]",,,,,False,False,[],,,c7n.resources.lightsail.Instance
aws,log-group,logs,logGroupName,logGroupName,creationTime,arn,log-group,/,,AWS::Logs::LogGroup,"[""describe_log_groups"",""logGroups"",null]",,,,LogGroupName,False,True,[],,,c7n.resources.cw.LogGroup
aws,log-metric,logs,filterName,filterName,creationTime,False,,/,,AWS::Logs::MetricFilter,"[""describe_metric_filters"",""metricFilters"",null]",,,,,False,False,[],,,c7n.resources.cw.LogMetric
aws,message-broker,mq,BrokerId,BrokerName,,BrokerArn,,/,AWS::AmazonMQ::Broker,AWS::AmazonMQ::Broker,"[""list_brokers"",""BrokerSummaries"",null]","[""describe_broker"",""BrokerId"",""BrokerId"",null]",,,Broker,False,False,[],,,c7n.resources.mq.MessageBroker
aws,message-config,mq,Id,Name,,Arn,configuration,/,,AWS::AmazonMQ::Configuration,"[""list_configurations"",""Configurations"",null]",,,,,False,<object object at 0x10c947ec0>,[],,,c7n.resources.mq.MessageConfig
aws,mirror-session,ec2,TrafficMirrorSessionId,TrafficMirrorSessionId,,,traffic-mirror-session,/,AWS::EC2::TrafficMirrorSession,AWS::EC2::TrafficMirrorSession,"[""describe_traffic_mirror_sessions"",""TrafficMirrorSessions"",null]",,,tms-,,False,<object object at 0x10f275160>,[],,,c7n.resources.vpc.TrafficMirrorSession
aws,mirror-target,ec2,TrafficMirrorTargetId,TrafficMirrorTargetId,,,traffic-mirror-target,/,AWS::EC2::TrafficMirrorTarget,AWS::EC2::TrafficMirrorTarget,"[""describe_traffic_mirror_targets"",""TrafficMirrorTargets"",null]",,,tmt-,,False,<object object at 0x10f275180>,[],,,c7n.resources.vpc.TrafficMirrorTarget
aws,ml-model,machinelearning,MLModelId,Name,CreatedAt,,mlmodel,/,,,"[""describe_ml_models"",""Results"",null]",,,,,False,False,[],"[""machinelearning:DescribeMLModels""]",,c7n.resources.ml.MLModel
aws,nat-gateway,ec2,NatGatewayId,NatGatewayId,CreateTime,,natgateway,/,AWS::EC2::NatGateway,AWS::EC2::NatGateway,"[""describe_nat_gateways"",""NatGateways"",null]",,,nat-,NatGatewayId,False,False,[],,,c7n.resources.vpc.NATGateway
aws,network-acl,ec2,NetworkAclId,NetworkAclId,,,network-acl,/,AWS::EC2::NetworkAcl,AWS::EC2::NetworkAcl,"[""describe_network_acls"",""NetworkAcls"",null]",,,acl-,,False,False,[],,,c7n.resources.vpc.NetworkAcl
aws,opensearch-serverless,opensearchserverless,id,name,,arn,arn,/,,AWS::OpenSearchServerless::Collection,"[""list_collections"",""collectionSummaries[]"",null]",,,,,False,False,[],,aoss,c7n.resources.opensearch.OpensearchServerless
aws,ops-item,ssm,OpsItemId,Title,,,opsitem,/,,,"[""describe_ops_items"",""OpsItemSummaries"",null]",,,,,False,False,"[""Status"",""Title"",""LastModifiedTime"",""CreatedBy"",""CreatedTime""]",,,c7n.resources.ssm.OpsItem
aws,opswork-cm,opsworkscm,ServerName,ServerName,CreatedAt,ServerArn,,/,,AWS::OpsWorksCM::Server,"[""describe_servers"",""Servers"",null]",,,,,False,False,[],,opsworks-cm,c7n.resources.opsworks.OpsworksCM
aws,opswork-stack,opsworks,StackId,Name,CreatedAt,Arn,,/,,AWS::OpsWorks::App,"[""describe_stacks"",""Stacks"",null]",,,,StackId,False,False,[],,,c7n.resources.opsworks.OpsworkStack
aws,org-account,organizations,Id,Name,,Arn,account,/,,,"[""list_accounts"",""Accounts"",null]",,,,,True,False,[],,,c7n.resources.org.OrgAccount
aws,org-policy,organizations,Id,Name,,Arn,policy,/,,,"[""list_policies"",""Policies"",null]",,,,,True,False,[],,,c7n.resources.org.OrgPolicy
aws,org-unit,organizations,Id,Name,,Arn,ou,/,,,,,,,,True,False,[],,,c7n.resources.org.OrgUnit
aws,peering-connection,ec2,VpcPeeringConnectionId,VpcPeeringConnectionId,,,vpc-peering-connection,/,AWS::EC2::VPCPeeringConnection,AWS::EC2::VPCPeeringConnection,"[""describe_vpc_peering_connections"",""VpcPeeringConnections"",null]",,,pcx-,,False,False,[],,,c7n.resources.vpc.PeeringConnection
aws,pinpoint-app,pinpoint,Id,Name,,Arn,apps,/,,AWS::Pinpoint::App,"[""get_apps"",""ApplicationsResponse.Item"",null]",,,,,False,True,[],,mobiletargeting,c7n.resources.pinpoint.PinpointApp
aws,prefix-list,ec2,PrefixListId,PrefixListName,,,prefix-list,/,AWS::EC2::PrefixList,AWS::EC2::PrefixList,"[""describe_managed_prefix_lists"",""PrefixLists"",null]",,,pl-,,False,<object object at 0x10f275120>,[],,,c7n.resources.vpc.PrefixList
aws,qldb,qldb,Name,Name,CreationDateTime,,ledger,/,AWS::QLDB::Ledger,AWS::QLDB::Ledger,"[""list_ledgers"",""Ledgers"",null]","[""describe_ledger"",""Name"",""Name"",null]",,,,False,<object object at 0x10c947f90>,[],,,c7n.resources.qldb.QLDB
aws,quicksight-group,quicksight,GroupName,GroupName,,Arn,group,/,,,"[""list_groups"",""GroupList"",null]",,,,,False,False,[],,,c7n.resources.quicksight.QuicksightGroup
aws,quicksight-user,quicksight,UserName,UserName,,Arn,user,/,,,"[""list_users"",""UserList"",null]",,,,,False,False,[],,,c7n.resources.quicksight.QuicksightUser
aws,r53domain,route53domains,DomainName,DomainName,,,r53domain,/,,,"[""list_domains"",""Domains"",null]",,,,,False,False,[],,,c7n.resources.route53.Route53Domain
aws,rds,rds,DBInstanceIdentifier,Endpoint.Address,InstanceCreateTime,DBInstanceArn,db,:,AWS::RDS::DBInstance,AWS::RDS::DBInstance,"[""describe_db_instances"",""DBInstances"",null]",,,,DBInstanceIdentifier,False,True,"[""DBInstanceIdentifier"",""DBName"",""Engine"",""EngineVersion"",""MultiAZ"",""AllocatedStorage"",""StorageEncrypted"",""PubliclyAccessible"",""InstanceCreateTime""]","[""rds:DescribeDBInstances""]",,c7n.resources.rds.RDS
aws,rds-cluster,rds,DBClusterIdentifier,DBClusterIdentifier,,DBClusterArn,cluster,:,AWS::RDS::DBCluster,AWS::RDS::DBCluster,"[""describe_db_clusters"",""DBClusters"",null]",,,,DBClusterIdentifier,False,True,[],"[""rds:DescribeDBClusters""]",,c7n.resources.rdscluster.RDSCluster
aws,rds-cluster-param-group,rds,DBClusterParameterGroupName,DBClusterParameterGroupName,,DBClusterParameterGroupArn,cluster-pg,/,,AWS::RDS::DBClusterParameterGroup,"[""describe_db_cluster_parameter_groups"",""DBClusterParameterGroups"",null]",,,,DBClusterParameterGroupName,False,<object object at 0x10f274350>,[],"[""rds:DescribeDBClusterParameterGroups""]",,c7n.resources.rdsparamgroup.RDSClusterParamGroup
aws,rds-cluster-snapshot,rds,DBClusterSnapshotIdentifier,DBClusterSnapshotIdentifier,SnapshotCreateTime,DBClusterSnapshotArn,cluster-snapshot,:,AWS::RDS::DBClusterSnapshot,,"[""describe_db_cluster_snapshots"",""DBClusterSnapshots"",null]",,,,,False,<object object at 0x10f2742e0>,[],"[""rds:DescribeDBClusterSnapshots""]",,c7n.resources.rdscluster.RDSClusterSnapshot
aws,rds-param-group,rds,DBParameterGroupName,DBParameterGroupName,,DBParameterGroupArn,pg,/,,AWS::RDS::DBParameterGroup,"[""describe_db_parameter_groups"",""DBParameterGroups"",null]",,,,DBParameterGroupName,False,<object object at 0x10f274340>,[],"[""rds:DescribeDBParameterGroups""]",,c7n.resources.rdsparamgroup.RDSParamGroup
aws,rds-proxy,rds,DBProxyName,DBProxyName,CreatedDate,DBProxyArn,db-proxy,/,,AWS::RDS::DBProxy,"[""describe_db_proxies"",""DBProxies"",null]",,,,,False,<object object at 0x10f274240>,[],"[""rds:DescribeDBProxies""]",,c7n.resources.rds.RDSProxy
aws,rds-reserved,rds,ReservedDBInstanceId,ReservedDBInstanceId,StartTime,ReservedDBInstanceArn,ri,/,,,"[""describe_reserved_db_instances"",""ReservedDBInstances"",null]",,,,,False,<object object at 0x10f274210>,[],"[""rds:DescribeReservedDBInstances""]",,c7n.resources.rds.ReservedRDS
aws,rds-snapshot,rds,DBSnapshotIdentifier,DBSnapshotIdentifier,SnapshotCreateTime,,snapshot,:,AWS::RDS::DBSnapshot,,"[""describe_db_snapshots"",""DBSnapshots"",null]",,,,,False,True,[],"[""rds:DescribeDBSnapshots""]",,c7n.resources.rds.RDSSnapshot
aws,rds-subnet-group,rds,DBSubnetGroupName,DBSubnetGroupName,,,subgrp,:,AWS::RDS::DBSubnetGroup,AWS::RDS::DBSubnetGroup,"[""describe_db_subnet_groups"",""DBSubnetGroups"",null]",,,,,False,<object object at 0x10f2741c0>,[],"[""rds:DescribeDBSubnetGroups""]",,c7n.resources.rds.RDSSubnetGroup
aws,rds-subscription,rds,CustSubscriptionId,CustSubscriptionId,SubscriptionCreateTime,EventSubscriptionArn,es,/,,AWS::RDS::EventSubscription,"[""describe_event_subscriptions"",""EventSubscriptionsList"",null]",,,,,False,<object object at 0x10f2740d0>,[],"[""rds:DescribeEventSubscriptions""]",,c7n.resources.rds.RDSSubscription
aws,readiness-check,route53-recovery-readiness,ReadinessCheckName,ReadinessCheckName,,,readiness-check,/,AWS::Route53RecoveryReadiness::ReadinessCheck,AWS::Route53RecoveryReadiness::ReadinessCheck,"[""list_readiness_checks"",""ReadinessChecks"",null]",,,,,True,False,[],,,c7n.resources.route53.ReadinessCheck
aws,recovery-cluster,route53-recovery-control-config,ClusterArn,ClusterArn,,,cluster,/,AWS::Route53RecoveryControl::Cluster,AWS::Route53RecoveryControl::Cluster,"[""list_clusters"",""Clusters"",null]",,,,,True,False,[],,,c7n.resources.route53.RecoveryCluster
aws,recovery-control-panel,route53-recovery-control-config,ControlPanelArn,ControlPanelArn,,,controlpanel,/,AWS::Route53RecoveryControl::ControlPanel,AWS::Route53RecoveryControl::ControlPanel,"[""list_control_panels"",""ControlPanels"",null]",,"[""recovery-cluster"",""ClusterArn"",null]",,,True,False,[],,,c7n.resources.route53.ControlPanel
aws,redshift,redshift,ClusterIdentifier,ClusterIdentifier,ClusterCreateTime,,cluster,:,AWS::Redshift::Cluster,AWS::Redshift::Cluster,"[""describe_clusters"",""Clusters"",null]",,,,ClusterIdentifier,False,False,[],,,c7n.resources.redshift.Redshift
aws,redshift-reserved,redshift,ReservedNodeId,ReservedNodeId,StartTime,,reserved-nodes,/,,,"[""describe_reserved_nodes"",""ReservedNodes"",null]",,,,,False,False,[],"[""redshift:DescribeReservedNodes""]",,c7n.resources.redshift.ReservedNode
aws,redshift-snapshot,redshift,SnapshotIdentifier,SnapshotIdentifier,SnapshotCreateTime,,snapshot,:,AWS::Redshift::ClusterSnapshot,,"[""describe_cluster_snapshots"",""Snapshots"",null]",,,,,False,True,[],,,c7n.resources.redshift.RedshiftSnapshot
aws,redshift-subnet-group,redshift,ClusterSubnetGroupName,ClusterSubnetGroupName,,,subnetgroup,:,AWS::Redshift::ClusterSubnetGroup,AWS::Redshift::ClusterSubnetGroup,"[""describe_cluster_subnet_groups"",""ClusterSubnetGroups"",null]",,,,,False,<object object at 0x10f274480>,[],,,c7n.resources.redshift.RedshiftSubnetGroup
aws,resolver-logs,route53resolver,Id,Name,,,resolver-query-log-config,/,,AWS::Route53Resolver::ResolverQueryLoggingConfig,"[""list_resolver_query_log_configs"",""ResolverQueryLogConfigs"",null]",,,,,False,False,[],,,c7n.resources.route53.ResolverQueryLogConfig
aws,rest-account,apigateway,account_id,account_id,,False,,/,,,,,,,,False,False,[],,,c7n.resources.apigw.RestAccount
aws,rest-api,apigateway,id,name,createdDate,,/restapis,/,AWS::ApiGateway::RestApi,AWS::ApiGateway::RestApi,"[""get_rest_apis"",""items"",null]",,,,GatewayName,False,<object object at 0x10c946290>,[],"[""apigateway:GET""]",,c7n.resources.apigw.RestApi
aws,rest-client-certificate,apigateway,clientCertificateId,client_certificate_id,,,,/,,AWS::ApiGateway::ClientCertificate,"[""get_client_certificates"",""items"",null]",,,,,False,False,[],"[""apigateway:GET""]",,c7n.resources.apigw.RestClientCertificate
aws,rest-resource,apigateway,id,path,,,,/,,AWS::ApiGateway::Resource,"[""get_resources"",""items"",null]",,"[""rest-api"",""restApiId"",null]",,,False,False,[],"[""apigateway:GET""]",,c7n.resources.apigw.RestResource
aws,rest-stage,apigateway,deploymentId,stageName,createdDate,,stages,/,AWS::ApiGateway::Stage,AWS::ApiGateway::Stage,"[""get_stages"",""item"",null]",,"[""rest-api"",""restApiId"",null]",,,False,True,[],"[""apigateway:GET""]",,c7n.resources.apigw.RestStage
aws,rest-vpclink,apigateway,id,name,,,,/,,AWS::ApiGateway::VpcLink,"[""get_vpc_links"",""items"",null]",,,,,False,False,[],"[""apigateway:GET""]",,c7n.resources.apigw.RestApiVpcLink
aws,route-table,ec2,RouteTableId,RouteTableId,,,route-table,/,AWS::EC2::RouteTable,AWS::EC2::RouteTable,"[""describe_route_tables"",""RouteTables"",null]",,,rtb-,,False,False,[],,,c7n.resources.vpc.RouteTable
aws,rrset,route53,Name,Name,,,rrset,/,,AWS::Route53::RecordSet,"[""list_resource_record_sets"",""ResourceRecordSets"",null]",,"[""hostedzone"",""HostedZoneId"",true]",,,True,False,[],,,c7n.resources.route53.ResourceRecordSet
aws,s3,s3,Name,Name,CreationDate,,,/,AWS::S3::Bucket,AWS::S3::Bucket,"[""list_buckets"",""Buckets[]"",null]","[""get_bucket_location"",""Bucket"",""Name"",""LocationConstraint""]",,,BucketName,False,False,[],,,c7n.resources.s3.S3
aws,s3-access-point,s3control,Name,Name,,AccessPointArn,accesspoint,/,,AWS::S3::AccessPoint,"[""list_access_points"",""AccessPointList"",null]",,,,,False,False,[],,s3,c7n.resources.s3control.AccessPoint
