key,service,layer_id,layer_name,kind,overlay_group,rule,notes
vpc-lattice.rule,vpc-lattice,R1,regional,spatial,dns,regional,collectable but has no VPC presence
vpc-lattice.service,vpc-lattice,R1,regional,spatial,dns,regional,collectable but has no VPC presence
vpc-lattice.service_network,vpc-lattice,R1,regional,spatial,dns,regional,collectable but has no VPC presence
vpc-lattice.service_network_resource_association,vpc-lattice,R1,regional,spatial,dns,regional,collectable but has no VPC presence
vpc-lattice.service_network_service_association,vpc-lattice,R1,regional,spatial,dns,regional,collectable but has no VPC presence
vpc-lattice.service_network_vpc_endpoint_association,vpc-lattice,R1,regional,spatial,dns,regional,collectable but has no VPC presence
vpc-lattice.tags_for_resource,vpc-lattice,R1,regional,spatial,dns,regional,collectable but has no VPC presence
vpc-lattice.target,vpc-lattice,R1,regional,spatial,dns,regional,collectable but has no VPC presence
vpc.carrier_gateway,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.customer_gateway,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.dhcp_option,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.egress_only_internet_gateway,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.internet_gateway,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.nat_gateway,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.network_acl,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.network_interface,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.route_table,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.security_group,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.subnet,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.vpc,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.vpc_endpoint,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.vpc_endpoint_service_configuration,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.vpc_peering_connection,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpc.vpn_gateway,vpc,R1,regional,spatial,,regional,collectable but has no VPC presence
vpcflowlogs.flow_log,vpcflowlogs,R1,regional,spatial,,regional,collectable but has no VPC presence
vpn.ListResource,vpn,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.activated_rules_in_rule_group,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.byte_match_set,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.change_token,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.change_token_status,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.geo_match_set,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.ip_set,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.logging_configuration,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.permission_policy,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.rate_based_rule,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.regex_match_set,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.regex_pattern_set,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.rule,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.rule_group,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.sampled_request,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.size_constraint_set,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.sql_injection_match_set,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.subscribed_rule_group,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.tags_for_resource,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.web_acl,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.web_acl_for_resource,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
waf-regional.xss_match_set,waf-regional,R1,regional,spatial,,regional,collectable but has no VPC presence
wellarchitected.profile,wellarchitected,R1,regional,spatial,,regional,collectable but has no VPC presence
wellarchitected.profile_notification,wellarchitected,R1,regional,spatial,,regional,collectable but has no VPC presence
wellarchitected.review_template,wellarchitected,R1,regional,spatial,,regional,collectable but has no VPC presence
wellarchitected.share_invitation,wellarchitected,R1,regional,spatial,,regional,collectable but has no VPC presence
wellarchitected.workload,wellarchitected,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.assistant,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.assistant_association,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.content,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.content_summary,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.import_job,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.knowledge_bas,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.knowledge_base,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.query_assistant,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.quick_respons,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.quick_response,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.recommendation,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.search_content,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.search_quick_respons,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.search_session,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.session,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
wisdom.tags_for_resource,wisdom,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.activity,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.comment,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.current_user,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.document,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.document_path,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.document_version,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.folder,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.folder_content,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.folder_path,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.group,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.notification_subscription,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.resource,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.resource_permission,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.root_folder,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workdocs.user,workdocs,R1,regional,spatial,,regional,collectable but has no VPC presence
workflows.activity,workflows,R1,regional,spatial,,regional,collectable but has no VPC presence
workflows.execution,workflows,R1,regional,spatial,,regional,collectable but has no VPC presence
workflows.state_machine,workflows,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.access_control_effect,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.access_control_rule,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.availability_configuration,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.default_retention_policy,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.email_monitoring_configuration,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.entity,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.group,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.group_member,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.groups_for_entity,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.identity_provider_configuration,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.impersonation_role,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.impersonation_role_effect,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.inbound_dmarc_setting,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.mail_domain,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.mailbox_detail,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.mailbox_export_job,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.mailbox_permission,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.mobile_device_access_effect,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.mobile_device_access_override,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.mobile_device_access_rule,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.organization,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.personal_access_token,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.personal_access_token_metadata,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.resource,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.resource_delegate,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.tags_for_resource,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmail.user,workmail,R1,regional,spatial,,regional,collectable but has no VPC presence
workmailmessageflow.raw_message_content,workmailmessageflow,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-instances.instance_type,workspaces-instances,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-instances.region,workspaces-instances,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-instances.tags_for_resource,workspaces-instances,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-instances.workspace_instance,workspaces-instances,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-thin-client.device,workspaces-thin-client,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-thin-client.environment,workspaces-thin-client,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-thin-client.software_set,workspaces-thin-client,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-thin-client.tags_for_resource,workspaces-thin-client,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.browser_setting,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.data_protection_setting,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.identity_provider,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.ip_access_setting,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.portal,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.portal_service_provider_metadata,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.session,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.session_logger,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.tags_for_resource,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.trust_store,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.trust_store_certificate,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.user_access_logging_setting,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.user_setting,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces-web.workspaces_web,workspaces-web,R1,regional,spatial,,regional,collectable but has no VPC presence
workspaces.workspaces_pool,workspaces,R1,regional,spatial,,regional,collectable but has no VPC presence
xray.encryption_config,xray,R1,regional,spatial,,regional,collectable but has no VPC presence
xray.group,xray,R1,regional,spatial,,regional,collectable but has no VPC presence
xray.resource_policy,xray,R1,regional,spatial,,regional,collectable but has no VPC presence
xray.sampling_rule,xray,R1,regional,spatial,,regional,collectable but has no VPC presence
xray.sampling_statistic_summary,xray,R1,regional,spatial,,regional,collectable but has no VPC presence
ec2.customer_gateway,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.dhcp_options,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.egress_only_internet_gateway,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.internet_gateway,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.nat_gateway,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.network_acl,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.network_acl_entry,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.network_insights_access_scope,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.network_insights_access_scope_analys,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.network_insights_access_scope_analysis,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.network_insights_analys,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.network_insights_analysis,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.network_insights_path,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.prefix_list,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.route_table,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.security_group,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.security_group_egress,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.security_group_ingress,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.security_group_rule,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.security_group_vpc_association,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_attachment,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_connect,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_connect_peer,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_metering_policy,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_metering_policy_entry,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_multicast_domain,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_multicast_domain_association,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_multicast_group_member,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_multicast_group_source,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_peering_attachment,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_policy_table,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_policy_table_association,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_policy_table_entry,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_route,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_route_table,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_route_table_association,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_route_table_propagation,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.transit_gateway_vpc_attachment,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpc_endpoint,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpc_endpoint_association,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpc_endpoint_connection,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpc_endpoint_connection_notification,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpc_endpoint_service,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpc_endpoint_service_configuration,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpc_endpoint_service_permissions,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpc_peering_connection,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpn_connection,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpn_connection_route,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpn_gateway,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
ec2.vpn_gateway_route_propagation,ec2,R2,network,spatial,network,network-type,VPC-scoped but applies across subnets
autoscaling.launch_configuration,autoscaling,R3,image,spatial,image,image-type,"provenance, not position"
ec2.ami,ec2,R3,image,spatial,image,image-type,"provenance, not position"
ec2.images_in_recycle_bin,ec2,R3,image,spatial,image,image-type,"provenance, not position"
ec2.launch_template,ec2,R3,image,spatial,image,image-type,"provenance, not position"
ec2.launch_template_data,ec2,R3,image,spatial,image,image-type,"provenance, not position"
ec2.launch_template_version,ec2,R3,image,spatial,image,image-type,"provenance, not position"
ec2.snapshot_attribute,ec2,R3,image,spatial,image,image-type,"provenance, not position"
ec2.snapshot_block_public_access,ec2,R3,image,spatial,image,image-type,"provenance, not position"
ec2.snapshots_in_recycle_bin,ec2,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.component,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.component_build_version,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.component_policy,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.container_recipe,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.container_recipe_policy,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.distribution_configuration,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image_build_version,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image_package,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image_pipeline,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image_pipeline_image,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image_policy,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image_recipe,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image_recipe_policy,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image_scan_finding,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.image_scan_finding_aggregation,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.infrastructure_configuration,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.lifecycle_execution,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.lifecycle_execution_resource,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.lifecycle_policy,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.marketplace_resource,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.tags_for_resource,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.waiting_workflow_step,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.workflow,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.workflow_build_version,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.workflow_execution,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
imagebuilder.workflow_step_execution,imagebuilder,R3,image,spatial,image,image-type,"provenance, not position"
acm-pca.certificate,acmpca,X0,uncollectable,none,,default,no read API; cannot be collected
acm-pca.certificate_authority_activation,acmpca,X0,uncollectable,none,,default,no read API; cannot be collected
acm-pca.permission,acmpca,X0,uncollectable,none,,default,no read API; cannot be collected
amplify.domain,amplify,X0,uncollectable,none,,default,no read API; cannot be collected
apigateway.base_path_mapping,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigateway.base_path_mapping_v2,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigateway.deployment,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigateway.documentation_part,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigateway.documentation_version,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigateway.domain_name_v2,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigateway.gateway_response,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigateway.model,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigateway.rest_account,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigateway.usage_plan_key,apigateway,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigatewayv2.api_gateway_managed_overrides,apigatewayv2,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigatewayv2.api_mapping,apigatewayv2,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigatewayv2.authorizer,apigatewayv2,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigatewayv2.deployment,apigatewayv2,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigatewayv2.integration_response,apigatewayv2,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigatewayv2.model,apigatewayv2,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigatewayv2.route_response,apigatewayv2,X0,uncollectable,none,dns,default,no read API; cannot be collected
apigatewayv2.routing_rule,apigatewayv2,X0,uncollectable,none,dns,default,no read API; cannot be collected
application-signals.discovery,applicationsignals,X0,uncollectable,none,,default,no read API; cannot be collected
application-signals.grouping_configuration,applicationsignals,X0,uncollectable,none,,default,no read API; cannot be collected
appstream.application_entitlement_association,appstream,X0,uncollectable,none,,default,no read API; cannot be collected
appstream.entitlement,appstream,X0,uncollectable,none,,default,no read API; cannot be collected
appstream.stack_fleet_association,appstream,X0,uncollectable,none,,default,no read API; cannot be collected
appstream.stack_user_association,appstream,X0,uncollectable,none,,default,no read API; cannot be collected
appstream.user,appstream,X0,uncollectable,none,,default,no read API; cannot be collected
appsync.api_cache,appsync,X0,uncollectable,none,,default,no read API; cannot be collected
appsync.api_key,appsync,X0,uncollectable,none,,default,no read API; cannot be collected
appsync.channel_namespace,appsync,X0,uncollectable,none,,default,no read API; cannot be collected
appsync.data_source,appsync,X0,uncollectable,none,,default,no read API; cannot be collected
appsync.domain_name_api_association,appsync,X0,uncollectable,none,,default,no read API; cannot be collected
appsync.function_configuration,appsync,X0,uncollectable,none,,default,no read API; cannot be collected
appsync.graph_ql_schema,appsync,X0,uncollectable,none,,default,no read API; cannot be collected
appsync.resolver,appsync,X0,uncollectable,none,,default,no read API; cannot be collected
appsync.source_api_association,appsync,X0,uncollectable,none,,default,no read API; cannot be collected
apptest.test_case,apptest,X0,uncollectable,none,,default,no read API; cannot be collected
aps.anomaly_detector,aps,X0,uncollectable,none,,default,no read API; cannot be collected
aps.resource_policy,aps,X0,uncollectable,none,,default,no read API; cannot be collected
aps.rule_groups_namespace,aps,X0,uncollectable,none,,default,no read API; cannot be collected
aps.scraper,aps,X0,uncollectable,none,,default,no read API; cannot be collected
aps.workspace,aps,X0,uncollectable,none,,default,no read API; cannot be collected
arc-zonal-shift.zonal_autoshift_configuration,arczonalshift,X0,uncollectable,none,,default,no read API; cannot be collected
ask.skill,ask,X0,uncollectable,none,,default,no read API; cannot be collected
autoscaling.lifecycle_hook,autoscaling,X0,uncollectable,none,,default,no read API; cannot be collected
autoscaling.warm_pool,autoscaling,X0,uncollectable,none,,default,no read API; cannot be collected
awsexternalanthropic.workspace,awsexternalanthropic,X0,uncollectable,none,,default,no read API; cannot be collected
bcm.dashboard,bcm,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.api_key_credential_provider,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.browser_custom,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.browser_profile,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.code_interpreter_custom,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.configuration_bundle,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.dataset,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.evaluator,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.gateway,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.gateway_target,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.harness,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.harness_endpoint,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.memory,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.o_auth2_credential_provider,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.online_evaluation_config,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.payment_connector,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.payment_credential_provider,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.payment_manager,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.policy,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.policy_engine,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.resource_policy,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.runtime,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.runtime_endpoint,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockagentcore.workload_identity,bedrockagentcore,X0,uncollectable,none,,default,no read API; cannot be collected
bedrockmantle.project,bedrockmantle,X0,uncollectable,none,,default,no read API; cannot be collected
cases.case_rule,cases,X0,uncollectable,none,,default,no read API; cannot be collected
cases.domain,cases,X0,uncollectable,none,,default,no read API; cannot be collected
cases.field,cases,X0,uncollectable,none,,default,no read API; cannot be collected
cases.layout,cases,X0,uncollectable,none,,default,no read API; cannot be collected
cases.template,cases,X0,uncollectable,none,,default,no read API; cannot be collected
cassandra.keyspace,cassandra,X0,uncollectable,none,,default,no read API; cannot be collected
cassandra.table,cassandra,X0,uncollectable,none,,default,no read API; cannot be collected
cassandra.type,cassandra,X0,uncollectable,none,,default,no read API; cannot be collected
chime.app_instance_bot,chime,X0,uncollectable,none,,default,no read API; cannot be collected
chime.app_instance_user,chime,X0,uncollectable,none,,default,no read API; cannot be collected
cleanrooms.intermediate_table,cleanrooms,X0,uncollectable,none,,default,no read API; cannot be collected
cloud9.environment_ec2,cloud9,X0,uncollectable,none,,default,no read API; cannot be collected
