key,service,icon_name,icon_class,icon_category,icon_file,match_level
dms.replication_task_individual_assessment,dms,DMS,DMS,database,database-migration-service.png,service
ds.certificate,ds,DS,DS,security,directory-service.png,service
ds.client_authentication_setting,ds,DS,DS,security,directory-service.png,service
ds.conditional_forwarder,ds,DS,DS,security,directory-service.png,service
ds.directory,ds,DS,DS,security,directory-service.png,service
ds.domain_controller,ds,DS,DS,security,directory-service.png,service
ds.ip_route,ds,DS,DS,security,directory-service.png,service
ds.ldaps_setting,ds,DS,DS,security,directory-service.png,service
ds.region,ds,DS,DS,security,directory-service.png,service
ds.schema_extension,ds,DS,DS,security,directory-service.png,service
ds.setting,ds,DS,DS,security,directory-service.png,service
ds.shared_directory,ds,DS,DS,security,directory-service.png,service
ds.snapshot,ds,DS,DS,security,directory-service.png,service
ds.trust,ds,DS,DS,security,directory-service.png,service
ds.update_directory,ds,DS,DS,security,directory-service.png,service
dynamodb.continuous_backup,dynamodb,Dynamodb,Dynamodb,database,dynamodb.png,service
dynamodb.dynamodb_backup,dynamodb,Dynamodb,Dynamodb,database,dynamodb.png,service
dynamodb.export,dynamodb,Dynamodb,Dynamodb,database,dynamodb.png,service
dynamodb.global_table,dynamodb,Dynamodb,Dynamodb,database,dynamodb.png,service
dynamodb.import,dynamodb,Dynamodb,Dynamodb,database,dynamodb.png,service
dynamodb.table_replica_auto_scaling,dynamodb,Dynamodb,Dynamodb,database,dynamodb.png,service
dynamodbstreams.dynamodb_stream,dynamodbstreams,DynamodbStreams,DynamodbStreams,database,dynamodb-streams.png,service
dynamodbstreams.record,dynamodbstreams,DynamodbStreams,DynamodbStreams,database,dynamodb-streams.png,service
dynamodbstreams.shard_iterator,dynamodbstreams,DynamodbStreams,DynamodbStreams,database,dynamodb-streams.png,service
dynamodbstreams.stream,dynamodbstreams,DynamodbStreams,DynamodbStreams,database,dynamodb-streams.png,service
ec2.capacity_reservation,ec2,EC2,EC2,compute,ec2.png,service
ec2.capacity_reservation_fleet,ec2,EC2,EC2,compute,ec2.png,service
ec2.carrier_gateway,ec2,EC2,EC2,compute,ec2.png,service
ec2.client_vpn_endpoint,ec2,EC2,EC2,compute,ec2.png,service
ec2.dhcp_options,ec2,EC2,EC2,compute,ec2.png,service
ec2.ebs_encryption_by_default,ec2,EC2,EC2,compute,ec2.png,service
ec2.ebs_snapshot,ec2,EC2,EC2,compute,ec2.png,service
ec2.ec2_reserved,ec2,EC2,EC2,compute,ec2.png,service
ec2.egress_only_internet_gateway,ec2,EC2,EC2,compute,ec2.png,service
ec2.eip,ec2,EC2,EC2,compute,ec2.png,service
ec2.iam_instance_profile_association,ec2,EC2,EC2,compute,ec2.png,service
ec2.images_in_recycle_bin,ec2,EC2,EC2,compute,ec2.png,service
ec2.instance_connect_endpoint,ec2,EC2,EC2,compute,ec2.png,service
ec2.ipam,ec2,EC2,EC2,compute,ec2.png,service
ec2.ipam_external_resource_verification_token,ec2,EC2,EC2,compute,ec2.png,service
ec2.ipam_policy,ec2,EC2,EC2,compute,ec2.png,service
ec2.ipam_pool,ec2,EC2,EC2,compute,ec2.png,service
ec2.ipam_prefix_list_resolver,ec2,EC2,EC2,compute,ec2.png,service
ec2.ipam_prefix_list_resolver_target,ec2,EC2,EC2,compute,ec2.png,service
ec2.ipam_resource_discovery,ec2,EC2,EC2,compute,ec2.png,service
ec2.ipam_resource_discovery_association,ec2,EC2,EC2,compute,ec2.png,service
ec2.ipam_scope,ec2,EC2,EC2,compute,ec2.png,service
ec2.key_pair,ec2,EC2,EC2,compute,ec2.png,service
ec2.launch_template_data,ec2,EC2,EC2,compute,ec2.png,service
ec2.local_gateway,ec2,EC2,EC2,compute,ec2.png,service
ec2.local_gateway_route_table,ec2,EC2,EC2,compute,ec2.png,service
ec2.local_gateway_route_table_virtual_interface_group_association,ec2,EC2,EC2,compute,ec2.png,service
ec2.local_gateway_route_table_vpc_association,ec2,EC2,EC2,compute,ec2.png,service
ec2.local_gateway_virtual_interface,ec2,EC2,EC2,compute,ec2.png,service
ec2.local_gateway_virtual_interface_group,ec2,EC2,EC2,compute,ec2.png,service
ec2.network_insights_access_scope,ec2,EC2,EC2,compute,ec2.png,service
ec2.network_insights_path,ec2,EC2,EC2,compute,ec2.png,service
ec2.network_interface,ec2,EC2,EC2,compute,ec2.png,service
ec2.outpost_lag,ec2,EC2,EC2,compute,ec2.png,service
ec2.placement_group,ec2,EC2,EC2,compute,ec2.png,service
ec2.prefix_list,ec2,EC2,EC2,compute,ec2.png,service
ec2.principal_id_format,ec2,EC2,EC2,compute,ec2.png,service
ec2.security_group_rule,ec2,EC2,EC2,compute,ec2.png,service
ec2.security_group_vpc_association,ec2,EC2,EC2,compute,ec2.png,service
ec2.serial_console_access_status,ec2,EC2,EC2,compute,ec2.png,service
ec2.service_link_virtual_interface,ec2,EC2,EC2,compute,ec2.png,service
ec2.spot_instance_request,ec2,EC2,EC2,compute,ec2.png,service
ec2.traffic_mirror_filter,ec2,EC2,EC2,compute,ec2.png,service
ec2.traffic_mirror_session,ec2,EC2,EC2,compute,ec2.png,service
ec2.traffic_mirror_target,ec2,EC2,EC2,compute,ec2.png,service
ec2.transit_gateway_attachment,ec2,EC2,EC2,compute,ec2.png,service
ec2.transit_gateway_connect,ec2,EC2,EC2,compute,ec2.png,service
ec2.transit_gateway_connect_peer,ec2,EC2,EC2,compute,ec2.png,service
ec2.transit_gateway_multicast_domain,ec2,EC2,EC2,compute,ec2.png,service
ec2.transit_gateway_peering_attachment,ec2,EC2,EC2,compute,ec2.png,service
ec2.transit_gateway_policy_table,ec2,EC2,EC2,compute,ec2.png,service
ec2.transit_gateway_route_table,ec2,EC2,EC2,compute,ec2.png,service
ec2.transit_gateway_vpc_attachment,ec2,EC2,EC2,compute,ec2.png,service
ec2.verified_access_endpoint,ec2,EC2,EC2,compute,ec2.png,service
ec2.verified_access_group,ec2,EC2,EC2,compute,ec2.png,service
ec2.verified_access_instance,ec2,EC2,EC2,compute,ec2.png,service
ec2.verified_access_trust_provider,ec2,EC2,EC2,compute,ec2.png,service
ec2.vpc_block_public_access_exclusion,ec2,EC2,EC2,compute,ec2.png,service
ec2.vpc_block_public_access_options,ec2,EC2,EC2,compute,ec2.png,service
ec2.vpc_endpoint_association,ec2,EC2,EC2,compute,ec2.png,service
ec2.vpc_endpoint_connection,ec2,EC2,EC2,compute,ec2.png,service
ec2.vpc_endpoint_connection_notification,ec2,EC2,EC2,compute,ec2.png,service
ec2.vpc_endpoint_service,ec2,EC2,EC2,compute,ec2.png,service
ec2.vpn_gateway,ec2,EC2,EC2,compute,ec2.png,service
ecr.lifecycle_policy,ecr,ECR,ECR,compute,ec2-container-registry.png,service
ecr.pull_through_cache_rule,ecr,ECR,ECR,compute,ec2-container-registry.png,service
ecr.registry,ecr,ECR,ECR,compute,ec2-container-registry.png,service
ecr.registry_policy,ecr,ECR,ECR,compute,ec2-container-registry.png,service
ecr.registry_scanning_configuration,ecr,ECR,ECR,compute,ec2-container-registry.png,service
ecr.repository,ecr,ECR,ECR,compute,ec2-container-registry.png,service
ecr.repository_creation_template,ecr,ECR,ECR,compute,ec2-container-registry.png,service
ecr.repository_policy,ecr,ECR,ECR,compute,ec2-container-registry.png,service
ecs.capacity_provider,ecs,ECS,ECS,compute,elastic-container-service.png,service
ecs.service_revision,ecs,ECS,ECS,compute,elastic-container-service.png,service
ecs.task_definition,ecs,ECS,ECS,compute,elastic-container-service.png,service
efs.access_point,efs,EFS,EFS,storage,elastic-file-system-efs.png,service
efs.backup_policy,efs,EFS,EFS,storage,elastic-file-system-efs.png,service
efs.file_system_policy,efs,EFS,EFS,storage,elastic-file-system-efs.png,service
efs.lifecycle_configuration,efs,EFS,EFS,storage,elastic-file-system-efs.png,service
efs.mount_target,efs,EFS,EFS,storage,elastic-file-system-efs.png,service
eks.access_entry,eks,EKS,EKS,compute,elastic-kubernetes-service.png,service
eks.access_policy,eks,EKS,EKS,compute,elastic-kubernetes-service.png,service
eks.addon,eks,EKS,EKS,compute,elastic-kubernetes-service.png,service
eks.eks_anywhere_subscription,eks,EKS,EKS,compute,elastic-kubernetes-service.png,service
eks.nodegroup,eks,EKS,EKS,compute,elastic-kubernetes-service.png,service
eks.fargate_profile,eks,EKS,EKS,compute,elastic-kubernetes-service.png,service
eks.nodegroup,eks,EKS,EKS,compute,elastic-kubernetes-service.png,service
elasticache.cache_cluster,elasticache,ElastiCache,ElastiCache,database,elasticache.png,service
elasticache.cache_parameter_group,elasticache,ElastiCache,ElastiCache,database,elasticache.png,service
elasticache.cache_snapshot,elasticache,ElastiCache,ElastiCache,database,elasticache.png,service
elasticache.global_replication_group,elasticache,ElastiCache,ElastiCache,database,elasticache.png,service
elasticache.replication_group,elasticache,ElastiCache,ElastiCache,database,elasticache.png,service
elasticache.reserved_cache_node,elasticache,ElastiCache,ElastiCache,database,elasticache.png,service
elasticache.subnet_group,elasticache,ElastiCache,ElastiCache,database,elasticache.png,service
elasticache.user,elasticache,ElastiCache,ElastiCache,database,elasticache.png,service
elasticache.user_group,elasticache,ElastiCache,ElastiCache,database,elasticache.png,service
elasticbeanstalk.application_version,elasticbeanstalk,ElasticBeanstalk,ElasticBeanstalk,compute,elastic-beanstalk.png,service
elasticbeanstalk.configuration_setting,elasticbeanstalk,ElasticBeanstalk,ElasticBeanstalk,compute,elastic-beanstalk.png,service
elasticbeanstalk.environment,elasticbeanstalk,ElasticBeanstalk,ElasticBeanstalk,compute,elastic-beanstalk.png,service
elastictranscoder.jobs_by_pipeline,elastictranscoder,ElasticTranscoder,ElasticTranscoder,media,elastic-transcoder.png,service
elastictranscoder.jobs_by_status,elastictranscoder,ElasticTranscoder,ElasticTranscoder,media,elastic-transcoder.png,service
elastictranscoder.pipeline,elastictranscoder,ElasticTranscoder,ElasticTranscoder,media,elastic-transcoder.png,service
elastictranscoder.preset,elastictranscoder,ElasticTranscoder,ElasticTranscoder,media,elastic-transcoder.png,service
elb.load_balancer,elb,ELB,ELB,network,elastic-load-balancing.png,service
emr.auto_termination_policy,emr,EMR,EMR,analytics,emr.png,service
emr.block_public_access_configuration,emr,EMR,EMR,analytics,emr.png,service
emr.cluster_session_credential,emr,EMR,EMR,analytics,emr.png,service
emr.managed_scaling_policy,emr,EMR,EMR,analytics,emr.png,service
emr.notebook_execution,emr,EMR,EMR,analytics,emr.png,service
emr.security_configuration,emr,EMR,EMR,analytics,emr.png,service
emr.step,emr,EMR,EMR,analytics,emr.png,service
emr.studio,emr,EMR,EMR,analytics,emr.png,service
emr.studio_session_mapping,emr,EMR,EMR,analytics,emr.png,service
es.domain,es,ES,ES,analytics,elasticsearch-service.png,service
es.domain_auto_tune,es,ES,ES,analytics,elasticsearch-service.png,service
es.domain_change_progress,es,ES,ES,analytics,elasticsearch-service.png,service
es.elasticsearch_domain,es,ES,ES,analytics,elasticsearch-service.png,service
es.elasticsearch_domain_config,es,ES,ES,analytics,elasticsearch-service.png,service
es.elasticsearch_reserved,es,ES,ES,analytics,elasticsearch-service.png,service
es.packages_for_domain,es,ES,ES,analytics,elasticsearch-service.png,service
es.reserved_elasticsearch_instance_offering,es,ES,ES,analytics,elasticsearch-service.png,service
es.upgrade_history,es,ES,ES,analytics,elasticsearch-service.png,service
es.upgrade_status,es,ES,ES,analytics,elasticsearch-service.png,service
es.vpc_endpoint,es,ES,ES,analytics,elasticsearch-service.png,service
es.vpc_endpoint_access,es,ES,ES,analytics,elasticsearch-service.png,service
es.vpc_endpoints_for_domain,es,ES,ES,analytics,elasticsearch-service.png,service
eventbridge.event_bus,eventbridge,Eventbridge,Eventbridge,integration,eventbridge.png,service
eventbridge.replay,eventbridge,Eventbridge,Eventbridge,integration,eventbridge.png,service
fargate.capacity_provider,fargate,Fargate,Fargate,compute,fargate.png,service
fargate.cluster,fargate,Fargate,Fargate,compute,fargate.png,service
fargate.service,fargate,Fargate,Fargate,compute,fargate.png,service
fargate.task,fargate,Fargate,Fargate,compute,fargate.png,service
fargate.task_definition,fargate,Fargate,Fargate,compute,fargate.png,service
fms.admin_account,fms,FMS,FMS,security,firewall-manager.png,service
fms.admin_scope,fms,FMS,FMS,security,firewall-manager.png,service
fms.apps_list,fms,FMS,FMS,security,firewall-manager.png,service
fms.compliance_detail,fms,FMS,FMS,security,firewall-manager.png,service
fms.compliance_status,fms,FMS,FMS,security,firewall-manager.png,service
fms.discovered_resource,fms,FMS,FMS,security,firewall-manager.png,service
fms.notification_channel,fms,FMS,FMS,security,firewall-manager.png,service
fms.policy,fms,FMS,FMS,security,firewall-manager.png,service
fms.protection_status,fms,FMS,FMS,security,firewall-manager.png,service
fms.protocols_list,fms,FMS,FMS,security,firewall-manager.png,service
fms.resource_set,fms,FMS,FMS,security,firewall-manager.png,service
fms.resource_set_resource,fms,FMS,FMS,security,firewall-manager.png,service
fms.third_party_firewall_association_status,fms,FMS,FMS,security,firewall-manager.png,service
fms.third_party_firewall_firewall_policy,fms,FMS,FMS,security,firewall-manager.png,service
fms.violation_detail,fms,FMS,FMS,security,firewall-manager.png,service
forecast.dataset,forecast,Forecast,Forecast,ml,forecast.png,service
forecast.dataset_group,forecast,Forecast,Forecast,ml,forecast.png,service
forecast.dataset_import_job,forecast,Forecast,Forecast,ml,forecast.png,service
forecast.explainability,forecast,Forecast,Forecast,ml,forecast.png,service
forecast.explainability_export,forecast,Forecast,Forecast,ml,forecast.png,service
forecast.forecast_export_job,forecast,Forecast,Forecast,ml,forecast.png,service
forecast.monitor,forecast,Forecast,Forecast,ml,forecast.png,service
forecast.predictor,forecast,Forecast,Forecast,ml,forecast.png,service
forecast.predictor_backtest_export_job,forecast,Forecast,Forecast,ml,forecast.png,service
forecast.what_if_forecast_export,forecast,Forecast,Forecast,ml,forecast.png,service
frauddetector.batch_import_job,frauddetector,FraudDetector,FraudDetector,ml,fraud-detector.png,service
frauddetector.batch_prediction_job,frauddetector,FraudDetector,FraudDetector,ml,fraud-detector.png,service
frauddetector.detector,frauddetector,FraudDetector,FraudDetector,ml,fraud-detector.png,service
