key,service,icon_name,icon_class,icon_category,icon_file,match_level
accessanalyzer.access_analyzer_finding,accessanalyzer,accessanalyzer,,,,none
accessanalyzer.analyzed_resource,accessanalyzer,accessanalyzer,,,,none
accessanalyzer.analyzer,accessanalyzer,accessanalyzer,,,,none
accessanalyzer.archive_rule,accessanalyzer,accessanalyzer,,,,none
accessanalyzer.finding,accessanalyzer,accessanalyzer,,,,none
accessanalyzer.generated_policy,accessanalyzer,accessanalyzer,,,,none
account.alternate_contact,account,account,,,,none
aiops.investigation_group,aiops,aiops,,,,none
amp.alert_manager_definition,amp,amp,,,,none
amp.anomaly_detector,amp,amp,,,,none
amp.default_scraper_configuration,amp,amp,,,,none
amp.logging_configuration,amp,amp,,,,none
amp.rule_groups_namespace,amp,amp,,,,none
amp.scraper,amp,amp,,,,none
amp.workspace,amp,amp,,,,none
amplifybackend.backend,amplifybackend,amplifybackend,,,,none
amplifybackend.backend_api,amplifybackend,amplifybackend,,,,none
amplifybackend.backend_api_model,amplifybackend,amplifybackend,,,,none
amplifybackend.backend_auth,amplifybackend,amplifybackend,,,,none
amplifybackend.backend_job,amplifybackend,amplifybackend,,,,none
amplifybackend.backend_storage,amplifybackend,amplifybackend,,,,none
amplifybackend.s3_bucket,amplifybackend,amplifybackend,,,,none
amplifybackend.token,amplifybackend,amplifybackend,,,,none
amplifyuibuilder.codegen_job,amplifyuibuilder,amplifyuibuilder,,,,none
amplifyuibuilder.component,amplifyuibuilder,amplifyuibuilder,,,,none
amplifyuibuilder.form,amplifyuibuilder,amplifyuibuilder,,,,none
amplifyuibuilder.theme,amplifyuibuilder,amplifyuibuilder,,,,none
apigatewaymanagementapi.connection,apigatewaymanagementapi,apigatewaymanagementapi,,,,none
apigatewayv2.domain_name,apigatewayv2,apigatewayv2,,,,none
apigatewayv2.portal,apigatewayv2,apigatewayv2,,,,none
apigatewayv2.portal_product,apigatewayv2,apigatewayv2,,,,none
apigatewayv2.route,apigatewayv2,apigatewayv2,,,,none
apigatewayv2.stage,apigatewayv2,apigatewayv2,,,,none
apigatewayv2.vpc_link,apigatewayv2,apigatewayv2,,,,none
appconfig.application,appconfig,appconfig,,,,none
appconfig.configuration,appconfig,appconfig,,,,none
appconfig.configuration_profile,appconfig,appconfig,,,,none
appconfig.deployment,appconfig,appconfig,,,,none
appconfig.deployment_strategy,appconfig,appconfig,,,,none
appconfig.environment,appconfig,appconfig,,,,none
appconfig.extension,appconfig,appconfig,,,,none
appconfig.extension_association,appconfig,appconfig,,,,none
appconfig.hosted_configuration_version,appconfig,appconfig,,,,none
appconfigdata.latest_configuration,appconfigdata,appconfigdata,,,,none
appfabric.app_authorization,appfabric,appfabric,,,,none
appfabric.app_bundle,appfabric,appfabric,,,,none
appfabric.ingestion,appfabric,appfabric,,,,none
appfabric.ingestion_destination,appfabric,appfabric,,,,none
appflow.flow,appflow,appflow,,,,none
appflow.connector,appflow,appflow,,,,none
appflow.connector_entity,appflow,appflow,,,,none
appflow.connector_profile,appflow,appflow,,,,none
appflow.flow,appflow,appflow,,,,none
appflow.flow_execution_record,appflow,appflow,,,,none
appintegrations.application,appintegrations,appintegrations,,,,none
appintegrations.application_association,appintegrations,appintegrations,,,,none
appintegrations.data_integration,appintegrations,appintegrations,,,,none
appintegrations.data_integration_association,appintegrations,appintegrations,,,,none
appintegrations.event_integration,appintegrations,appintegrations,,,,none
appintegrations.event_integration_association,appintegrations,appintegrations,,,,none
application-insights.application,application-insights,application-insights,,,,none
application-insights.component,application-insights,application-insights,,,,none
application-insights.component_configuration,application-insights,application-insights,,,,none
application-insights.log_pattern,application-insights,application-insights,,,,none
application-insights.log_pattern_set,application-insights,application-insights,,,,none
application-insights.problem,application-insights,application-insights,,,,none
application-insights.workload,application-insights,application-insights,,,,none
application-signals.service_level_objective,application-signals,application-signals,,,,none
application-signals.service_operation,application-signals,application-signals,,,,none
applicationcostprofiler.report_definition,applicationcostprofiler,applicationcostprofiler,,,,none
approved.instance,approved,approved,,,,none
appstream.app_block,appstream,appstream,,,,none
appstream.app_block_builder,appstream,appstream,,,,none
appstream.application,appstream,appstream,,,,none
appstream.application_fleet_association,appstream,appstream,,,,none
appstream.directory_config,appstream,appstream,,,,none
appstream.fleet,appstream,appstream,,,,none
appstream.image,appstream,appstream,,,,none
appstream.image_builder,appstream,appstream,,,,none
appstream.stack,appstream,appstream,,,,none
arc-region-switch.plan,arc-region-switch,arc-region-switch,,,,none
arc-region-switch.plan_execution,arc-region-switch,arc-region-switch,,,,none
arc-region-switch.plan_in_region,arc-region-switch,arc-region-switch,,,,none
arc-region-switch.plans_in_region,arc-region-switch,arc-region-switch,,,,none
arc-zonal-shift.managed_resource,arc-zonal-shift,arc-zonal-shift,,,,none
arc-zonal-shift.zonal_shift,arc-zonal-shift,arc-zonal-shift,,,,none
auditmanager.account_status,auditmanager,auditmanager,,,,none
auditmanager.assessment,auditmanager,auditmanager,,,,none
auditmanager.assessment_control_insights_by_control_domain,auditmanager,auditmanager,,,,none
auditmanager.assessment_framework,auditmanager,auditmanager,,,,none
auditmanager.assessment_framework_share_request,auditmanager,auditmanager,,,,none
auditmanager.assessment_report_url,auditmanager,auditmanager,,,,none
auditmanager.change_log,auditmanager,auditmanager,,,,none
auditmanager.control,auditmanager,auditmanager,,,,none
auditmanager.control_domain_insights_by_assessment,auditmanager,auditmanager,,,,none
auditmanager.control_insights_by_control_domain,auditmanager,auditmanager,,,,none
auditmanager.delegation,auditmanager,auditmanager,,,,none
auditmanager.evidence,auditmanager,auditmanager,,,,none
auditmanager.evidence_by_evidence_folder,auditmanager,auditmanager,,,,none
auditmanager.evidence_file_upload_url,auditmanager,auditmanager,,,,none
auditmanager.evidence_folder,auditmanager,auditmanager,,,,none
auditmanager.evidence_folders_by_assessment,auditmanager,auditmanager,,,,none
auditmanager.evidence_folders_by_assessment_control,auditmanager,auditmanager,,,,none
auditmanager.insights_by_assessment,auditmanager,auditmanager,,,,none
auditmanager.keywords_for_data_source,auditmanager,auditmanager,,,,none
auditmanager.notification,auditmanager,auditmanager,,,,none
auditmanager.organization_admin_account,auditmanager,auditmanager,,,,none
auditmanager.services_in_scope,auditmanager,auditmanager,,,,none
auditmanager.setting,auditmanager,auditmanager,,,,none
autoscaling-plans.scaling_plan,autoscaling-plans,autoscaling-plans,,,,none
autoscaling-plans.scaling_plan_resource,autoscaling-plans,autoscaling-plans,,,,none
autoscaling-plans.scaling_plan_resource_forecast_data,autoscaling-plans,autoscaling-plans,,,,none
b2bi.capability,b2bi,b2bi,,,,none
b2bi.partnership,b2bi,b2bi,,,,none
b2bi.profile,b2bi,b2bi,,,,none
b2bi.transformer,b2bi,b2bi,,,,none
b2bi.transformer_job,b2bi,b2bi,,,,none
backup-gateway.bandwidth_rate_limit_schedule,backup-gateway,backup-gateway,,,,none
backup-gateway.gateway,backup-gateway,backup-gateway,,,,none
backup-gateway.hypervisor,backup-gateway,backup-gateway,,,,none
backup-gateway.hypervisor_property_mapping,backup-gateway,backup-gateway,,,,none
backup-gateway.virtual_machine,backup-gateway,backup-gateway,,,,none
bcm-data-exports.execution,bcm-data-exports,bcm-data-exports,,,,none
bcm-data-exports.export,bcm-data-exports,bcm-data-exports,,,,none
bcm-data-exports.table,bcm-data-exports,bcm-data-exports,,,,none
bcm-pricing-calculator.bill_estimate_commitment,bcm-pricing-calculator,bcm-pricing-calculator,,,,none
bcm-pricing-calculator.bill_estimate_input_commitment_modification,bcm-pricing-calculator,bcm-pricing-calculator,,,,none
bcm-pricing-calculator.bill_estimate_input_usage_modification,bcm-pricing-calculator,bcm-pricing-calculator,,,,none
bcm-pricing-calculator.bill_estimate_line_item,bcm-pricing-calculator,bcm-pricing-calculator,,,,none
bcm-pricing-calculator.bill_scenario,bcm-pricing-calculator,bcm-pricing-calculator,,,,none
bcm-pricing-calculator.bill_scenario_commitment_modification,bcm-pricing-calculator,bcm-pricing-calculator,,,,none
bcm-pricing-calculator.bill_scenario_usage_modification,bcm-pricing-calculator,bcm-pricing-calculator,,,,none
bcm-recommended-actions.recommended_action,bcm-recommended-actions,bcm-recommended-actions,,,,none
bedrock-agent-runtime.invocation,bedrock-agent-runtime,bedrock-agent-runtime,,,,none
bedrock-agent-runtime.invocation_step,bedrock-agent-runtime,bedrock-agent-runtime,,,,none
bedrock-agent-runtime.session,bedrock-agent-runtime,bedrock-agent-runtime,,,,none
bedrock-agent.bedrock_agent,bedrock-agent,bedrock-agent,,,,none
bedrock-agent.bedrock_knowledge_base,bedrock-agent,bedrock-agent,,,,none
bedrock-agent.flow,bedrock-agent,bedrock-agent,,,,none
bedrock-agent.flow_alia,bedrock-agent,bedrock-agent,,,,none
bedrock-agent.flow_alias,bedrock-agent,bedrock-agent,,,,none
bedrock-agent.flow_version,bedrock-agent,bedrock-agent,,,,none
bedrock-agent.prompt,bedrock-agent,bedrock-agent,,,,none
bedrock-agentcore-control.agent_runtime_endpoint,bedrock-agentcore-control,bedrock-agentcore-control,,,,none
bedrock-agentcore-control.gateway,bedrock-agentcore-control,bedrock-agentcore-control,,,,none
bedrock-agentcore-control.gateway_target,bedrock-agentcore-control,bedrock-agentcore-control,,,,none
bedrock-agentcore-control.memory,bedrock-agentcore-control,bedrock-agentcore-control,,,,none
bedrock-agentcore-control.token_vault,bedrock-agentcore-control,bedrock-agentcore-control,,,,none
bedrock-agentcore-control.workload_identity,bedrock-agentcore-control,bedrock-agentcore-control,,,,none
bedrockagentcore.actor,bedrock-agentcore,bedrock-agentcore,,,,none
bedrockagentcore.code_interpreter_session,bedrock-agentcore,bedrock-agentcore,,,,none
bedrockagentcore.event,bedrock-agentcore,bedrock-agentcore,,,,none
bedrockagentcore.memory_record,bedrock-agentcore,bedrock-agentcore,,,,none
bedrockagentcore.session,bedrock-agentcore,bedrock-agentcore,,,,none
bedrock-data-automation.blueprint,bedrock-data-automation,bedrock-data-automation,,,,none
billing.billing_view,billing,billing,,,,none
billingconductor.account_association,billingconductor,billingconductor,,,,none
billingconductor.billing_group,billingconductor,billingconductor,,,,none
billingconductor.custom_line_item,billingconductor,billingconductor,,,,none
billingconductor.custom_line_item_version,billingconductor,billingconductor,,,,none
billingconductor.pricing_plan,billingconductor,billingconductor,,,,none
billingconductor.pricing_plans_associated_with_pricing_rule,billingconductor,billingconductor,,,,none
billingconductor.pricing_rule,billingconductor,billingconductor,,,,none
billingconductor.pricing_rules_associated_to_pricing_plan,billingconductor,billingconductor,,,,none
billingconductor.resources_associated_to_custom_line_item,billingconductor,billingconductor,,,,none
ce.anomaly_monitor,ce,ce,,,,none
ce.anomaly_subscription,ce,ce,,,,none
ce.approximate_usage_record,ce,ce,,,,none
ce.cost_and_usage_with_resource,ce,ce,,,,none
ce.cost_category,ce,ce,,,,none
ce.dimension_value,ce,ce,,,,none
ce.reservation_coverage,ce,ce,,,,none
ce.reservation_utilization,ce,ce,,,,none
ce.savings_plan_purchase_recommendation_detail,ce,ce,,,,none
ce.savings_plans_coverage,ce,ce,,,,none
ce.savings_plans_utilization,ce,ce,,,,none
ce.savings_plans_utilization_detail,ce,ce,,,,none
chime-sdk-identity.app_instance,chime-sdk-identity,chime-sdk-identity,,,,none
chime-sdk-identity.app_instance_admin,chime-sdk-identity,chime-sdk-identity,,,,none
chime-sdk-identity.app_instance_bot,chime-sdk-identity,chime-sdk-identity,,,,none
chime-sdk-identity.app_instance_retention_setting,chime-sdk-identity,chime-sdk-identity,,,,none
chime-sdk-identity.app_instance_user,chime-sdk-identity,chime-sdk-identity,,,,none
chime-sdk-identity.app_instance_user_endpoint,chime-sdk-identity,chime-sdk-identity,,,,none
chime-sdk-media-pipelines.media_capture_pipeline,chime-sdk-media-pipelines,chime-sdk-media-pipelines,,,,none
chime-sdk-media-pipelines.media_insights_pipeline_configuration,chime-sdk-media-pipelines,chime-sdk-media-pipelines,,,,none
chime-sdk-media-pipelines.media_pipeline,chime-sdk-media-pipelines,chime-sdk-media-pipelines,,,,none
chime-sdk-media-pipelines.media_pipeline_kinesis_video_stream_pool,chime-sdk-media-pipelines,chime-sdk-media-pipelines,,,,none
chime-sdk-media-pipelines.speaker_search_task,chime-sdk-media-pipelines,chime-sdk-media-pipelines,,,,none
chime-sdk-media-pipelines.voice_tone_analysis_task,chime-sdk-media-pipelines,chime-sdk-media-pipelines,,,,none
chime-sdk-meetings.attendee,chime-sdk-meetings,chime-sdk-meetings,,,,none
chime-sdk-meetings.meeting,chime-sdk-meetings,chime-sdk-meetings,,,,none
chime-sdk-messaging.channel,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_ban,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_flow,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_membership,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_membership_for_app_instance_user,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_membership_preference,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_memberships_for_app_instance_user,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_message,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_message_status,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_moderated_by_app_instance_user,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channel_moderator,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.channels_moderated_by_app_instance_user,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.messaging_session_endpoint,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.messaging_streaming_configuration,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-messaging.sub_channel,chime-sdk-messaging,chime-sdk-messaging,,,,none
chime-sdk-voice.global_setting,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.phone_number,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.phone_number_order,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.phone_number_setting,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.proxy_session,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.sip_media_application,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.sip_media_application_alexa_skill_configuration,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.sip_media_application_logging_configuration,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.sip_rule,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.speaker_search_task,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.supported_phone_number_country,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector_emergency_calling_configuration,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector_group,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector_logging_configuration,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector_origination,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector_proxy,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector_streaming_configuration,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector_termination,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector_termination_credential,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_connector_termination_health,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_profile,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_profile_domain,chime-sdk-voice,chime-sdk-voice,,,,none
chime-sdk-voice.voice_tone_analysis_task,chime-sdk-voice,chime-sdk-voice,,,,none
cleanrooms.analysis_template,cleanrooms,cleanrooms,,,,none
cleanrooms.collaboration,cleanrooms,cleanrooms,,,,none
cleanrooms.collaboration_analysis_template,cleanrooms,cleanrooms,,,,none
cleanrooms.collaboration_change_request,cleanrooms,cleanrooms,,,,none
cleanrooms.collaboration_configured_audience_model_association,cleanrooms,cleanrooms,,,,none
cleanrooms.collaboration_id_namespace_association,cleanrooms,cleanrooms,,,,none
cleanrooms.collaboration_privacy_budget,cleanrooms,cleanrooms,,,,none
cleanrooms.collaboration_privacy_budget_template,cleanrooms,cleanrooms,,,,none
cleanrooms.configured_audience_model_association,cleanrooms,cleanrooms,,,,none
cleanrooms.configured_table,cleanrooms,cleanrooms,,,,none
cleanrooms.configured_table_analysis_rule,cleanrooms,cleanrooms,,,,none
cleanrooms.configured_table_association,cleanrooms,cleanrooms,,,,none
cleanrooms.id_mapping_table,cleanrooms,cleanrooms,,,,none
cleanrooms.id_namespace_association,cleanrooms,cleanrooms,,,,none
cleanrooms.member,cleanrooms,cleanrooms,,,,none
cleanrooms.membership,cleanrooms,cleanrooms,,,,none
cleanrooms.privacy_budget,cleanrooms,cleanrooms,,,,none
cleanrooms.privacy_budget_template,cleanrooms,cleanrooms,,,,none
cleanrooms.protected_job,cleanrooms,cleanrooms,,,,none
cleanrooms.protected_query,cleanrooms,cleanrooms,,,,none
cleanrooms.schema,cleanrooms,cleanrooms,,,,none
cleanrooms.schema_analysis_rule,cleanrooms,cleanrooms,,,,none
cleanroomsml.audience_export_job,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.audience_generation_job,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.audience_model,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.collaboration_configured_model_algorithm_association,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.collaboration_ml_input_channel,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.collaboration_trained_model,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.collaboration_trained_model_export_job,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.collaboration_trained_model_inference_job,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.configured_audience_model,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.configured_audience_model_policy,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.configured_model_algorithm,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.configured_model_algorithm_association,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.ml_input_channel,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.trained_model,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.trained_model_inference_job,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.trained_model_version,cleanroomsml,cleanroomsml,,,,none
cleanroomsml.training_dataset,cleanroomsml,cleanroomsml,,,,none
cloudcontrol.resource,cloudcontrol,cloudcontrol,,,,none
cloudcontrol.resource_request,cloudcontrol,cloudcontrol,,,,none
cloudcontrol.resource_request_status,cloudcontrol,cloudcontrol,,,,none
cloudfront-keyvaluestore.key,cloudfront-keyvaluestore,cloudfront-keyvaluestore,,,,none
cloudfront-keyvaluestore.key_value_store,cloudfront-keyvaluestore,cloudfront-keyvaluestore,,,,none
cloudhsmv2.cloudhsm_cluster,cloudhsmv2,cloudhsmv2,,,,none
cloudsearchdomain.search,cloudsearchdomain,cloudsearchdomain,,,,none
codecatalyst.access_token,codecatalyst,codecatalyst,,,,none
codecatalyst.dev_environment,codecatalyst,codecatalyst,,,,none
codecatalyst.dev_environment_session,codecatalyst,codecatalyst,,,,none
codecatalyst.event_log,codecatalyst,codecatalyst,,,,none
codecatalyst.project,codecatalyst,codecatalyst,,,,none
codecatalyst.source_repository,codecatalyst,codecatalyst,,,,none
codecatalyst.source_repository_branch,codecatalyst,codecatalyst,,,,none
codecatalyst.source_repository_clone_url,codecatalyst,codecatalyst,,,,none
codecatalyst.space,codecatalyst,codecatalyst,,,,none
codecatalyst.subscription,codecatalyst,codecatalyst,,,,none
codecatalyst.user_detail,codecatalyst,codecatalyst,,,,none
codecatalyst.workflow,codecatalyst,codecatalyst,,,,none
codecatalyst.workflow_run,codecatalyst,codecatalyst,,,,none
codeconnections.connection,codeconnections,codeconnections,,,,none
codeconnections.repository_link,codeconnections,codeconnections,,,,none
codeguru-reviewer.code_review,codeguru-reviewer,codeguru-reviewer,,,,none
codeguru-reviewer.recommendation_feedback,codeguru-reviewer,codeguru-reviewer,,,,none
codeguru-reviewer.repository_association,codeguru-reviewer,codeguru-reviewer,,,,none
codeguru-security.finding,codeguru-security,codeguru-security,,,,none
codeguru-security.findings_metric,codeguru-security,codeguru-security,,,,none
codeguru-security.scan,codeguru-security,codeguru-security,,,,none
codeguruprofiler.notification_configuration,codeguruprofiler,codeguruprofiler,,,,none
codeguruprofiler.policy,codeguruprofiler,codeguruprofiler,,,,none
codeguruprofiler.profile,codeguruprofiler,codeguruprofiler,,,,none
codeguruprofiler.profile_time,codeguruprofiler,codeguruprofiler,,,,none
codeguruprofiler.profiling_group,codeguruprofiler,codeguruprofiler,,,,none
codeguru-reviewer.repository_association,codegurureviewer,codegurureviewer,,,,none
codestar-connections.connection,codestar-connections,codestar-connections,,,,none
codestar-connections.host,codestar-connections,codestar-connections,,,,none
codestar-connections.repository_link,codestar-connections,codestar-connections,,,,none
codestar-connections.repository_sync_definition,codestar-connections,codestar-connections,,,,none
codestar-connections.repository_sync_status,codestar-connections,codestar-connections,,,,none
codestar-connections.resource_sync_status,codestar-connections,codestar-connections,,,,none
codestar-connections.sync_configuration,codestar-connections,codestar-connections,,,,none
codestar-notifications.event_type,codestar-notifications,codestar-notifications,,,,none
codestar-notifications.notification_rule,codestar-notifications,codestar-notifications,,,,none
cognito-identity.credentials_for_identity,cognito-identity,cognito-identity,,,,none
cognito-identity.id,cognito-identity,cognito-identity,,,,none
cognito-identity.identity,cognito-identity,cognito-identity,,,,none
cognito-identity.identity_pool,cognito-identity,cognito-identity,,,,none
cognito-identity.identity_pool_role,cognito-identity,cognito-identity,,,,none
cognito-identity.open_id_token,cognito-identity,cognito-identity,,,,none
cognito-identity.open_id_token_for_developer_identity,cognito-identity,cognito-identity,,,,none
cognito-identity.principal_tag_attribute_map,cognito-identity,cognito-identity,,,,none
cognito-identity.user_pool,cognito-identity,cognito-identity,,,,none
cognito-idp.csv_header,cognito-idp,cognito-idp,,,,none
cognito-idp.device,cognito-idp,cognito-idp,,,,none
cognito-idp.group,cognito-idp,cognito-idp,,,,none
cognito-idp.identity_provider,cognito-idp,cognito-idp,,,,none
cognito-idp.identity_provider_by_identifier,cognito-idp,cognito-idp,,,,none
cognito-idp.log_delivery_configuration,cognito-idp,cognito-idp,,,,none
cognito-idp.managed_login_branding,cognito-idp,cognito-idp,,,,none
cognito-idp.resource_server,cognito-idp,cognito-idp,,,,none
cognito-idp.risk_configuration,cognito-idp,cognito-idp,,,,none
cognito-idp.signing_certificate,cognito-idp,cognito-idp,,,,none
cognito-idp.ui_customization,cognito-idp,cognito-idp,,,,none
cognito-idp.user_attribute_verification_code,cognito-idp,cognito-idp,,,,none
cognito-idp.user_import_job,cognito-idp,cognito-idp,,,,none
cognito-idp.user_pool,cognito-idp,cognito-idp,,,,none
cognito-idp.user_pool_client,cognito-idp,cognito-idp,,,,none
cognito-idp.user_pool_domain,cognito-idp,cognito-idp,,,,none
cognito-idp.user_pool_mfa_config,cognito-idp,cognito-idp,,,,none
cognito-idp.users_in_group,cognito-idp,cognito-idp,,,,none
cognito-sync.bulk_publish_detail,cognito-sync,cognito-sync,,,,none
cognito-sync.cognito_event,cognito-sync,cognito-sync,,,,none
cognito-sync.dataset,cognito-sync,cognito-sync,,,,none
cognito-sync.identity_pool_configuration,cognito-sync,cognito-sync,,,,none
cognito-sync.record,cognito-sync,cognito-sync,,,,none
comprehendmedical.entities_detection_v2_job,comprehendmedical,comprehendmedical,,,,none
comprehendmedical.icd10_cm_inference_job,comprehendmedical,comprehendmedical,,,,none
comprehendmedical.phi_detection_job,comprehendmedical,comprehendmedical,,,,none
comprehendmedical.rx_norm_inference_job,comprehendmedical,comprehendmedical,,,,none
comprehendmedical.snomedct_inference_job,comprehendmedical,comprehendmedical,,,,none
compute-optimizer-automation.account,compute-optimizer-automation,compute-optimizer-automation,,,,none
compute-optimizer-automation.automation_rule,compute-optimizer-automation,compute-optimizer-automation,,,,none
compute-optimizer-automation.recommended_action,compute-optimizer-automation,compute-optimizer-automation,,,,none
connect-contact-lens.realtime_contact_analysis_segment,connect-contact-lens,connect-contact-lens,,,,none
connectcampaigns.campaign,connectcampaigns,connectcampaigns,,,,none
connectcampaigns.campaign_state,connectcampaigns,connectcampaigns,,,,none
connectcampaigns.campaign_state_batch,connectcampaigns,connectcampaigns,,,,none
connectcampaigns.campaign,connectcampaigns,connectcampaigns,,,,none
connectcampaigns.connect_instance_config,connectcampaigns,connectcampaigns,,,,none
connectcampaigns.instance_onboarding_job_status,connectcampaigns,connectcampaigns,,,,none
connectcampaignsv2.campaign,connectcampaignsv2,connectcampaignsv2,,,,none
connectcases.case,connectcases,connectcases,,,,none
connectcases.case_audit_event,connectcases,connectcases,,,,none
connectcases.case_event_configuration,connectcases,connectcases,,,,none
connectcases.case_rule,connectcases,connectcases,,,,none
connectcases.cases_for_contact,connectcases,connectcases,,,,none
connectcases.domain,connectcases,connectcases,,,,none
connectcases.field,connectcases,connectcases,,,,none
connectcases.field_option,connectcases,connectcases,,,,none
connectcases.layout,connectcases,connectcases,,,,none
connectcases.search_cas,connectcases,connectcases,,,,none
connectcases.search_related_item,connectcases,connectcases,,,,none
connectcases.template,connectcases,connectcases,,,,none
connectparticipant.attachment,connectparticipant,connectparticipant,,,,none
connectparticipant.transcript,connectparticipant,connectparticipant,,,,none
connectparticipant.view,connectparticipant,connectparticipant,,,,none
controlcatalog.common_control,controlcatalog,controlcatalog,,,,none
controlcatalog.control,controlcatalog,controlcatalog,,,,none
controlcatalog.domain,controlcatalog,controlcatalog,,,,none
controlcatalog.objective,controlcatalog,controlcatalog,,,,none
cost-optimization-hub.preference,cost-optimization-hub,cost-optimization-hub,,,,none
cur.report_definition,cur,cur,,,,none
custom.event_bu,custom,custom,,,,none
custom.event_bus,custom,custom,,,,none
customer-profiles.account_integration,customer-profiles,customer-profiles,,,,none
customer-profiles.calculated_attribute_definition,customer-profiles,customer-profiles,,,,none
customer-profiles.calculated_attribute_for_profile,customer-profiles,customer-profiles,,,,none
customer-profiles.calculated_attributes_for_profile,customer-profiles,customer-profiles,,,,none
customer-profiles.domain,customer-profiles,customer-profiles,,,,none
customer-profiles.event_stream,customer-profiles,customer-profiles,,,,none
customer-profiles.event_trigger,customer-profiles,customer-profiles,,,,none
customer-profiles.identity_resolution_job,customer-profiles,customer-profiles,,,,none
customer-profiles.match,customer-profiles,customer-profiles,,,,none
customer-profiles.profile_history_record,customer-profiles,customer-profiles,,,,none
customer-profiles.profile_object,customer-profiles,customer-profiles,,,,none
customer-profiles.profile_object_type,customer-profiles,customer-profiles,,,,none
customer-profiles.profile_object_type_template,customer-profiles,customer-profiles,,,,none
customer-profiles.rule_based_match,customer-profiles,customer-profiles,,,,none
customer-profiles.segment_definition,customer-profiles,customer-profiles,,,,none
customer-profiles.segment_membership,customer-profiles,customer-profiles,,,,none
customer-profiles.similar_profile,customer-profiles,customer-profiles,,,,none
customer-profiles.workflow,customer-profiles,customer-profiles,,,,none
customer-profiles.workflow_step,customer-profiles,customer-profiles,,,,none
customer-profiles.domain,customerprofiles,customerprofiles,,,,none
databrew.dataset,databrew,databrew,,,,none
databrew.job,databrew,databrew,,,,none
databrew.job_run,databrew,databrew,,,,none
databrew.project,databrew,databrew,,,,none
databrew.recipe,databrew,databrew,,,,none
