source_key,source_c7n,source_service,source_path,path_kind,target_key,target_c7n,edge_type,source,confidence,resolution,operation,evidence
polly.voice,,polly,LanguageName,scalar,translate.language,,references,doc,medium,global-exact,describe_voices,polly.DescribeVoices
proton.deployment,,proton,componentName,scalar,proton.component,,references,doc,medium,service-exact,list_deployments,proton.ListDeployments
proton.deployment,,proton,deployment.componentName,dotted,proton.component,,references,doc,medium,service-exact,get_deployment,proton.GetDeployment
proton.deployment,,proton,deployment.environmentName,dotted,proton.environment,,references,doc,medium,service-exact,get_deployment,proton.GetDeployment
proton.deployment,,proton,environmentName,scalar,proton.environment,,references,doc,medium,service-exact,list_deployments,proton.ListDeployments
proton.deployment,,proton,deployment.serviceName,dotted,proton.service,,references,doc,medium,service-exact,get_deployment,proton.GetDeployment
proton.deployment,,proton,serviceName,scalar,proton.service,,references,doc,medium,service-exact,list_deployments,proton.ListDeployments
proton.environment,,proton,templateName,scalar,proton.environment_template,,references,doc,medium,service-exact,list_environments,proton.ListEnvironments
proton.environment_template_version,,proton,templateName,scalar,proton.environment_template,,references,doc,medium,service-exact,list_environment_template_versions,proton.ListEnvironmentTemplateVersions
proton.service,,proton,service.repositoryId,dotted,proton.repository,,references,doc,medium,service-partial,get_service,proton.GetService
proton.service,,proton,service.templateName,dotted,proton.service_template,,references,doc,medium,service-exact,get_service,proton.GetService
proton.service,,proton,templateName,scalar,proton.service_template,,references,doc,medium,service-exact,list_services,proton.ListServices
proton.service_instance,,proton,serviceInstance.serviceName,dotted,proton.service,,references,doc,medium,service-exact,get_service_instance,proton.GetServiceInstance
proton.service_instance,,proton,serviceName,scalar,proton.service,,references,doc,medium,service-exact,list_service_instances,proton.ListServiceInstances
proton.service_instance,,proton,templateName,scalar,proton.service_template,,references,doc,medium,service-exact,list_service_instances,proton.ListServiceInstances
proton.service_sync_config,,proton,serviceSyncConfig.serviceName,dotted,proton.service,,references,doc,medium,service-exact,get_service_sync_config,proton.GetServiceSyncConfig
proton.service_template_version,,proton,templateName,scalar,proton.service_template,,references,doc,medium,service-exact,list_service_template_versions,proton.ListServiceTemplateVersions
qbusiness.application,,qbusiness,encryptionConfiguration.kmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,well-known,get_application,qbusiness.GetApplication
qbusiness.chat_controls_configuration,,qbusiness,rules[].ruleConfiguration.contentRetrievalRule.eligibleDataSources[].dataSourceId,list_nested,qbusiness.data_source,,references,doc,medium,service-exact,get_chat_controls_configuration,qbusiness.GetChatControlsConfiguration
qbusiness.chat_controls_configuration,,qbusiness,rules[].ruleConfiguration.contentRetrievalRule.eligibleDataSources[].indexId,list_nested,qbusiness.index,,references,doc,medium,service-exact,get_chat_controls_configuration,qbusiness.GetChatControlsConfiguration
qbusiness.data_source,,qbusiness,applicationId,scalar,qbusiness.application,,references,doc,medium,service-partial,get_data_source,qbusiness.GetDataSource
qbusiness.data_source,,qbusiness,indexId,scalar,qbusiness.index,,references,doc,medium,service-exact,get_data_source,qbusiness.GetDataSource
qbusiness.indice,,qbusiness,indexId,scalar,qbusiness.index,,references,doc,medium,service-exact,list_indices,qbusiness.ListIndices
qbusiness.message,,qbusiness,actionExecution.pluginId,dotted,qbusiness.plugin,,references,doc,medium,service-exact,list_messages,qbusiness.ListMessages
qbusiness.message,,qbusiness,actionReview.pluginId,dotted,qbusiness.plugin,,references,doc,medium,service-exact,list_messages,qbusiness.ListMessages
qbusiness.plugin,,qbusiness,applicationId,scalar,qbusiness.application,,references,doc,medium,service-exact,get_plugin,qbusiness.GetPlugin
qbusiness.retriever,,qbusiness,configuration.kendraIndexConfiguration.indexId,dotted,qbusiness.index,,references,doc,medium,service-partial,get_retriever,qbusiness.GetRetriever
qbusiness.retriever,,qbusiness,configuration.nativeIndexConfiguration.indexId,dotted,qbusiness.index,,references,doc,medium,service-partial,get_retriever,qbusiness.GetRetriever
qconnect.assistant_association,,qconnect,assistantAssociation.assistantId,dotted,qconnect.assistant,,references,doc,medium,service-partial,get_assistant_association,qconnect.GetAssistantAssociation
qconnect.assistant_association,,qconnect,assistantId,scalar,qconnect.assistant,,references,doc,medium,service-partial,list_assistant_associations,qconnect.ListAssistantAssociations
qconnect.assistant_association,,qconnect,assistantAssociation.associationData.knowledgeBaseAssociation.knowledgeBaseId,dotted,qconnect.knowledge_base,,references,doc,medium,service-exact,get_assistant_association,qconnect.GetAssistantAssociation
qconnect.assistant_association,,qconnect,associationData.knowledgeBaseAssociation.knowledgeBaseId,dotted,qconnect.knowledge_base,,references,doc,medium,service-exact,list_assistant_associations,qconnect.ListAssistantAssociations
qconnect.content,,qconnect,content.knowledgeBaseId,dotted,qconnect.knowledge_base,,references,doc,medium,service-exact,get_content,qconnect.GetContent
qconnect.content,,qconnect,knowledgeBaseId,scalar,qconnect.knowledge_base,,references,doc,medium,service-exact,list_contents,qconnect.ListContents
qconnect.content_summary,,qconnect,contentSummary.contentId,dotted,qconnect.content,,references,doc,medium,service-exact,get_content_summary,qconnect.GetContentSummary
qconnect.content_summary,,qconnect,contentSummary.revisionId,dotted,qconnect.content,,references,doc,medium,service-partial,get_content_summary,qconnect.GetContentSummary
qconnect.content_summary,,qconnect,contentSummary.knowledgeBaseId,dotted,qconnect.knowledge_base,,references,doc,medium,service-exact,get_content_summary,qconnect.GetContentSummary
qconnect.import_job,,qconnect,importJob.knowledgeBaseId,dotted,qconnect.knowledge_base,,references,doc,medium,service-exact,get_import_job,qconnect.GetImportJob
qconnect.import_job,,qconnect,knowledgeBaseId,scalar,qconnect.knowledge_base,,references,doc,medium,service-exact,list_import_jobs,qconnect.ListImportJobs
qconnect.quick_response,,qconnect,quickResponse.knowledgeBaseId,dotted,qconnect.knowledge_base,,references,doc,medium,service-exact,get_quick_response,qconnect.GetQuickResponse
qconnect.recommendation,,qconnect,data.reference.contentReference.contentId,dotted,qconnect.content,,references,doc,medium,service-exact,get_recommendations,qconnect.GetRecommendations
qconnect.recommendation,,qconnect,document.contentReference.contentId,dotted,qconnect.content,,references,doc,medium,service-exact,get_recommendations,qconnect.GetRecommendations
qconnect.recommendation,,qconnect,data.reference.contentReference.knowledgeBaseId,dotted,qconnect.knowledge_base,,references,doc,medium,service-exact,get_recommendations,qconnect.GetRecommendations
qconnect.recommendation,,qconnect,document.contentReference.knowledgeBaseId,dotted,qconnect.knowledge_base,,references,doc,medium,service-exact,get_recommendations,qconnect.GetRecommendations
qldb.ledger,qldb,qldb,EncryptionDescription.KmsKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_ledger,qldb.DescribeLedger
qldb.ledger,qldb,qldb,S3ExportConfiguration.EncryptionConfiguration.KmsKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,list_journal_s3_exports_for_ledger,qldb.ListJournalS3ExportsForLedger
qldb.stream,,qldb,Stream.LedgerName,dotted,qldb.ledger,qldb,references,doc,medium,service-exact,describe_journal_kinesis_stream,qldb.DescribeJournalKinesisStream
quicksight.analysis,,quicksight,Definition.DataSetIdentifierDeclarations[].Identifier,list_dict,quicksight.data_set,,references,doc,medium,service-exact,describe_analysis_definition,quicksight.DescribeAnalysisDefinition
quicksight.analysis,,quicksight,Analysis.ThemeArn,dotted,quicksight.theme,,references,doc,medium,service-exact,describe_analysis,quicksight.DescribeAnalysis
quicksight.analysis,,quicksight,ThemeArn,scalar,quicksight.theme,,references,doc,medium,service-exact,describe_analysis_definition,quicksight.DescribeAnalysisDefinition
quicksight.dashboard,,quicksight,Definition.DataSetIdentifierDeclarations[].Identifier,list_dict,quicksight.data_set,,references,doc,medium,service-exact,describe_dashboard_definition,quicksight.DescribeDashboardDefinition
quicksight.dashboard,,quicksight,ThemeArn,scalar,quicksight.theme,,references,doc,medium,service-exact,describe_dashboard_definition,quicksight.DescribeDashboardDefinition
quicksight.data_set_permission,,quicksight,DataSetId,scalar,quicksight.data_set,,references,doc,medium,service-exact,describe_data_set_permissions,quicksight.DescribeDataSetPermissions
quicksight.data_source,,quicksight,AlternateDataSourceParameters[].RdsParameters.InstanceId,list_dict,ec2.instance,ec2,references,doc,medium,leaf-hint,list_data_sources,quicksight.ListDataSources
quicksight.data_source,,quicksight,DataSource.AlternateDataSourceParameters[].RdsParameters.InstanceId,list_dict,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_data_source,quicksight.DescribeDataSource
quicksight.data_source,,quicksight,DataSource.DataSourceParameters.RdsParameters.InstanceId,dotted,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_data_source,quicksight.DescribeDataSource
quicksight.data_source,,quicksight,DataSourceParameters.RdsParameters.InstanceId,dotted,ec2.instance,ec2,references,doc,medium,leaf-hint,list_data_sources,quicksight.ListDataSources
quicksight.template,,quicksight,ThemeArn,scalar,quicksight.theme,,references,doc,medium,service-exact,describe_template_definition,quicksight.DescribeTemplateDefinition
quicksight.topic,,quicksight,DatasetId,scalar,quicksight.data_set,,references,doc,medium,service-exact,list_topic_refresh_schedules,quicksight.ListTopicRefreshSchedules
quicksight.topic,,quicksight,DatasetName,scalar,quicksight.data_set,,references,doc,medium,service-exact,list_topic_refresh_schedules,quicksight.ListTopicRefreshSchedules
quicksight.topic,,quicksight,Topic.DataSets[].DatasetName,list_dict,quicksight.data_set,,references,doc,medium,service-exact,describe_topic,quicksight.DescribeTopic
quicksight.topic,,quicksight,RefreshDetails.RefreshId,dotted,quicksight.refresh_schedule,,references,doc,medium,service-partial,describe_topic_refresh,quicksight.DescribeTopicRefresh
quicksight.vpc_connection,,quicksight,NetworkInterfaces[].NetworkInterfaceId,list_dict,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,list_vpc_connections,quicksight.ListVPCConnections
quicksight.vpc_connection,,quicksight,VPCConnection.NetworkInterfaces[].NetworkInterfaceId,list_dict,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_vpc_connection,quicksight.DescribeVPCConnection
quicksight.vpc_connection,,quicksight,NetworkInterfaces[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,list_vpc_connections,quicksight.ListVPCConnections
quicksight.vpc_connection,,quicksight,VPCConnection.NetworkInterfaces[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_vpc_connection,quicksight.DescribeVPCConnection
quicksight.vpc_connection,,quicksight,Name,scalar,ec2.vpc,vpc,contained-in,doc,medium,well-known,list_vpc_connections,quicksight.ListVPCConnections
quicksight.vpc_connection,,quicksight,VPCConnection.Name,dotted,ec2.vpc,vpc,contained-in,doc,medium,well-known,describe_vpc_connection,quicksight.DescribeVPCConnection
quicksight.vpc_connection,,quicksight,VPCConnection.VPCId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_vpc_connection,quicksight.DescribeVPCConnection
quicksight.vpc_connection,,quicksight,VPCId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,list_vpc_connections,quicksight.ListVPCConnections
quicksight.vpc_connection,,quicksight,RoleArn,scalar,iam.role,iam-role,assumes,doc,medium,well-known,list_vpc_connections,quicksight.ListVPCConnections
quicksight.vpc_connection,,quicksight,VPCConnection.RoleArn,dotted,iam.role,iam-role,assumes,doc,medium,well-known,describe_vpc_connection,quicksight.DescribeVPCConnection
ram.resource_share_association,,ram,resourceShareName,scalar,ram.resource_share,,references,doc,medium,service-exact,get_resource_share_associations,ram.GetResourceShareAssociations
ram.resource_share_invitation,,ram,resourceShareAssociations[].resourceShareName,list_dict,ram.resource_share,,references,doc,medium,service-exact,get_resource_share_invitations,ram.GetResourceShareInvitations
ram.resource_share_invitation,,ram,resourceShareName,scalar,ram.resource_share,,references,doc,medium,service-exact,get_resource_share_invitations,ram.GetResourceShareInvitations
rds.db_cluster,rds-cluster,rds,VpcSecurityGroups[].VpcSecurityGroupId,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_db_clusters,rds.DescribeDBClusters
rds.db_cluster,rds-cluster,rds,ActivityStreamKmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,describe_db_clusters,rds.DescribeDBClusters
rds.db_cluster,rds-cluster,rds,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_db_clusters,rds.DescribeDBClusters
rds.db_cluster,rds-cluster,rds,MasterUserSecret.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_db_clusters,rds.DescribeDBClusters
rds.db_cluster,rds-cluster,rds,PerformanceInsightsKMSKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,describe_db_clusters,rds.DescribeDBClusters
rds.db_cluster_automated_backup,,rds,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_db_cluster_automated_backups,rds.DescribeDBClusterAutomatedBackups
rds.db_cluster_automated_backup,,rds,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_db_cluster_automated_backups,rds.DescribeDBClusterAutomatedBackups
rds.db_cluster_automated_backup,,rds,DBClusterIdentifier,scalar,rds.db_cluster,rds-cluster,references,doc,medium,service-partial,describe_db_cluster_automated_backups,rds.DescribeDBClusterAutomatedBackups
rds.db_cluster_automated_backup,,rds,DbClusterResourceId,scalar,rds.db_cluster,rds-cluster,references,doc,medium,service-partial,describe_db_cluster_automated_backups,rds.DescribeDBClusterAutomatedBackups
rds.db_cluster_endpoint,,rds,DBClusterIdentifier,scalar,rds.db_cluster,rds-cluster,references,doc,medium,service-partial,describe_db_cluster_endpoints,rds.DescribeDBClusterEndpoints
rds.db_instance,rds,rds,VpcSecurityGroups[].VpcSecurityGroupId,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,DBSubnetGroup.Subnets[].SubnetIdentifier,list_dict,ec2.subnet,subnet,contained-in,doc,medium,well-known,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,DBSubnetGroup.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,ActivityStreamKmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,MasterUserSecret.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,PerformanceInsightsKMSKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,DBParameterGroups[].DBParameterGroupName,list_dict,rds.db_parameter_group,rds-param-group,references,doc,medium,service-exact,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,DBSecurityGroups[].DBSecurityGroupName,list_dict,rds.db_security_group,,references,doc,medium,service-exact,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,DBSubnetGroup.DBSubnetGroupName,dotted,rds.db_subnet_group,rds-subnet-group,references,doc,medium,service-exact,describe_db_instances,rds.DescribeDBInstances
rds.db_instance,rds,rds,OptionGroupMemberships[].OptionGroupName,list_dict,rds.option_group,,references,doc,medium,service-partial,describe_db_instances,rds.DescribeDBInstances
rds.db_instance_automated_backup,,rds,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_db_instance_automated_backups,rds.DescribeDBInstanceAutomatedBackups
rds.db_instance_automated_backup,,rds,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_db_instance_automated_backups,rds.DescribeDBInstanceAutomatedBackups
rds.db_instance_automated_backup,,rds,DBInstanceIdentifier,scalar,rds.db_instance,rds,references,doc,medium,service-partial,describe_db_instance_automated_backups,rds.DescribeDBInstanceAutomatedBackups
rds.db_instance_automated_backup,,rds,DbiResourceId,scalar,rds.db_instance,rds,references,doc,medium,service-partial,describe_db_instance_automated_backups,rds.DescribeDBInstanceAutomatedBackups
rds.db_proxy,rds-proxy,rds,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_db_proxies,rds.DescribeDBProxies
rds.db_proxy_endpoint,,rds,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_db_proxy_endpoints,rds.DescribeDBProxyEndpoints
rds.db_security_group,,rds,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_db_security_groups,rds.DescribeDBSecurityGroups
rds.db_subnet_group,rds-subnet-group,rds,Subnets[].SubnetIdentifier,list_dict,ec2.subnet,subnet,contained-in,doc,medium,well-known,describe_db_subnet_groups,rds.DescribeDBSubnetGroups
rds.db_subnet_group,rds-subnet-group,rds,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_db_subnet_groups,rds.DescribeDBSubnetGroups
rds.export_task,,rds,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_export_tasks,rds.DescribeExportTasks
rds.option_group,,rds,Options[].VpcSecurityGroupMemberships[].VpcSecurityGroupId,list_nested,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_option_groups,rds.DescribeOptionGroups
rds.option_group,,rds,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_option_groups,rds.DescribeOptionGroups
rds.option_group,,rds,Options[].DBSecurityGroupMemberships[].DBSecurityGroupName,list_nested,rds.db_security_group,,references,doc,medium,service-exact,describe_option_groups,rds.DescribeOptionGroups
rds.tenant_databas,,rds,DbiResourceId,scalar,rds.db_instance,rds,references,doc,medium,service-exact,describe_tenant_databases,rds.DescribeTenantDatabases
redshift-data.statement_result,,redshift-data,ColumnMetadata[].tableName,list_dict,redshift-data.table,,references,doc,medium,service-exact,get_statement_result,redshift-data.GetStatementResult
redshift-serverless.custom_domain_association,,redshift-serverless,workgroupName,scalar,redshift-serverless.workgroup,,references,doc,medium,service-exact,get_custom_domain_association,redshift-serverless.GetCustomDomainAssociation
redshift-serverless.endpoint_access,,redshift-serverless,endpoint.vpcEndpoint.networkInterfaces[].networkInterfaceId,list_dict,ec2.network_interface,eni,attached-to,doc,medium,well-known,get_endpoint_access,redshift-serverless.GetEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,vpcEndpoint.networkInterfaces[].networkInterfaceId,list_dict,ec2.network_interface,eni,attached-to,doc,medium,well-known,list_endpoint_access,redshift-serverless.ListEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,endpoint.vpcSecurityGroups[].vpcSecurityGroupId,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,get_endpoint_access,redshift-serverless.GetEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,vpcSecurityGroups[].vpcSecurityGroupId,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,list_endpoint_access,redshift-serverless.ListEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,endpoint.vpcEndpoint.networkInterfaces[].subnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,get_endpoint_access,redshift-serverless.GetEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,vpcEndpoint.networkInterfaces[].subnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,list_endpoint_access,redshift-serverless.ListEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,endpoint.endpointName,dotted,ec2.vpc,vpc,contained-in,doc,medium,well-known,get_endpoint_access,redshift-serverless.GetEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,endpoint.vpcEndpoint.vpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,get_endpoint_access,redshift-serverless.GetEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,endpointName,scalar,ec2.vpc,vpc,contained-in,doc,medium,well-known,list_endpoint_access,redshift-serverless.ListEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,vpcEndpoint.vpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,list_endpoint_access,redshift-serverless.ListEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,endpoint.workgroupName,dotted,redshift-serverless.workgroup,,references,doc,medium,service-exact,get_endpoint_access,redshift-serverless.GetEndpointAccess
redshift-serverless.endpoint_access,,redshift-serverless,workgroupName,scalar,redshift-serverless.workgroup,,references,doc,medium,service-exact,list_endpoint_access,redshift-serverless.ListEndpointAccess
redshift-serverless.namespace,,redshift-serverless,adminPasswordSecretKmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,list_namespaces,redshift-serverless.ListNamespaces
redshift-serverless.namespace,,redshift-serverless,namespace.adminPasswordSecretKmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,well-known,get_namespace,redshift-serverless.GetNamespace
redshift-serverless.snapshot,,redshift-serverless,adminPasswordSecretKmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,list_snapshots,redshift-serverless.ListSnapshots
redshift-serverless.snapshot,,redshift-serverless,kmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,list_snapshots,redshift-serverless.ListSnapshots
redshift-serverless.snapshot,,redshift-serverless,snapshot.adminPasswordSecretKmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,well-known,get_snapshot,redshift-serverless.GetSnapshot
redshift-serverless.snapshot,,redshift-serverless,snapshot.kmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,well-known,get_snapshot,redshift-serverless.GetSnapshot
redshift-serverless.table_restore_status,,redshift-serverless,recoveryPointId,scalar,redshift-serverless.recovery_point,,references,doc,medium,service-partial,list_table_restore_status,redshift-serverless.ListTableRestoreStatus
redshift-serverless.table_restore_status,,redshift-serverless,tableRestoreStatus.recoveryPointId,dotted,redshift-serverless.recovery_point,,references,doc,medium,service-partial,get_table_restore_status,redshift-serverless.GetTableRestoreStatus
redshift-serverless.table_restore_status,,redshift-serverless,tableRestoreStatus.workgroupName,dotted,redshift-serverless.workgroup,,references,doc,medium,service-exact,get_table_restore_status,redshift-serverless.GetTableRestoreStatus
redshift-serverless.table_restore_status,,redshift-serverless,workgroupName,scalar,redshift-serverless.workgroup,,references,doc,medium,service-exact,list_table_restore_status,redshift-serverless.ListTableRestoreStatus
redshift-serverless.workgroup,,redshift-serverless,endpoint.vpcEndpoints[].networkInterfaces[].networkInterfaceId,list_nested,ec2.network_interface,eni,attached-to,doc,medium,well-known,list_workgroups,redshift-serverless.ListWorkgroups
redshift-serverless.workgroup,,redshift-serverless,workgroup.endpoint.vpcEndpoints[].networkInterfaces[].networkInterfaceId,list_nested,ec2.network_interface,eni,attached-to,doc,medium,well-known,get_workgroup,redshift-serverless.GetWorkgroup
redshift-serverless.workgroup,,redshift-serverless,endpoint.vpcEndpoints[].networkInterfaces[].subnetId,list_nested,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,list_workgroups,redshift-serverless.ListWorkgroups
redshift-serverless.workgroup,,redshift-serverless,workgroup.endpoint.vpcEndpoints[].networkInterfaces[].subnetId,list_nested,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,get_workgroup,redshift-serverless.GetWorkgroup
redshift-serverless.workgroup,,redshift-serverless,endpoint.vpcEndpoints[].vpcId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,list_workgroups,redshift-serverless.ListWorkgroups
redshift-serverless.workgroup,,redshift-serverless,workgroup.endpoint.vpcEndpoints[].vpcId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,get_workgroup,redshift-serverless.GetWorkgroup
redshift.cluster,redshift,redshift,Endpoint.VpcEndpoints[].NetworkInterfaces[].NetworkInterfaceId,list_nested,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_clusters,redshift.DescribeClusters
redshift.cluster,redshift,redshift,VpcSecurityGroups[].VpcSecurityGroupId,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_clusters,redshift.DescribeClusters
redshift.cluster,redshift,redshift,Endpoint.VpcEndpoints[].NetworkInterfaces[].SubnetId,list_nested,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_clusters,redshift.DescribeClusters
redshift.cluster,redshift,redshift,Endpoint.VpcEndpoints[].VpcId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_clusters,redshift.DescribeClusters
redshift.cluster,redshift,redshift,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_cluster_snapshots,redshift.DescribeClusterSnapshots
redshift.cluster,redshift,redshift,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_cluster_snapshots,redshift.DescribeClusterSnapshots
redshift.cluster,redshift,redshift,MasterPasswordSecretKmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,describe_cluster_snapshots,redshift.DescribeClusterSnapshots
redshift.cluster,redshift,redshift,ClusterParameterGroups[].ParameterGroupName,list_dict,redshift.cluster_parameter_group,,references,doc,medium,service-exact,describe_clusters,redshift.DescribeClusters
redshift.cluster,redshift,redshift,ClusterSecurityGroups[].ClusterSecurityGroupName,list_dict,redshift.cluster_security_group,,references,doc,medium,service-exact,describe_clusters,redshift.DescribeClusters
redshift.cluster,redshift,redshift,DeferredMaintenanceWindows[].DeferMaintenanceIdentifier,list_dict,ssm.maintenance_window,,references,doc,medium,global-exact,describe_clusters,redshift.DescribeClusters
redshift.cluster_db_revision,,redshift,ClusterIdentifier,scalar,redshift.cluster,redshift,references,doc,medium,service-exact,describe_cluster_db_revisions,redshift.DescribeClusterDbRevisions
redshift.cluster_subnet_group,redshift-subnet-group,redshift,Subnets[].SubnetIdentifier,list_dict,ec2.subnet,subnet,contained-in,doc,medium,well-known,describe_cluster_subnet_groups,redshift.DescribeClusterSubnetGroups
redshift.cluster_subnet_group,redshift-subnet-group,redshift,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_cluster_subnet_groups,redshift.DescribeClusterSubnetGroups
redshift.endpoint_access,,redshift,VpcEndpoint.NetworkInterfaces[].NetworkInterfaceId,list_dict,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_endpoint_access,redshift.DescribeEndpointAccess
redshift.endpoint_access,,redshift,VpcSecurityGroups[].VpcSecurityGroupId,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_endpoint_access,redshift.DescribeEndpointAccess
redshift.endpoint_access,,redshift,VpcEndpoint.NetworkInterfaces[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_endpoint_access,redshift.DescribeEndpointAccess
redshift.endpoint_access,,redshift,VpcEndpoint.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_endpoint_access,redshift.DescribeEndpointAccess
redshift.endpoint_access,,redshift,ClusterIdentifier,scalar,redshift.cluster,redshift,references,doc,medium,service-exact,describe_endpoint_access,redshift.DescribeEndpointAccess
redshift.logging_status,,redshift,BucketName,scalar,s3.bucket,s3,references,doc,medium,well-known,describe_logging_status,redshift.DescribeLoggingStatus
redshift.scheduled_action,,redshift,TargetAction.ResizeCluster.ReservedNodeId,dotted,memorydb.reserved_node,,references,doc,medium,global-exact,describe_scheduled_actions,redshift.DescribeScheduledActions
redshift.scheduled_action,,redshift,TargetAction.PauseCluster.ClusterIdentifier,dotted,redshift.cluster,redshift,references,doc,medium,service-exact,describe_scheduled_actions,redshift.DescribeScheduledActions
