source_key,source_c7n,source_service,source_path,path_kind,target_key,target_c7n,edge_type,source,confidence,resolution,operation,evidence
ec2.launch_template_version,,ec2,LaunchTemplateData.IamInstanceProfile.Name,dotted,ec2.instance,ec2,references,doc,medium,well-known,describe_launch_template_versions,ec2.DescribeLaunchTemplateVersions
ec2.launch_template_version,,ec2,LaunchTemplateData.KeyName,dotted,ec2.key_pair,,references,doc,medium,well-known,describe_launch_template_versions,ec2.DescribeLaunchTemplateVersions
ec2.launch_template_version,,ec2,LaunchTemplateId,scalar,ec2.launch_template,launch-template-version,references,doc,medium,service-exact,describe_launch_template_versions,ec2.DescribeLaunchTemplateVersions
ec2.launch_template_version,,ec2,LaunchTemplateName,scalar,ec2.launch_template,launch-template-version,references,doc,medium,service-exact,describe_launch_template_versions,ec2.DescribeLaunchTemplateVersions
ec2.launch_template_version,,ec2,LaunchTemplateData.NetworkInterfaces[].NetworkInterfaceId,list_dict,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_launch_template_versions,ec2.DescribeLaunchTemplateVersions
ec2.launch_template_version,,ec2,LaunchTemplateData.Placement.GroupId,dotted,ec2.placement_group,,references,doc,medium,well-known,describe_launch_template_versions,ec2.DescribeLaunchTemplateVersions
ec2.launch_template_version,,ec2,LaunchTemplateData.Placement.GroupName,dotted,ec2.placement_group,,references,doc,medium,well-known,describe_launch_template_versions,ec2.DescribeLaunchTemplateVersions
ec2.launch_template_version,,ec2,LaunchTemplateData.NetworkInterfaces[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_launch_template_versions,ec2.DescribeLaunchTemplateVersions
ec2.launch_template_version,,ec2,LaunchTemplateData.BlockDeviceMappings[].Ebs.KmsKeyId,list_dict,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_launch_template_versions,ec2.DescribeLaunchTemplateVersions
ec2.local_gateway_route_table,,ec2,LocalGatewayId,scalar,ec2.local_gateway,,references,doc,medium,service-exact,describe_local_gateway_route_tables,ec2.DescribeLocalGatewayRouteTables
ec2.local_gateway_route_table_virtual_interface_group_association,,ec2,LocalGatewayId,scalar,ec2.local_gateway,,references,doc,medium,service-exact,describe_local_gateway_route_table_virtual_interface_group_associations,ec2.DescribeLocalGatewayRouteTableVirtualInterfaceGroupAssociations
ec2.local_gateway_route_table_virtual_interface_group_association,,ec2,LocalGatewayRouteTableId,scalar,ec2.local_gateway_route_table,,references,doc,medium,service-exact,describe_local_gateway_route_table_virtual_interface_group_associations,ec2.DescribeLocalGatewayRouteTableVirtualInterfaceGroupAssociations
ec2.local_gateway_route_table_vpc_association,,ec2,LocalGatewayId,scalar,ec2.local_gateway,,references,doc,medium,service-exact,describe_local_gateway_route_table_vpc_associations,ec2.DescribeLocalGatewayRouteTableVpcAssociations
ec2.local_gateway_route_table_vpc_association,,ec2,LocalGatewayRouteTableId,scalar,ec2.local_gateway_route_table,,references,doc,medium,service-exact,describe_local_gateway_route_table_vpc_associations,ec2.DescribeLocalGatewayRouteTableVpcAssociations
ec2.local_gateway_route_table_vpc_association,,ec2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_local_gateway_route_table_vpc_associations,ec2.DescribeLocalGatewayRouteTableVpcAssociations
ec2.local_gateway_virtual_interface,,ec2,LocalGatewayVirtualInterfaceId,scalar,directconnect.virtual_interface,,references,doc,medium,global-exact,describe_local_gateway_virtual_interfaces,ec2.DescribeLocalGatewayVirtualInterfaces
ec2.local_gateway_virtual_interface,,ec2,LocalGatewayId,scalar,ec2.local_gateway,,references,doc,medium,service-exact,describe_local_gateway_virtual_interfaces,ec2.DescribeLocalGatewayVirtualInterfaces
ec2.local_gateway_virtual_interface_group,,ec2,LocalGatewayId,scalar,ec2.local_gateway,,references,doc,medium,service-exact,describe_local_gateway_virtual_interface_groups,ec2.DescribeLocalGatewayVirtualInterfaceGroups
ec2.nat_gateway,nat-gateway,ec2,NatGatewayAddresses[].NetworkInterfaceId,list_dict,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_nat_gateways,ec2.DescribeNatGateways
ec2.nat_gateway,nat-gateway,ec2,SubnetId,scalar,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_nat_gateways,ec2.DescribeNatGateways
ec2.nat_gateway,nat-gateway,ec2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_nat_gateways,ec2.DescribeNatGateways
ec2.network_acl,network-acl,ec2,Associations[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_network_acls,ec2.DescribeNetworkAcls
ec2.network_acl,network-acl,ec2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_network_acls,ec2.DescribeNetworkAcls
ec2.network_interface,eni,ec2,Attachment.InstanceId,dotted,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_network_interface_attribute,ec2.DescribeNetworkInterfaceAttribute
ec2.network_interface,eni,ec2,GroupId,scalar,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_network_interface_attribute,ec2.DescribeNetworkInterfaceAttribute
ec2.network_interface,eni,ec2,GroupName,scalar,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_network_interface_attribute,ec2.DescribeNetworkInterfaceAttribute
ec2.network_interface,eni,ec2,Groups[].GroupId,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_network_interfaces,ec2.DescribeNetworkInterfaces
ec2.network_interface,eni,ec2,Groups[].GroupName,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_network_interfaces,ec2.DescribeNetworkInterfaces
ec2.network_interface,eni,ec2,SubnetId,scalar,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_network_interfaces,ec2.DescribeNetworkInterfaces
ec2.network_interface,eni,ec2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_network_interfaces,ec2.DescribeNetworkInterfaces
ec2.network_interface_permission,,ec2,NetworkInterfaceId,scalar,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_network_interface_permissions,ec2.DescribeNetworkInterfacePermissions
ec2.network_interface_permission,,ec2,NetworkInterfacePermissionId,scalar,ec2.network_interface,eni,attached-to,doc,medium,well-known,describe_network_interface_permissions,ec2.DescribeNetworkInterfacePermissions
ec2.route_table,route-table,ec2,Routes[].CarrierGatewayId,list_dict,ec2.carrier_gateway,,references,doc,medium,service-exact,describe_route_tables,ec2.DescribeRouteTables
ec2.route_table,route-table,ec2,Routes[].EgressOnlyInternetGatewayId,list_dict,ec2.egress_only_internet_gateway,,references,doc,medium,service-exact,describe_route_tables,ec2.DescribeRouteTables
ec2.route_table,route-table,ec2,Routes[].InstanceId,list_dict,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_route_tables,ec2.DescribeRouteTables
ec2.route_table,route-table,ec2,Associations[].GatewayId,list_dict,ec2.internet_gateway,internet-gateway,references,doc,medium,well-known,describe_route_tables,ec2.DescribeRouteTables
ec2.route_table,route-table,ec2,Routes[].LocalGatewayId,list_dict,ec2.local_gateway,,references,doc,medium,service-exact,describe_route_tables,ec2.DescribeRouteTables
ec2.route_table,route-table,ec2,Routes[].NatGatewayId,list_dict,ec2.nat_gateway,nat-gateway,references,doc,medium,leaf-hint,describe_route_tables,ec2.DescribeRouteTables
ec2.route_table,route-table,ec2,Routes[].NetworkInterfaceId,list_dict,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_route_tables,ec2.DescribeRouteTables
ec2.route_table,route-table,ec2,Associations[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_route_tables,ec2.DescribeRouteTables
ec2.route_table,route-table,ec2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_route_tables,ec2.DescribeRouteTables
ec2.route_table,route-table,ec2,Routes[].VpcPeeringConnectionId,list_dict,ec2.vpc_peering_connection,peering-connection,references,doc,medium,leaf-hint,describe_route_tables,ec2.DescribeRouteTables
ec2.security_group,security-group,ec2,TransitGatewayId,scalar,ec2.transit_gateway,transit-gateway,references,doc,medium,service-exact,describe_security_group_references,ec2.DescribeSecurityGroupReferences
ec2.security_group,security-group,ec2,IpPermissionsEgress[].UserIdGroupPairs[].VpcId,list_nested,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_security_groups,ec2.DescribeSecurityGroups
ec2.security_group,security-group,ec2,IpPermissions[].UserIdGroupPairs[].VpcId,list_nested,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_security_groups,ec2.DescribeSecurityGroups
ec2.security_group,security-group,ec2,ReferencingVpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,well-known,describe_security_group_references,ec2.DescribeSecurityGroupReferences
ec2.security_group,security-group,ec2,StaleIpPermissionsEgress[].UserIdGroupPairs[].VpcId,list_nested,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_stale_security_groups,ec2.DescribeStaleSecurityGroups
ec2.security_group,security-group,ec2,StaleIpPermissions[].UserIdGroupPairs[].VpcId,list_nested,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_stale_security_groups,ec2.DescribeStaleSecurityGroups
ec2.security_group,security-group,ec2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_security_groups,ec2.DescribeSecurityGroups
ec2.security_group,security-group,ec2,IpPermissionsEgress[].UserIdGroupPairs[].VpcPeeringConnectionId,list_nested,ec2.vpc_peering_connection,peering-connection,references,doc,medium,leaf-hint,describe_security_groups,ec2.DescribeSecurityGroups
ec2.security_group,security-group,ec2,IpPermissions[].UserIdGroupPairs[].VpcPeeringConnectionId,list_nested,ec2.vpc_peering_connection,peering-connection,references,doc,medium,leaf-hint,describe_security_groups,ec2.DescribeSecurityGroups
ec2.security_group,security-group,ec2,StaleIpPermissionsEgress[].UserIdGroupPairs[].VpcPeeringConnectionId,list_nested,ec2.vpc_peering_connection,peering-connection,references,doc,medium,leaf-hint,describe_stale_security_groups,ec2.DescribeStaleSecurityGroups
ec2.security_group,security-group,ec2,StaleIpPermissions[].UserIdGroupPairs[].VpcPeeringConnectionId,list_nested,ec2.vpc_peering_connection,peering-connection,references,doc,medium,leaf-hint,describe_stale_security_groups,ec2.DescribeStaleSecurityGroups
ec2.security_group,security-group,ec2,VpcPeeringConnectionId,scalar,ec2.vpc_peering_connection,peering-connection,references,doc,medium,leaf-hint,describe_security_group_references,ec2.DescribeSecurityGroupReferences
ec2.security_group_rule,,ec2,PrefixListId,scalar,ec2.prefix_list,prefix-list,references,doc,medium,service-exact,describe_security_group_rules,ec2.DescribeSecurityGroupRules
ec2.security_group_rule,,ec2,GroupId,scalar,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_security_group_rules,ec2.DescribeSecurityGroupRules
ec2.security_group_rule,,ec2,ReferencedGroupInfo.GroupId,dotted,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_security_group_rules,ec2.DescribeSecurityGroupRules
ec2.security_group_rule,,ec2,SecurityGroupRuleId,scalar,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_security_group_rules,ec2.DescribeSecurityGroupRules
ec2.security_group_rule,,ec2,ReferencedGroupInfo.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_security_group_rules,ec2.DescribeSecurityGroupRules
ec2.security_group_rule,,ec2,ReferencedGroupInfo.VpcPeeringConnectionId,dotted,ec2.vpc_peering_connection,peering-connection,references,doc,medium,leaf-hint,describe_security_group_rules,ec2.DescribeSecurityGroupRules
ec2.snapshots_in_recycle_bin,,ec2,VolumeId,scalar,ec2.volume,ebs,attached-to,doc,medium,leaf-hint,list_snapshots_in_recycle_bin,ec2.ListSnapshotsInRecycleBin
ec2.spot_fleet,ec2-spot-fleet-request,ec2,EventInformation.InstanceId,dotted,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_spot_fleet_request_history,ec2.DescribeSpotFleetRequestHistory
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].IamInstanceProfile.Name,list_dict,ec2.instance,ec2,references,doc,medium,well-known,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].KeyName,list_dict,ec2.key_pair,,references,doc,medium,well-known,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchTemplateConfigs[].LaunchTemplateSpecification.LaunchTemplateId,list_dict,ec2.launch_template,launch-template-version,references,doc,medium,service-exact,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchTemplateConfigs[].LaunchTemplateSpecification.LaunchTemplateName,list_dict,ec2.launch_template,launch-template-version,references,doc,medium,service-exact,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].NetworkInterfaces[].NetworkInterfaceId,list_nested,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].Placement.GroupName,list_dict,ec2.placement_group,,references,doc,medium,well-known,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].SecurityGroups[].GroupId,list_nested,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].SecurityGroups[].GroupName,list_nested,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].NetworkInterfaces[].SubnetId,list_nested,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchTemplateConfigs[].Overrides[].SubnetId,list_nested,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].BlockDeviceMappings[].Ebs.KmsKeyId,list_nested,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_fleet,ec2-spot-fleet-request,ec2,SpotFleetRequestConfig.LaunchSpecifications[].BlockDeviceMappings[].Ebs.OutpostArn,list_nested,outposts.outpost,,references,doc,medium,global-exact,describe_spot_fleet_requests,ec2.DescribeSpotFleetRequests
ec2.spot_instance_request,,ec2,InstanceId,scalar,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.IamInstanceProfile.Name,dotted,ec2.instance,ec2,references,doc,medium,well-known,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.KeyName,dotted,ec2.key_pair,,references,doc,medium,well-known,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.NetworkInterfaces[].NetworkInterfaceId,list_dict,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.Placement.GroupName,dotted,ec2.placement_group,,references,doc,medium,well-known,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.SecurityGroups[].GroupId,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.SecurityGroups[].GroupName,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.NetworkInterfaces[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.SubnetId,dotted,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.BlockDeviceMappings[].Ebs.KmsKeyId,list_dict,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.spot_instance_request,,ec2,LaunchSpecification.BlockDeviceMappings[].Ebs.OutpostArn,list_dict,outposts.outpost,,references,doc,medium,global-exact,describe_spot_instance_requests,ec2.DescribeSpotInstanceRequests
ec2.subnet,subnet,ec2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_subnets,ec2.DescribeSubnets
ec2.traffic_mirror_session,mirror-session,ec2,NetworkInterfaceId,scalar,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_traffic_mirror_sessions,ec2.DescribeTrafficMirrorSessions
ec2.traffic_mirror_session,mirror-session,ec2,TrafficMirrorFilterId,scalar,ec2.traffic_mirror_filter,,references,doc,medium,service-exact,describe_traffic_mirror_sessions,ec2.DescribeTrafficMirrorSessions
ec2.traffic_mirror_session,mirror-session,ec2,TrafficMirrorTargetId,scalar,ec2.traffic_mirror_target,mirror-target,references,doc,medium,service-exact,describe_traffic_mirror_sessions,ec2.DescribeTrafficMirrorSessions
ec2.traffic_mirror_target,mirror-target,ec2,NetworkInterfaceId,scalar,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_traffic_mirror_targets,ec2.DescribeTrafficMirrorTargets
ec2.transit_gateway_attachment,transit-attachment,ec2,Association.TransitGatewayRouteTableId,dotted,ec2.route_table,route-table,references,doc,medium,well-known,describe_transit_gateway_attachments,ec2.DescribeTransitGatewayAttachments
ec2.transit_gateway_attachment,transit-attachment,ec2,TransitGatewayId,scalar,ec2.transit_gateway,transit-gateway,references,doc,medium,service-exact,describe_transit_gateway_attachments,ec2.DescribeTransitGatewayAttachments
ec2.transit_gateway_attachment,transit-attachment,ec2,transit-gateway-id,scalar,ec2.transit_gateway,transit-gateway,contained-in,parent_spec,high,declared,,c7n parent_spec of transit-attachment
ec2.transit_gateway_connect,,ec2,TransitGatewayId,scalar,ec2.transit_gateway,transit-gateway,references,doc,medium,service-exact,describe_transit_gateway_connects,ec2.DescribeTransitGatewayConnects
ec2.transit_gateway_connect,,ec2,TransitGatewayAttachmentId,scalar,networkmanager.connect_attachment,,references,doc,medium,global-exact,describe_transit_gateway_connects,ec2.DescribeTransitGatewayConnects
ec2.transit_gateway_connect_peer,,ec2,TransitGatewayAttachmentId,scalar,networkmanager.connect_attachment,,references,doc,medium,global-exact,describe_transit_gateway_connect_peers,ec2.DescribeTransitGatewayConnectPeers
ec2.transit_gateway_multicast_domain,,ec2,TransitGatewayId,scalar,ec2.transit_gateway,transit-gateway,references,doc,medium,service-exact,describe_transit_gateway_multicast_domains,ec2.DescribeTransitGatewayMulticastDomains
ec2.transit_gateway_multicast_domain_association,,ec2,Subnet.SubnetId,dotted,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,get_transit_gateway_multicast_domain_associations,ec2.GetTransitGatewayMulticastDomainAssociations
ec2.transit_gateway_multicast_domain_association,,ec2,TransitGatewayAttachmentId,scalar,ec2.transit_gateway_attachment,transit-attachment,references,doc,medium,service-exact,get_transit_gateway_multicast_domain_associations,ec2.GetTransitGatewayMulticastDomainAssociations
ec2.transit_gateway_peering_attachment,,ec2,AccepterTgwInfo.TransitGatewayId,dotted,ec2.transit_gateway,transit-gateway,references,doc,medium,service-exact,describe_transit_gateway_peering_attachments,ec2.DescribeTransitGatewayPeeringAttachments
ec2.transit_gateway_peering_attachment,,ec2,RequesterTgwInfo.TransitGatewayId,dotted,ec2.transit_gateway,transit-gateway,references,doc,medium,service-exact,describe_transit_gateway_peering_attachments,ec2.DescribeTransitGatewayPeeringAttachments
ec2.transit_gateway_policy_table,,ec2,TransitGatewayId,scalar,ec2.transit_gateway,transit-gateway,references,doc,medium,service-exact,describe_transit_gateway_policy_tables,ec2.DescribeTransitGatewayPolicyTables
ec2.transit_gateway_policy_table_association,,ec2,ResourceId,scalar,ec2.transit_gateway_attachment,transit-attachment,references,doc,medium,service-exact,get_transit_gateway_policy_table_associations,ec2.GetTransitGatewayPolicyTableAssociations
ec2.transit_gateway_policy_table_association,,ec2,TransitGatewayAttachmentId,scalar,ec2.transit_gateway_attachment,transit-attachment,references,doc,medium,service-exact,get_transit_gateway_policy_table_associations,ec2.GetTransitGatewayPolicyTableAssociations
ec2.transit_gateway_policy_table_association,,ec2,TransitGatewayPolicyTableId,scalar,ec2.transit_gateway_policy_table,,references,doc,medium,service-exact,get_transit_gateway_policy_table_associations,ec2.GetTransitGatewayPolicyTableAssociations
ec2.transit_gateway_route_table,,ec2,TransitGatewayId,scalar,ec2.transit_gateway,transit-gateway,references,doc,medium,service-exact,describe_transit_gateway_route_tables,ec2.DescribeTransitGatewayRouteTables
ec2.transit_gateway_vpc_attachment,,ec2,TransitGatewayId,scalar,ec2.transit_gateway,transit-gateway,references,doc,medium,service-exact,describe_transit_gateway_vpc_attachments,ec2.DescribeTransitGatewayVpcAttachments
ec2.transit_gateway_vpc_attachment,,ec2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_transit_gateway_vpc_attachments,ec2.DescribeTransitGatewayVpcAttachments
ec2.verified_access_endpoint,,ec2,NetworkInterfaceOptions.NetworkInterfaceId,dotted,ec2.network_interface,eni,attached-to,doc,medium,leaf-hint,describe_verified_access_endpoints,ec2.DescribeVerifiedAccessEndpoints
ec2.verified_access_endpoint,,ec2,VerifiedAccessGroupId,scalar,ec2.verified_access_group,,references,doc,medium,service-partial,describe_verified_access_endpoints,ec2.DescribeVerifiedAccessEndpoints
ec2.verified_access_endpoint,,ec2,SseSpecification.KmsKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_verified_access_endpoints,ec2.DescribeVerifiedAccessEndpoints
ec2.verified_access_group,,ec2,SseSpecification.KmsKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_verified_access_groups,ec2.DescribeVerifiedAccessGroups
ec2.verified_access_instance,,ec2,VerifiedAccessTrustProviders[].VerifiedAccessTrustProviderId,list_dict,ec2.verified_access_trust_provider,,references,doc,medium,service-partial,describe_verified_access_instances,ec2.DescribeVerifiedAccessInstances
ec2.verified_access_trust_provider,,ec2,SseSpecification.KmsKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_verified_access_trust_providers,ec2.DescribeVerifiedAccessTrustProviders
ec2.volume,ebs,ec2,Attachments[].InstanceId,list_dict,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_volumes,ec2.DescribeVolumes
ec2.volume,ebs,ec2,InstanceId,scalar,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_replace_root_volume_tasks,ec2.DescribeReplaceRootVolumeTasks
ec2.volume,ebs,ec2,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_volumes,ec2.DescribeVolumes
ec2.volume_status,,ec2,AttachmentStatuses[].InstanceId,list_dict,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_volume_status,ec2.DescribeVolumeStatus
ec2.volume_status,,ec2,Events[].InstanceId,list_dict,ec2.instance,ec2,references,doc,medium,leaf-hint,describe_volume_status,ec2.DescribeVolumeStatus
ec2.volume_status,,ec2,VolumeId,scalar,ec2.volume,ebs,attached-to,doc,medium,leaf-hint,describe_volume_status,ec2.DescribeVolumeStatus
ec2.volume_status,,ec2,VolumeStatus.Details[].Name,list_dict,ec2.volume,ebs,attached-to,doc,medium,well-known,describe_volume_status,ec2.DescribeVolumeStatus
ec2.vpc_endpoint,vpc-endpoint,ec2,DnsEntries[].HostedZoneId,list_dict,ec2.host,ec2-host,references,doc,medium,service-partial,describe_vpc_endpoints,ec2.DescribeVpcEndpoints
ec2.vpc_endpoint,vpc-endpoint,ec2,Groups[].GroupId,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_vpc_endpoints,ec2.DescribeVpcEndpoints
ec2.vpc_endpoint,vpc-endpoint,ec2,Groups[].GroupName,list_dict,ec2.security_group,security-group,protected-by,doc,medium,well-known,describe_vpc_endpoints,ec2.DescribeVpcEndpoints
ec2.vpc_endpoint,vpc-endpoint,ec2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_vpc_endpoints,ec2.DescribeVpcEndpoints
ec2.vpc_endpoint_connection,,ec2,DnsEntries[].HostedZoneId,list_dict,ec2.host,ec2-host,references,doc,medium,service-partial,describe_vpc_endpoint_connections,ec2.DescribeVpcEndpointConnections
ec2.vpc_endpoint_connection,,ec2,VpcEndpointConnectionId,scalar,ec2.vpc,vpc,contained-in,doc,medium,well-known,describe_vpc_endpoint_connections,ec2.DescribeVpcEndpointConnections
ec2.vpc_endpoint_connection,,ec2,VpcEndpointId,scalar,ec2.vpc,vpc,contained-in,doc,medium,well-known,describe_vpc_endpoint_connections,ec2.DescribeVpcEndpointConnections
ec2.vpc_endpoint_connection_notification,,ec2,VpcEndpointId,scalar,ec2.vpc,vpc,contained-in,doc,medium,well-known,describe_vpc_endpoint_connection_notifications,ec2.DescribeVpcEndpointConnectionNotifications
ec2.vpc_peering_connection,peering-connection,ec2,AccepterVpcInfo.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_vpc_peering_connections,ec2.DescribeVpcPeeringConnections
ec2.vpc_peering_connection,peering-connection,ec2,RequesterVpcInfo.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_vpc_peering_connections,ec2.DescribeVpcPeeringConnections
ec2.vpn_connection,vpn-connection,ec2,CommonName,scalar,apigateway.client_certificate,rest-client-certificate,references,doc,medium,global-exact,describe_client_vpn_connections,ec2.DescribeClientVpnConnections
ec2.vpn_connection,vpn-connection,ec2,CoreNetworkArn,scalar,networkmanager.core_network,,references,doc,medium,global-exact,describe_vpn_connections,ec2.DescribeVpnConnections
ec2.vpn_gateway,vpn-gateway,ec2,VpcAttachments[].VpcId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_vpn_gateways,ec2.DescribeVpnGateways
ecr-public.image,,ecr-public,repositoryName,scalar,ecr-public.repository,,references,doc,medium,service-exact,describe_images,ecr-public.DescribeImages
ecr.ecr_image,ecr-image,ecr,images[].repositoryName,list_dict,ecr.repository,ecr,references,doc,medium,service-exact,batch_get_image,ecr.BatchGetImage
